representation	deletion_type	deleted_id	remaining_pairs	mean_z
HOST_EXACT	PAIR	GDT151_HP004	37	-0.135702787
HOST_EXACT	PAIR	GDT151_HP005	37	-0.066120792
HOST_EXACT	PAIR	GDT151_HP007	37	-0.138218720
HOST_EXACT	PAIR	GDT151_HP017	37	-0.107618658
HOST_EXACT	PAIR	GDT151_HP021	37	-0.122660168
HOST_EXACT	PAIR	GDT151_HP006	37	-0.085816822
HOST_EXACT	PAIR	GDT151_HP011	37	-0.151778860
HOST_EXACT	PAIR	GDT151_HP019	37	-0.115520761
HOST_EXACT	PAIR	GDT151_HP020	37	-0.073568043
HOST_EXACT	PAIR	MHI001	37	-0.146485306
HOST_EXACT	PAIR	GDT151_HP001	37	-0.126237135
HOST_EXACT	PAIR	GDT151_HP002	37	-0.104934228
HOST_EXACT	PAIR	GDT151_HP003	37	-0.132680489
HOST_EXACT	PAIR	GDT151_HP008	37	-0.072225478
HOST_EXACT	PAIR	GDT151_HP009	37	-0.125546184
HOST_EXACT	PAIR	GDT151_HP010	37	-0.052709406
HOST_EXACT	PAIR	GDT151_HP012	37	-0.122327938
HOST_EXACT	PAIR	GDT151_HP013	37	-0.105127828
HOST_EXACT	PAIR	GDT151_HP014	37	-0.089189501
HOST_EXACT	PAIR	GDT151_HP015	37	-0.094193810
HOST_EXACT	PAIR	GDT151_HP018	37	-0.092010392
HOST_EXACT	PAIR	GDT151_HP022	37	-0.042963512
HOST_EXACT	PAIR	GDT151_HP023	37	-0.047699816
HOST_EXACT	PAIR	GDT151_HP024	37	-0.097224772
HOST_EXACT	PAIR	GDT151_HP025	37	-0.105390989
HOST_EXACT	PAIR	GDT151_HP026	37	-0.041957229
HOST_EXACT	PAIR	GDT151_HP027	37	-0.131977032
HOST_EXACT	PAIR	GDT151_HP028	37	-0.110698667
HOST_EXACT	PAIR	GDT151_HP029	37	-0.106411803
HOST_EXACT	PAIR	GDT151_HP030	37	-0.123535780
HOST_EXACT	PAIR	GDT151_HP031	37	-0.106301359
HOST_EXACT	PAIR	GDT151_HP032	37	-0.068481498
HOST_EXACT	PAIR	MHI007	37	-0.155263585
HOST_EXACT	PAIR	MHI002	37	-0.075478517
HOST_EXACT	PAIR	MHI003	37	-0.096136203
HOST_EXACT	PAIR	MHI004	37	-0.081693888
HOST_EXACT	PAIR	MHI005	37	-0.155711832
HOST_EXACT	PAIR	MHI006	37	-0.146800303
HOST_EXACT	PHYSICAL_FOLIO	f1	36	-0.077162828
HOST_EXACT	PHYSICAL_FOLIO	f10	37	-0.126237135
HOST_EXACT	PHYSICAL_FOLIO	f100	35	-0.069851954
HOST_EXACT	PHYSICAL_FOLIO	f101	34	0.147235049
HOST_EXACT	PHYSICAL_FOLIO	f102	29	-0.185455194
HOST_EXACT	PHYSICAL_FOLIO	f13	37	-0.104934228
HOST_EXACT	PHYSICAL_FOLIO	f17	36	-0.104096754
HOST_EXACT	PHYSICAL_FOLIO	f18	37	-0.135702787
HOST_EXACT	PHYSICAL_FOLIO	f19	36	-0.108991122
HOST_EXACT	PHYSICAL_FOLIO	f2	37	-0.146800303
HOST_EXACT	PHYSICAL_FOLIO	f23	37	-0.138218720
HOST_EXACT	PHYSICAL_FOLIO	f24	37	-0.072225478
HOST_EXACT	PHYSICAL_FOLIO	f3	37	-0.155263585
HOST_EXACT	PHYSICAL_FOLIO	f30	36	-0.073362687
HOST_EXACT	PHYSICAL_FOLIO	f32	37	-0.151778860
HOST_EXACT	PHYSICAL_FOLIO	f33	37	-0.122327938
HOST_EXACT	PHYSICAL_FOLIO	f34	37	-0.105127828
HOST_EXACT	PHYSICAL_FOLIO	f35	37	-0.089189501
HOST_EXACT	PHYSICAL_FOLIO	f36	37	-0.094193810
HOST_EXACT	PHYSICAL_FOLIO	f37	37	-0.107618658
HOST_EXACT	PHYSICAL_FOLIO	f39	37	-0.146485306
HOST_EXACT	PHYSICAL_FOLIO	f4	37	-0.047699816
HOST_EXACT	PHYSICAL_FOLIO	f44	36	-0.083528442
HOST_EXACT	PHYSICAL_FOLIO	f47	37	-0.115520761
HOST_EXACT	PHYSICAL_FOLIO	f48	36	-0.091834548
HOST_EXACT	PHYSICAL_FOLIO	f49	37	-0.042963512
HOST_EXACT	PHYSICAL_FOLIO	f50	37	-0.155711832
HOST_EXACT	PHYSICAL_FOLIO	f51	36	-0.074044176
HOST_EXACT	PHYSICAL_FOLIO	f53	37	-0.105390989
HOST_EXACT	PHYSICAL_FOLIO	f55	37	-0.041957229
HOST_EXACT	PHYSICAL_FOLIO	f57	37	-0.131977032
HOST_EXACT	PHYSICAL_FOLIO	f6	36	-0.134155877
HOST_EXACT	PHYSICAL_FOLIO	f65	38	-0.104063160
HOST_EXACT	PHYSICAL_FOLIO	f88	36	-0.130896513
HOST_EXACT	PHYSICAL_FOLIO	f89	30	-0.142575471
HOST_EXACT	PHYSICAL_FOLIO	f90	35	-0.167686852
HOST_EXACT	PHYSICAL_FOLIO	f94	37	-0.123535780
HOST_EXACT	PHYSICAL_FOLIO	f95	37	-0.146485306
HOST_EXACT	PHYSICAL_FOLIO	f96	35	-0.038596305
HOST_EXACT	PHYSICAL_FOLIO	f99	33	-0.118671477
HOST_CHAR2	PAIR	GDT151_HP004	37	-0.191166693
HOST_CHAR2	PAIR	GDT151_HP005	37	-0.169269449
HOST_CHAR2	PAIR	GDT151_HP007	37	-0.214839061
HOST_CHAR2	PAIR	GDT151_HP017	37	-0.190854364
HOST_CHAR2	PAIR	GDT151_HP021	37	-0.161071418
HOST_CHAR2	PAIR	GDT151_HP006	37	-0.165229201
