relation_id	source_page	target_page	representation	candidate_pages	similarity_or_control_score	true_target_rank	reciprocal_rank	top_three	semantic_role
GDT151_HP001	f10v	f89v2	PAGE_HOST_IDENTITY	15	0.166666666667	3	0.333333333333	1	UNASSIGNED
GDT151_HP002	f13v	f100v	PAGE_HOST_IDENTITY	15	0.0833333333333	7	0.142857142857	0	UNASSIGNED
GDT151_HP003	f17v	f99r	PAGE_HOST_IDENTITY	15	0.201257861635	3	0.333333333333	1	UNASSIGNED
GDT151_HP004	f18v	f102r2	PAGE_HOST_IDENTITY	15	0.126984126984	2	0.5	1	UNASSIGNED
GDT151_HP005	f19r	f102v1	PAGE_HOST_IDENTITY	15	0.04	14	0.0714285714286	0	UNASSIGNED
GDT151_HP006	f1v	f102r1	PAGE_HOST_IDENTITY	15	0.0823529411765	12	0.0833333333333	0	UNASSIGNED
GDT151_HP007	f23r	f102r2	PAGE_HOST_IDENTITY	15	0.159090909091	3	0.333333333333	1	UNASSIGNED
GDT151_HP008	f24r	f89v2	PAGE_HOST_IDENTITY	15	0.0634920634921	14	0.0714285714286	0	UNASSIGNED
GDT151_HP009	f30r	f89r1	PAGE_HOST_IDENTITY	15	0.145833333333	5	0.2	0	UNASSIGNED
GDT151_HP010	f30v	f101r	PAGE_HOST_IDENTITY	15	0.030303030303	15	0.0666666666667	0	UNASSIGNED
GDT151_HP011	f32v	f102r2	PAGE_HOST_IDENTITY	15	0.21568627451	2	0.5	1	UNASSIGNED
GDT151_HP012	f33r	f89r1	PAGE_HOST_IDENTITY	15	0.115942028986	5	0.2	0	UNASSIGNED
GDT151_HP013	f34v	f99v	PAGE_HOST_IDENTITY	15	0.0792079207921	8	0.125	0	UNASSIGNED
GDT151_HP014	f35v	f89r2	PAGE_HOST_IDENTITY	15	0.0847457627119	13	0.0769230769231	0	UNASSIGNED
GDT151_HP015	f36r	f102v2	PAGE_HOST_IDENTITY	15	0.1	11	0.0909090909091	0	UNASSIGNED
GDT151_HP017	f37v	f102r1	PAGE_HOST_IDENTITY	15	0.117117117117	8	0.125	0	UNASSIGNED
GDT151_HP018	f44r	f99v	PAGE_HOST_IDENTITY	15	0.0594059405941	11	0.0909090909091	0	UNASSIGNED
GDT151_HP019	f47v	f102r2	PAGE_HOST_IDENTITY	15	0.150684931507	7	0.142857142857	0	UNASSIGNED
GDT151_HP020	f48r	f89v2	PAGE_HOST_IDENTITY	15	0.0441176470588	13	0.0769230769231	0	UNASSIGNED
GDT151_HP021	f48v	f89v2	PAGE_HOST_IDENTITY	15	0.119565217391	5	0.2	0	UNASSIGNED
GDT151_HP022	f49r	f101r	PAGE_HOST_IDENTITY	15	0.015873015873	15	0.0666666666667	0	UNASSIGNED
GDT151_HP023	f4v	f101r	PAGE_HOST_IDENTITY	15	0.0263157894737	15	0.0666666666667	0	UNASSIGNED
GDT151_HP024	f51r	f99r	PAGE_HOST_IDENTITY	15	0.0932203389831	11	0.0909090909091	0	UNASSIGNED
GDT151_HP025	f53r	f102r2	PAGE_HOST_IDENTITY	15	0.0652173913043	7	0.142857142857	0	UNASSIGNED
GDT151_HP026	f55v	f101r	PAGE_HOST_IDENTITY	15	0.025641025641	15	0.0666666666667	0	UNASSIGNED
GDT151_HP027	f57r	f89r1	PAGE_HOST_IDENTITY	15	0.016393442623	2	0.5	1	UNASSIGNED
GDT151_HP028	f90r2	f88r	PAGE_HOST_IDENTITY	15	0.126436781609	5	0.2	0	UNASSIGNED
GDT151_HP029	f90v2	f100v	PAGE_HOST_IDENTITY	15	0.113636363636	7	0.142857142857	0	UNASSIGNED
GDT151_HP030	f94v	f88v	PAGE_HOST_IDENTITY	15	0.132743362832	4	0.25	0	UNASSIGNED
GDT151_HP031	f96v	f99r	PAGE_HOST_IDENTITY	15	0.0569105691057	8	0.125	0	UNASSIGNED
GDT151_HP032	f96v	f100r	PAGE_HOST_IDENTITY	15	0.0212765957447	14	0.0714285714286	0	UNASSIGNED
GDT151_HP001	f10v	f89v2	PAGE_HOST_CHAR3	15	0.212328767123	4	0.25	0	UNASSIGNED
GDT151_HP002	f13v	f100v	PAGE_HOST_CHAR3	15	0.130434782609	11	0.0909090909091	0	UNASSIGNED
GDT151_HP003	f17v	f99r	PAGE_HOST_CHAR3	15	0.363453815261	4	0.25	0	UNASSIGNED
GDT151_HP004	f18v	f102r2	PAGE_HOST_CHAR3	15	0.170854271357	5	0.2	0	UNASSIGNED
GDT151_HP005	f19r	f102v1	PAGE_HOST_CHAR3	15	0.0893617021277	13	0.0769230769231	0	UNASSIGNED
GDT151_HP006	f1v	f102r1	PAGE_HOST_CHAR3	15	0.0989010989011	14	0.0714285714286	0	UNASSIGNED
GDT151_HP007	f23r	f102r2	PAGE_HOST_CHAR3	15	0.193103448276	3	0.333333333333	1	UNASSIGNED
GDT151_HP008	f24r	f89v2	PAGE_HOST_CHAR3	15	0.151315789474	13	0.0769230769231	0	UNASSIGNED
GDT151_HP009	f30r	f89r1	PAGE_HOST_CHAR3	15	0.247191011236	5	0.2	0	UNASSIGNED
GDT151_HP010	f30v	f101r	PAGE_HOST_CHAR3	15	0.00869565217391	15	0.0666666666667	0	UNASSIGNED
GDT151_HP011	f32v	f102r2	PAGE_HOST_CHAR3	15	0.302013422819	2	0.5	1	UNASSIGNED
