book	truth_dimension	representation	queries_with_nonzero_truth_neighbor	mean_reciprocal_rank	top1	top1_rate	top10	top10_rate	top_decile	top_decile_rate	median_normalized_rank
ALL	ADDRESSEE	COMPILER_SIGNATURE	2782	0.0621877047724	94	0.0337886412653	289	0.103882099209	863	0.310208483106	0.249538555321
ALL	ADDRESSEE	HOST_PLUS_COMPILER	2782	0.162927607386	287	0.103163191948	757	0.272106398275	1578	0.5672178289	0.0707070707071
ALL	ADDRESSEE	MARKER_AND_POSITION	2782	0.0133467856065	4	0.00143781452193	67	0.0240833932423	387	0.139108554996	0.420573473494
ALL	ADDRESSEE	PAGE_HOST_CHAR3	2782	0.193149833802	342	0.122933141625	865	0.310927390367	1654	0.594536304817	0.0550711451462
ALL	ADDRESSEE	PAGE_HOST_IDENTITY	2782	0.162089017644	288	0.103522645579	741	0.266355140187	1564	0.562185478073	0.0753140028949
ALL	ADDRESSEE	RAW_CHAR3	2782	0.193198643494	355	0.127606038821	866	0.311286843997	1644	0.590941768512	0.0578247024035
ALL	ADDRESSEE	RAW_GROUP_IDENTITY	2782	0.162928130525	287	0.103163191948	757	0.272106398275	1578	0.5672178289	0.0707070707071
ALL	CONTENT	COMPILER_SIGNATURE	3172	0.194183567358	384	0.1210592686	1057	0.333228247163	2029	0.639659520807	0.0440973910225
ALL	CONTENT	HOST_PLUS_COMPILER	3172	0.674389203336	1750	0.551702395965	2845	0.896910466583	3128	0.986128625473	0.00183654729109
ALL	CONTENT	MARKER_AND_POSITION	3172	0.0160589309224	12	0.00378310214376	83	0.0261664564943	481	0.151639344262	0.403188551635
ALL	CONTENT	PAGE_HOST_CHAR3	3172	0.570389042522	1414	0.445775535939	2566	0.80895334174	3061	0.96500630517	0.00215982721382
ALL	CONTENT	PAGE_HOST_IDENTITY	3172	0.628435337644	1586	0.5	2748	0.866330390921	3131	0.987074401009	0.00188323917137
ALL	CONTENT	RAW_CHAR3	3172	0.592183985109	1484	0.467843631778	2627	0.828184110971	3075	0.969419924338	0.00215982721382
ALL	CONTENT	RAW_GROUP_IDENTITY	3172	0.67438357372	1750	0.551702395965	2845	0.896910466583	3128	0.986128625473	0.00183654729109
Band2	ADDRESSEE	COMPILER_SIGNATURE	394	0.0760075122012	17	0.0431472081218	50	0.126903553299	110	0.279187817259	0.278617710583
Band2	ADDRESSEE	HOST_PLUS_COMPILER	394	0.202318761204	57	0.144670050761	120	0.304568527919	197	0.5	0.10281199196
Band2	ADDRESSEE	MARKER_AND_POSITION	394	0.0210146981428	0	0	13	0.0329949238579	62	0.157360406091	0.438444924406
Band2	ADDRESSEE	PAGE_HOST_CHAR3	394	0.229529250116	66	0.167512690355	129	0.327411167513	198	0.502538071066	0.0983749871439
Band2	ADDRESSEE	PAGE_HOST_IDENTITY	394	0.187643280174	51	0.129441624365	113	0.286802030457	193	0.489847715736	0.11038961039
Band2	ADDRESSEE	RAW_CHAR3	394	0.224335705302	64	0.162436548223	132	0.335025380711	206	0.522842639594	0.0928725701944
Band2	ADDRESSEE	RAW_GROUP_IDENTITY	394	0.202320739207	57	0.144670050761	120	0.304568527919	197	0.5	0.10281199196
Band2	CONTENT	COMPILER_SIGNATURE	464	0.18625507424	56	0.120689655172	149	0.321120689655	246	0.530172413793	0.0841424927385
Band2	CONTENT	HOST_PLUS_COMPILER	464	0.658161230525	247	0.532327586207	417	0.898706896552	448	0.965517241379	0.00216919739696
Band2	CONTENT	MARKER_AND_POSITION	464	0.0145318185734	1	0.00215517241379	8	0.0172413793103	56	0.120689655172	0.424864192683
Band2	CONTENT	PAGE_HOST_CHAR3	464	0.569407454791	209	0.450431034483	369	0.79525862069	436	0.939655172414	0.00431965442765
Band2	CONTENT	PAGE_HOST_IDENTITY	464	0.635886627714	238	0.512931034483	405	0.872844827586	451	0.971982758621	0.00216919739696
Band2	CONTENT	RAW_CHAR3	464	0.580755554715	212	0.456896551724	377	0.8125	436	0.939655172414	0.00431965442765
Band2	CONTENT	RAW_GROUP_IDENTITY	464	0.658122745304	247	0.532327586207	417	0.898706896552	448	0.965517241379	0.00216919739696
Band3	ADDRESSEE	COMPILER_SIGNATURE	945	0.0368027441248	17	0.0179894179894	57	0.0603174603175	240	0.253968253968	0.328301886792
Band3	ADDRESSEE	HOST_PLUS_COMPILER	945	0.123025406235	75	0.0793650793651	194	0.205291005291	476	0.503703703704	0.0998116760829
Band3	ADDRESSEE	MARKER_AND_POSITION	945	0.0117558464257	3	0.0031746031746	17	0.0179894179894	128	0.13544973545	0.429783223374
Band3	ADDRESSEE	PAGE_HOST_CHAR3	945	0.148893420862	89	0.0941798941799	226	0.239153439153	490	0.518518518519	0.0914231856739
Band3	ADDRESSEE	PAGE_HOST_IDENTITY	945	0.121522332876	69	0.0730158730159	192	0.203174603175	455	0.481481481481	0.107344632768
Band3	ADDRESSEE	RAW_CHAR3	945	0.145446596346	88	0.0931216931217	227	0.240211640212	486	0.514285714286	0.0923656927427
Band3	ADDRESSEE	RAW_GROUP_IDENTITY	945	0.123025406235	75	0.0793650793651	194	0.205291005291	476	0.503703703704	0.0998116760829
Band3	CONTENT	COMPILER_SIGNATURE	1062	0.146657615646	92	0.0866290018832	271	0.255178907721	622	0.585687382298	0.0654728518433
Band3	CONTENT	HOST_PLUS_COMPILER	1062	0.598997938383	494	0.46516007533	899	0.846516007533	1046	0.984934086629	0.00188323917137
Band3	CONTENT	MARKER_AND_POSITION	1062	0.0144017055295	4	0.00376647834275	24	0.0225988700565	154	0.145009416196	0.411598459265
Band3	CONTENT	PAGE_HOST_CHAR3	1062	0.506105401217	405	0.381355932203	799	0.752354048964	1016	0.956685499058	0.00235538772178
Band3	CONTENT	PAGE_HOST_IDENTITY	1062	0.556870724121	450	0.423728813559	854	0.804143126177	1046	0.984934086629	0.00188501413761
Band3	CONTENT	RAW_CHAR3	1062	0.531971306324	437	0.411487758945	828	0.779661016949	1018	0.95856873823	0.00188501413761
Band3	CONTENT	RAW_GROUP_IDENTITY	1062	0.598997938383	494	0.46516007533	899	0.846516007533	1046	0.984934086629	0.00188323917137
Band4	ADDRESSEE	COMPILER_SIGNATURE	466	0.0907585664445	19	0.0407725321888	80	0.171673819742	192	0.412017167382	0.171350272566
Band4	ADDRESSEE	HOST_PLUS_COMPILER	466	0.223595346713	63	0.135193133047	188	0.403433476395	301	0.645922746781	0.0406856589756
Band4	ADDRESSEE	MARKER_AND_POSITION	466	0.0198830366971	1	0.00214592274678	22	0.0472103004292	78	0.167381974249	0.369801084991
Band4	ADDRESSEE	PAGE_HOST_CHAR3	466	0.246643059657	68	0.145922746781	197	0.422746781116	311	0.667381974249	0.0343270379486
Band4	ADDRESSEE	PAGE_HOST_IDENTITY	466	0.226354302919	66	0.141630901288	180	0.386266094421	302	0.648068669528	0.039747096572
Band4	ADDRESSEE	RAW_CHAR3	466	0.256048932743	76	0.163090128755	199	0.427038626609	300	0.643776824034	0.0379404103642
Band4	ADDRESSEE	RAW_GROUP_IDENTITY	466	0.223595346713	63	0.135193133047	188	0.403433476395	301	0.645922746781	0.0406856589756
Band4	CONTENT	COMPILER_SIGNATURE	555	0.255568730591	88	0.158558558559	243	0.437837837838	399	0.718918918919	0.0252707581227
Band4	CONTENT	HOST_PLUS_COMPILER	555	0.766567712787	369	0.664864864865	523	0.942342342342	552	0.994594594595	0.00180831826401
Band4	CONTENT	MARKER_AND_POSITION	555	0.0288202289952	5	0.00900900900901	29	0.0522522522523	99	0.178378378378	0.373646209386
Band4	CONTENT	PAGE_HOST_CHAR3	555	0.667291582005	304	0.547747747748	497	0.895495495495	540	0.972972972973	0.0018115942029
Band4	CONTENT	PAGE_HOST_IDENTITY	555	0.722228456756	337	0.607207207207	520	0.936936936937	551	0.992792792793	0.00180831826401
Band4	CONTENT	RAW_CHAR3	555	0.69188587185	319	0.574774774775	497	0.895495495495	546	0.983783783784	0.00180831826401
Band4	CONTENT	RAW_GROUP_IDENTITY	555	0.766567712787	369	0.664864864865	523	0.942342342342	552	0.994594594595	0.00180831826401
Band5	ADDRESSEE	COMPILER_SIGNATURE	977	0.0675405831201	41	0.0419651995906	102	0.10440122825	321	0.328556806551	0.214876033058
Band5	ADDRESSEE	HOST_PLUS_COMPILER	977	0.156700687178	92	0.0941658137155	255	0.261003070624	604	0.618219037871	0.0542778288868
Band5	ADDRESSEE	MARKER_AND_POSITION	977	0.00867573850155	0	0	15	0.0153531218014	119	0.121801432958	0.434343434343
Band5	ADDRESSEE	PAGE_HOST_CHAR3	977	0.195771099874	119	0.121801432958	313	0.320368474923	655	0.670419651996	0.0349264705882
Band5	ADDRESSEE	PAGE_HOST_IDENTITY	977	0.160368971311	102	0.10440122825	256	0.262026612078	614	0.628454452405	0.0560146923783
Band5	ADDRESSEE	RAW_CHAR3	977	0.196852120887	127	0.129989764585	308	0.315250767656	652	0.667349027636	0.0394857667585
Band5	ADDRESSEE	RAW_GROUP_IDENTITY	977	0.156701379133	92	0.0941658137155	255	0.261003070624	604	0.618219037871	0.0542778288868
Band5	CONTENT	COMPILER_SIGNATURE	1091	0.212591098	148	0.135655362053	394	0.361136571952	762	0.698441796517	0.0266299357208
Band5	CONTENT	HOST_PLUS_COMPILER	1091	0.707786297762	640	0.586617781852	1006	0.922089825848	1082	0.991750687443	0.000919117647059
Band5	CONTENT	MARKER_AND_POSITION	1091	0.0118298136601	2	0.00183318056829	22	0.0201649862511	172	0.157653528873	0.397058823529
Band5	CONTENT	PAGE_HOST_CHAR3	1091	0.584086360908	496	0.454628780935	901	0.825847846013	1069	0.979835013749	0.00183654729109
Band5	CONTENT	PAGE_HOST_IDENTITY	1091	0.647215392511	561	0.514207149404	969	0.888175985335	1083	0.992667277727	0.000920810313076
Band5	CONTENT	RAW_CHAR3	1091	0.604937522626	516	0.472960586618	925	0.847846012832	1075	0.985334555454	0.00183654729109
Band5	CONTENT	RAW_GROUP_IDENTITY	1091	0.707786297762	640	0.586617781852	1006	0.922089825848	1082	0.991750687443	0.000919117647059
