system	instrument_level	diagnostic	known_property	observed_value	assessment
SYSTEM_A	SURFACE_ONLY	GDT113_RECORD_CLOSURE	GENERATED_RECORD_CLOSURE_PRESENT	0.34838709677419355	PARTIAL_TRUE_POSITIVE
SYSTEM_A	SURFACE_ONLY	GDT160_OPERATION_COMPATIBILITY	SEPARATE_EDGE_FIELDS_PRESENT	0.0	FALSE_NEGATIVE_ZERO
SYSTEM_A	SURFACE_ONLY	GDT162_SHORT_HOST	TRUE_HOST_LENGTH_2_OR_3	0.0	FALSE_NEGATIVE_ZERO
SYSTEM_A	SURFACE_ONLY	GDT163_SAME_GROUP_SUBSTITUTION	NO_INTERNAL_OPERATOR	0.0	TRUE_NEGATIVE
SYSTEM_A	SURFACE_ONLY	GDT164_EXTERNAL_SUBSTITUTION	NO_EXTERNAL_SUBSTITUTION_OPERATOR	0.0	TRUE_NEGATIVE
SYSTEM_A	SURFACE_ONLY	GDT165_NEXT_HOST	REAL_SOURCE_ORDER	-933.4735077838548	NEGATIVE_CONTEXT_TRANSFER
SYSTEM_A	SURFACE_ONLY	GDT166_LINE_CONTEXT	REAL_SOURCE_LINE_CONTEXT	-1400.6616596539734	NEGATIVE_CONTEXT_TRANSFER
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	GDT113_RECORD_CLOSURE	GENERATED_RECORD_CLOSURE_PRESENT	1.0	PARTIAL_TRUE_POSITIVE
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	GDT160_OPERATION_COMPATIBILITY	SEPARATE_EDGE_FIELDS_PRESENT	0.0	FALSE_NEGATIVE_ZERO
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	GDT162_SHORT_HOST	TRUE_HOST_LENGTH_2_OR_3	0.0	FALSE_NEGATIVE_ZERO
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	GDT163_SAME_GROUP_SUBSTITUTION	NO_INTERNAL_OPERATOR	0.0	TRUE_NEGATIVE
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	GDT164_EXTERNAL_SUBSTITUTION	NO_EXTERNAL_SUBSTITUTION_OPERATOR	0.0	TRUE_NEGATIVE
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	GDT165_NEXT_HOST	REAL_SOURCE_ORDER	-933.4815863857185	NEGATIVE_CONTEXT_TRANSFER
SYSTEM_A	VMANUS_ANNOTATION_ASSISTED	GDT166_LINE_CONTEXT	REAL_SOURCE_LINE_CONTEXT	-1321.4357385485127	NEGATIVE_CONTEXT_TRANSFER
SYSTEM_B	SURFACE_ONLY	GDT113_RECORD_CLOSURE	GENERATED_RECORD_CLOSURE_PRESENT	0.3239929947460595	PARTIAL_TRUE_POSITIVE
SYSTEM_B	SURFACE_ONLY	GDT160_OPERATION_COMPATIBILITY	SEPARATE_EDGE_FIELDS_PRESENT	0.0	FALSE_NEGATIVE_ZERO
SYSTEM_B	SURFACE_ONLY	GDT162_SHORT_HOST	TRUE_HOST_LENGTH_2_OR_3	0.0	FALSE_NEGATIVE_ZERO
SYSTEM_B	SURFACE_ONLY	GDT163_SAME_GROUP_SUBSTITUTION	DISTRIBUTED_COUPLING	0.0	FALSE_NEGATIVE
SYSTEM_B	SURFACE_ONLY	GDT164_EXTERNAL_SUBSTITUTION	NO_EXTERNAL_SUBSTITUTION_OPERATOR	0.0	TRUE_NEGATIVE
SYSTEM_B	SURFACE_ONLY	GDT165_NEXT_HOST	REAL_SOURCE_ORDER	-2503.1960886295074	NEGATIVE_CONTEXT_TRANSFER
SYSTEM_B	SURFACE_ONLY	GDT166_LINE_CONTEXT	REAL_SOURCE_LINE_CONTEXT	-3396.2194717174348	NEGATIVE_CONTEXT_TRANSFER
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	GDT113_RECORD_CLOSURE	GENERATED_RECORD_CLOSURE_PRESENT	1.0	PARTIAL_TRUE_POSITIVE
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	GDT160_OPERATION_COMPATIBILITY	SEPARATE_EDGE_FIELDS_PRESENT	0.0	FALSE_NEGATIVE_ZERO
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	GDT162_SHORT_HOST	TRUE_HOST_LENGTH_2_OR_3	0.0	FALSE_NEGATIVE_ZERO
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	GDT163_SAME_GROUP_SUBSTITUTION	DISTRIBUTED_COUPLING	0.0	FALSE_NEGATIVE
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	GDT164_EXTERNAL_SUBSTITUTION	NO_EXTERNAL_SUBSTITUTION_OPERATOR	0.0	TRUE_NEGATIVE
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	GDT165_NEXT_HOST	REAL_SOURCE_ORDER	-2503.180383793823	NEGATIVE_CONTEXT_TRANSFER
SYSTEM_B	VMANUS_ANNOTATION_ASSISTED	GDT166_LINE_CONTEXT	REAL_SOURCE_LINE_CONTEXT	-2966.351436743173	NEGATIVE_CONTEXT_TRANSFER
