variant	maximum_depth	split_nodes	leaf_nodes	total_bits	bits_per_symbol	key_bits	side_channel_bits	payload_bits	fixed_bits	decoder_hash	cpu_exact	gap_vs_variable_context_bits
RAW	0	0	1	1035594.2949287543	5.329214584553397	7.807354922057604	0.0	885791.8746692726	149794.61290455973	4671509c387a0bffc1a5e212b8075d6ecea8b683526cd818cc82f088741278fc	True	454683.93450452015
RAW	1	1	27	643946.8577953877	3.3137793468402656	9.807354922057604	0.0	494142.437535906	149794.61290455973	141c43b5f8cfbb63c179706465ce8239e730750505d681780f538cac749336ca	True	63036.49737115356
RAW	2	17	340	592708.1810754103	3.050102823508215	9.807354922057604	0.0	442903.7608159286	149794.61290455973	f0585194a0e37e01e4f7f85ab62cee9dd3504e68914dc93d4242c3dcac730873	True	11797.820651176153
RAW	3	40	2396	591455.5363104639	3.043656657491941	11.807354922057604	0.0	441649.11605098215	149794.61290455973	e07ca9d6d2992c3bc754dbed2b14c6af57948c4bbceb77c3b025a8ede5f3241b	True	10545.175886229728
RAW	4	202	9521	591535.0577921469	3.0440658785952683	11.807354922057604	0.0	441728.6375326651	149794.61290455973	154a3a532a782a3ffa63167cf05adea42037f223f61416159faffeb2f72198e7	True	10624.69736791274
RAW	5	584	27021	591535.777633714	3.0440695829321855	11.807354922057604	0.0	441729.35737423226	149794.61290455973	75dd07d2c32a761fb89fa464f8f4e814e8c569849a4f4a62fe6f23a54cbe4708	True	10625.417209479841
RAW	6	1371	61182	591535.777633714	3.0440695829321855	11.807354922057604	0.0	441729.35737423226	149794.61290455973	db336f1de61d2a0c1973525b051a63b533bdfda293e8a399c03c81e9c5fc6de0	True	10625.417209479841
RARE_CHANNEL	0	0	1	1035601.049869095	5.329249345778674	23.974773067889345	136.41642634605432	885646.0457651214	149794.61290455973	a5634b5dd8be4ffa8c0a2e36abcc2894fa4fa44f6231ab62dac3b2e9f8643a4c	True	454690.6894448608
RARE_CHANNEL	1	1	24	643731.5976699876	3.3126716086020647	25.974773067889345	136.41642634605432	493774.5935660139	149794.61290455973	3ff4ec0106445b163c56caa434ccdb8b99418f586b79115fec39ece659663c5c	True	62821.23724575341
RARE_CHANNEL	2	16	330	591493.1331070357	3.0438501322895557	25.974773067889345	136.41642634605432	441536.1290030619	149794.61290455973	338c285a067da723a0c31f1d9902ac696a44922dae6bd6fd129890296d5439e8	True	10582.772682801471
RARE_CHANNEL	3	42	2374	589914.7806294239	3.0357278598084845	27.974773067889345	136.41642634605432	439955.7765254503	149794.61290455973	0f64222e9eadeb90c1985a8f6fe09b78a39ce7ed3fc179e7d382094f3b39cec2	True	9004.42020518973
RARE_CHANNEL	4	203	9489	590021.0150453444	3.0362745468668018	27.974773067889345	136.41642634605432	440062.01094137074	149794.61290455973	c5011093db9b68b3ab1b289090b548191724e67782507b73533705c46a28fc69	True	9110.654621110181
RARE_CHANNEL	5	592	26972	590023.7071754006	3.0362884006885436	27.974773067889345	136.41642634605432	440064.7030714269	149794.61290455973	ed1e0b87fc99f658bef0d279ef73d0c81a89abbd2c02f7a1a2b1389f961d780e	True	9113.346751166391
RARE_CHANNEL	6	1383	61122	590023.7134343911	3.0362884328975888	27.974773067889345	136.41642634605432	440064.7093304174	149794.61290455973	ad5ef460d6f7cd430177c165c05bd8c270ac2669d635f5be0acbdc58854e673b	True	9113.35301015689
