scope	endpoint_panel	representation	eligible_loci	physical_folios	descriptor_tokens	positive_cells	baseline_bits	held_bits	gain_bits	selector_paid_gain_bits	positive_gain_folios	min_folio_gain	max_folio_gain	mean_available_neighbors	local_permutation_p	max_three_p
AVERAGE_ALL3_GE1	ALL_19	RAW_CHAR3	15	5	19	55	127.277841517	133.583969114	-6.30612759768	SENSITIVITY	0	-2.87591553726	-0.294457287611	4.93333333333	0.026497350265	0.033696630337
AVERAGE_ALL3_GE1	ALL_19	PAGE_HOST_CHAR3	15	5	19	55	127.277841517	142.650942276	-15.3731007588	SENSITIVITY	0	-13.8980318296	-0.000860076922584	5	0.157484251575	0.033696630337
AVERAGE_ALL3_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	15	5	19	55	127.277841517	150.654675515	-23.376833998	SENSITIVITY	2	-11.6427076333	0.77412391508	5	0.587941205879	0.033696630337
AVERAGE_ALL3_GE1	TARGET_CAPACITY_GE3	RAW_CHAR3	15	5	8	52	94.7487684001	99.4966516758	-4.74788327571	SENSITIVITY	2	-5.96880312016	1.85433241019	4.93333333333	0.001399860014	0.001899810019
AVERAGE_ALL3_GE1	TARGET_CAPACITY_GE3	PAGE_HOST_CHAR3	15	5	8	52	94.7487684001	108.883913553	-14.1351451534	SENSITIVITY	2	-15.2530011242	2.15348591949	5	0.0723927607239	0.001899810019
AVERAGE_ALL3_GE1	TARGET_CAPACITY_GE3	BEHAVIOR_SELF_NEIGHBOR_NOPOS	15	5	8	52	94.7487684001	117.576659696	-22.8278912963	SENSITIVITY	1	-13.8147789441	0.188231966133	5	0.602439756024	0.001899810019
AVERAGE_PROFILEABLE_GE1	ALL_19	RAW_CHAR3	31	6	19	106	273.316974401	269.900245317	3.4167290842	1.83176658348	3	-4.4133584784	5.29199749687	4.77419354839	0.001199880012	0.001199880012
AVERAGE_PROFILEABLE_GE1	ALL_19	PAGE_HOST_CHAR3	31	6	19	106	273.316974401	297.907269981	-24.5902955801	-26.1752580809	3	-21.9937079813	4.96604041222	4.51612903226	0.144785521448	0.001199880012
AVERAGE_PROFILEABLE_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	31	6	19	106	273.316974401	306.638445429	-33.3214710278	-34.9064335285	2	-18.6367419585	4.23314647617	5	0.226577342266	0.001199880012
AVERAGE_PROFILEABLE_GE1	TARGET_CAPACITY_GE3	RAW_CHAR3	31	6	8	100	203.156601528	201.40646526	1.75013626739	0.165173766665	3	-8.08199119614	5.60907719278	4.77419354839	9.99900009999e-05	9.99900009999e-05
AVERAGE_PROFILEABLE_GE1	TARGET_CAPACITY_GE3	PAGE_HOST_CHAR3	31	6	8	100	203.156601528	221.822468216	-18.6658666887	-20.2508291894	3	-23.8755732495	6.63694855235	4.51612903226	0.024497550245	9.99900009999e-05
AVERAGE_PROFILEABLE_GE1	TARGET_CAPACITY_GE3	BEHAVIOR_SELF_NEIGHBOR_NOPOS	31	6	8	100	203.156601528	226.882520404	-23.7259188763	-25.3108813771	2	-17.4401168577	2.81389890311	5	0.035096490351	9.99900009999e-05
AVERAGE_PROFILEABLE_GE2	ALL_19	RAW_CHAR3	27	6	19	96	243.433149695	245.839182227	-2.40603253172	SENSITIVITY	2	-5.25420087387	5.29199749687	4.74074074074	0.020597940206	0.020597940206
AVERAGE_PROFILEABLE_GE2	ALL_19	PAGE_HOST_CHAR3	27	6	19	96	243.433149695	272.772878662	-29.3397289666	SENSITIVITY	2	-21.9937079813	2.8674249834	4.55555555556	0.273472652735	0.020597940206
