held_book_or_ms	training_books	representation	test_groups	predictions_made	coverage	top1_correct	top1_accuracy	top3_correct	top3_accuracy
Band2	Band3;Band4;Band5	GLOBAL_FREQUENCY	64630	64630	1	3322	0.0514002785084	5756	0.0890608076745
Band2	Band3;Band4;Band5	PAGE_HOST_IDENTITY	64630	63696	0.985548506885	52752	0.828183873399	60324	0.94706103994
Band2	Band3;Band4;Band5	COMPILER_SIGNATURE	64630	64629	0.999984527309	6340	0.0980983768896	13441	0.207971653592
Band2	Band3;Band4;Band5	PAGE_HOST_PLUS_RIGHT	64630	63415	0.981200680798	55065	0.868327682725	61029	0.962374832453
Band2	Band3;Band4;Band5	HOST_PLUS_COMPILER	64630	61127	0.945799164475	53783	0.879856691806	58506	0.957122057356
Band2	Band3;Band4;Band5	SYNTHETIC_TOKEN_IDENTITY	64630	61139	0.945984836763	53733	0.878866190157	58502	0.956868774432
Band3	Band2;Band4;Band5	GLOBAL_FREQUENCY	140162	140162	1	7399	0.0527889156833	13086	0.0933633937872
Band3	Band2;Band4;Band5	PAGE_HOST_IDENTITY	140162	138079	0.985138625305	113573	0.822521889643	130149	0.942569108988
Band3	Band2;Band4;Band5	COMPILER_SIGNATURE	140162	140155	0.99995005779	13759	0.0981698833434	26798	0.191202597125
Band3	Band2;Band4;Band5	PAGE_HOST_PLUS_RIGHT	140162	137311	0.979659251438	118548	0.863353992033	131543	0.957993168792
Band3	Band2;Band4;Band5	HOST_PLUS_COMPILER	140162	131549	0.938549678229	115020	0.874351002288	125486	0.953910710078
Band3	Band2;Band4;Band5	SYNTHETIC_TOKEN_IDENTITY	140162	131565	0.938663831852	114954	0.87374301676	125480	0.953749097404
Band4	Band2;Band3;Band5	GLOBAL_FREQUENCY	76547	76547	1	3608	0.0471344402785	6755	0.0882464368297
Band4	Band2;Band3;Band5	PAGE_HOST_IDENTITY	76547	75505	0.986387448234	63060	0.835176478379	71628	0.948652407125
Band4	Band2;Band3;Band5	COMPILER_SIGNATURE	76547	76546	0.999986936131	7851	0.102565777441	15410	0.201316855224
Band4	Band2;Band3;Band5	PAGE_HOST_PLUS_RIGHT	76547	75208	0.982507479065	65725	0.873909690458	72452	0.963354962238
Band4	Band2;Band3;Band5	HOST_PLUS_COMPILER	76547	72829	0.951428534103	64371	0.88386494391	69977	0.960839775364
Band4	Band2;Band3;Band5	SYNTHETIC_TOKEN_IDENTITY	76547	72835	0.951506917319	64343	0.883407702341	69972	0.960691975012
Band5	Band2;Band3;Band4	GLOBAL_FREQUENCY	156641	156641	1	7159	0.0457032322317	12820	0.0818431955874
Band5	Band2;Band3;Band4	PAGE_HOST_IDENTITY	156641	153394	0.979271072069	126556	0.825038789001	144715	0.943420212003
Band5	Band2;Band3;Band4	COMPILER_SIGNATURE	156641	156641	1	14548	0.0928747901252	29801	0.190250317605
Band5	Band2;Band3;Band4	PAGE_HOST_PLUS_RIGHT	156641	152419	0.973046648068	132790	0.871216843045	146204	0.959224243697
Band5	Band2;Band3;Band4	HOST_PLUS_COMPILER	156641	146616	0.936000153217	128914	0.879262836253	140026	0.955052654553
Band5	Band2;Band3;Band4	SYNTHETIC_TOKEN_IDENTITY	156641	146631	0.936095913586	128815	0.878497725583	140013	0.954866297031
Ste1	Band2;Band3;Band4;Band5	GLOBAL_FREQUENCY	111	111	1	16	0.144144144144	16	0.144144144144
Ste1	Band2;Band3;Band4;Band5	PAGE_HOST_IDENTITY	111	90	0.810810810811	59	0.655555555556	69	0.766666666667
Ste1	Band2;Band3;Band4;Band5	COMPILER_SIGNATURE	111	111	1	14	0.126126126126	16	0.144144144144
Ste1	Band2;Band3;Band4;Band5	PAGE_HOST_PLUS_RIGHT	111	87	0.783783783784	61	0.701149425287	69	0.793103448276
Ste1	Band2;Band3;Band4;Band5	HOST_PLUS_COMPILER	111	78	0.702702702703	58	0.74358974359	62	0.794871794872
Ste1	Band2;Band3;Band4;Band5	SYNTHETIC_TOKEN_IDENTITY	111	78	0.702702702703	58	0.74358974359	62	0.794871794872
