page	physical_folio	page_host	frame	register	page_weight	source_tags	semantic_role
f100r	f100	ees	OT	OTHER_A	0.5	SOURCE_PHARMACEUTICAL_PAGE;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f100r	f100	l	O	OTHER_A	0.5	SOURCE_PHARMACEUTICAL_PAGE;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f100v	f100	l	O	OTHER_A	0.5	SOURCE_PHARMACEUTICAL_PAGE;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f100v	f100	y	O	OTHER_A	0.5	SOURCE_PHARMACEUTICAL_PAGE;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f101r	f101	l	O	OTHER_A	1	SOURCE_PHARMACEUTICAL_PAGE;TEXT_BETWEEN_GRAPHICS;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f102r1	f102	eeo	OT	OTHER_A	0.166666666667	SOURCE_PHARMACEUTICAL_PAGE;TEXT_BETWEEN_GRAPHICS;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f102r1	f102	eeor	OT	OTHER_A	0.166666666667	SOURCE_PHARMACEUTICAL_PAGE;TEXT_BETWEEN_GRAPHICS;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f102r1	f102	eey	O	OTHER_A	0.166666666667	SOURCE_PHARMACEUTICAL_PAGE;TEXT_BETWEEN_GRAPHICS;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f102r1	f102	eol	OT	OTHER_A	0.166666666667	SOURCE_PHARMACEUTICAL_PAGE;TEXT_BETWEEN_GRAPHICS;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f102r1	f102	l	O	OTHER_A	0.166666666667	SOURCE_PHARMACEUTICAL_PAGE;TEXT_BETWEEN_GRAPHICS;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f102r1	f102	or	O	OTHER_A	0.166666666667	SOURCE_PHARMACEUTICAL_PAGE;TEXT_BETWEEN_GRAPHICS;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f102r2	f102	l	O	OTHER_A	1	SOURCE_PHARMACEUTICAL_PAGE;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f102v1	f102	eeol	O	OTHER_A	0.333333333333	SOURCE_PHARMACEUTICAL_PAGE;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f102v1	f102	l	O	OTHER_A	0.333333333333	SOURCE_PHARMACEUTICAL_PAGE;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f102v1	f102	or	O	OTHER_A	0.333333333333	SOURCE_PHARMACEUTICAL_PAGE;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f102v2	f102	eeey	O	OTHER_A	1	SOURCE_PHARMACEUTICAL_PAGE;TEXT_LABELS;TEXT_PARAGRAPHS	UNASSIGNED
f103r	f103	e	OT	STARS_RECIPE_B	0.125	TEXT_PARAGRAPHS	UNASSIGNED
f103r	f103	ee	OT	STARS_RECIPE_B	0.125	TEXT_PARAGRAPHS	UNASSIGNED
f103r	f103	eey	OT	STARS_RECIPE_B	0.125	TEXT_PARAGRAPHS	UNASSIGNED
f103r	f103	l	O	STARS_RECIPE_B	0.125	TEXT_PARAGRAPHS	UNASSIGNED
f103r	f103	ol	OT	STARS_RECIPE_B	0.125	TEXT_PARAGRAPHS	UNASSIGNED
f103r	f103	she	OT	STARS_RECIPE_B	0.125	TEXT_PARAGRAPHS	UNASSIGNED
f103r	f103	y	O	STARS_RECIPE_B	0.125	TEXT_PARAGRAPHS	UNASSIGNED
f103r	f103	y	OT	STARS_RECIPE_B	0.125	TEXT_PARAGRAPHS	UNASSIGNED
f103v	f103	a	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f103v	f103	e	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f103v	f103	ee	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f103v	f103	eeor	O	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f103v	f103	eey	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f103v	f103	l	O	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f103v	f103	she	O	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f103v	f103	shey	O	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f103v	f103	y	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f104r	f104	a	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f104r	f104	che	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f104r	f104	d	O	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f104r	f104	eed	O	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f104r	f104	eey	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f104r	f104	eo	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f104r	f104	l	O	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f104r	f104	she	O	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f104r	f104	y	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	a	OT	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	ch	OT	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	che	OT	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	ched	OT	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	chee	OT	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	cheo	OT	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	chey	O	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	chy	OT	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	d	O	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	e	OT	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	ee	OT	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	eed	OT	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	eeey	O	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	eeod	O	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	l	O	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	lchd	O	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f104v	f104	ol	OT	STARS_RECIPE_B	0.0588235294118	TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	a	OT	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	ch	OT	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	d	O	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	e	OT	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	ed	OT	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	ee	OT	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	eee	O	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	eeol	OT	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	ees	O	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	eey	O	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	eey	OT	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	eo	OT	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	eol	OT	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	es	O	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	l	O	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	ol	OT	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105r	f105	y	OT	STARS_RECIPE_B	0.0588235294118	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f105v	f105	chod	OT	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f105v	f105	chy	OT	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f105v	f105	d	O	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f105v	f105	ed	O	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f105v	f105	ee	O	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f105v	f105	ee	OT	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f105v	f105	eeo	O	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f105v	f105	eo	O	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f105v	f105	l	O	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f105v	f105	or	OT	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f106r	f106	che	O	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106r	f106	che	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106r	f106	chee	O	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106r	f106	cheo	O	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106r	f106	chor	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106r	f106	d	O	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106r	f106	e	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106r	f106	eey	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106r	f106	es	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106r	f106	l	O	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106r	f106	ol	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106r	f106	y	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106v	f106	a	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106v	f106	ch	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106v	f106	d	O	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106v	f106	e	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106v	f106	ee	O	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106v	f106	eey	O	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106v	f106	eey	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106v	f106	eo	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106v	f106	l	O	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106v	f106	or	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106v	f106	os	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f106v	f106	y	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f107r	f107	ar	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f107r	f107	cheey	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f107r	f107	chey	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f107r	f107	chy	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f107r	f107	d	O	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f107r	f107	ee	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f107r	f107	eed	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
