operation	domain_type	host_domain_cells	held_domains	hosts	mean_train_held_dot	direction_correct_cells	direction_accuracy	null_mean	null_sd	standardized_score	local_p	max12_p
wrapper:NONE>q	currier	32	2	16	0.033676813144	12	0.375000000000	0.000147675458	0.017160266413	1.953882118038	0.022580251434	0.242402050531
wrapper:NONE>q	hand	56	3	25	0.002596452599	21	0.375000000000	0.000296575754	0.011757968260	0.195601552406	0.421335286220	0.998901501282
wrapper:NONE>q	register	60	5	25	0.012648845182	31	0.516666666667	-0.000074368144	0.009119255896	1.395203015660	0.083974124252	0.653850848285
wrapper:NONE>q	section	57	5	23	0.009266240927	24	0.421052631579	-0.000022261551	0.011535544207	0.805207132953	0.217258635420	0.948492615648
wrapper:ch>s	currier	14	2	7	0.367805655426	10	0.714285714286	0.001082478266	0.130297845485	2.814499163781	0.001708775784	0.009764433053
wrapper:ch>s	hand	15	3	7	0.465607785235	13	0.866666666667	-0.000090326486	0.152504998978	3.053658010174	0.000244110826	0.002685219089
wrapper:ch>s	register	13	3	7	0.433853097042	11	0.846153846154	-0.002131251239	0.158233528414	2.755322166249	0.000976443305	0.014036372513
wrapper:ch>s	section	13	3	7	0.469403599761	11	0.846153846154	0.001364999310	0.164371763631	2.847439183672	0.000488221653	0.007933601855
wrapper:d>s	currier	14	2	7	0.088183397651	12	0.857142857143	-0.000095624093	0.036542579689	2.415785160650	0.005248382766	0.056633711705
wrapper:d>s	hand	19	3	8	0.131777956570	18	0.947368421053	0.000417670266	0.043242433987	3.037763469623	0.000122055413	0.003051385329
wrapper:d>s	register	19	4	8	0.155381961615	17	0.894736842105	-0.001227436598	0.054613411192	2.867599638869	0.000244110826	0.007445380203
wrapper:d>s	section	19	4	8	0.108877705393	15	0.789473684211	-0.000277834241	0.050122900476	2.177757843166	0.011595264250	0.128768460881
