null_symbols	language	seed	total_bits	bits_per_symbol	gap_vs_null_bits	key_bits	modeled_and_deletion_bits	deletion_bits	fixed_bits	decoder_hash	cpu_exact
q	middle_high_german	10101	1065480.4308116296	5.483009977211408	472097.13715481176	130.34611874241912	915555.4717883276	35774.0483435958	149794.61290455973	88230822f3bcda062302b52de774c5f583ed8d43fd9994430552e65c7881d222	True
y	middle_high_german	10101	1078153.0726788566	5.548223959360946	484769.7790220387	130.34611874241912	928228.1136555545	86176.19915410005	149794.61290455973	b30276e5f804ac3d5bc488598c87c51015b78d835e364531011a6ce7b9744f03	True
i	middle_high_german	10101	1069314.638762503	5.502740982907428	475931.34510568506	130.34611874241912	919389.6797392009	64661.53288900172	149794.61290455973	934da8a1206c0348f2a9dffb5d7cb4a965be54b2d308185c200ef00653a5201f	True
e	middle_high_german	10101	1001649.3272190687	5.154532261681875	408266.0335622508	130.34611874241912	851724.3681957666	94079.4844391947	149794.61290455973	4ad88484dffa299ca80bbc6e2f8859b020e4d683c5c6988ce2d1241a0336d37b	True
a	middle_high_german	10101	1114092.3167197988	5.733168917476991	520709.02306298097	130.34611874241912	964167.3576964968	75155.6543846659	149794.61290455973	a262d84f4f030e4d6594a51d32a2d06979afbd39beae00936bef91a7f46ea231	True
o	middle_high_german	10101	1065827.963225284	5.48479839456415	472444.669568466	130.34611874241912	915903.0042019818	109782.18039606926	149794.61290455973	66a086fc3ae9410d24e0c528a92eb167ef3a7f60c5a61fe8bf8d96185bed8903	True
qy	middle_high_german	10101	1133314.2198807793	5.832085691323662	539930.9262239614	129.1761937409768	983390.4307824785	121180.10512802063	149794.61290455973	0d560f1da7a340d6cef8db4406e4273b083dd48864b232a196ae4796ae9cd46f	True
dst	middle_high_german	10101	1082914.2763181825	5.572725326352805	489530.9826613646	129.35990569414918	932990.3035079285	156933.20376710585	149794.61290455973	0aabfa09fb1c1efee1ce342ec61d2ea5091e1595795e53b6344f50bf20e166c2	True
qdst	middle_high_german	10101	1109108.6530810022	5.70752276137277	515725.3594241843	127.06444981062302	959186.9757266317	191481.56920576125	149794.61290455973	399a1464a36e2ff112af3429035d0320714cdf0d3b2afa21df74ec46c8ed3a63	True
e	latin	10101	1058024.1291244535	5.444639515059661	464640.83546763565	130.34611874241912	908099.1701011513	94079.4844391947	149794.61290455973	5b0a98ef4034fe13b6f082583e22feeed0a5dd31c5c81325e67dab034060b776	True
e	middle_french	10101	1090803.9672023996	5.613326028706694	497420.67354558175	130.34611874241912	940879.0081790974	94079.4844391947	149794.61290455973	a169c5873b168fe99579c4513a9e283ac1dd6c7f18d1798c5bfb06746dbe57b3	True
e	old_italian_tuscan	10101	1007722.6842163383	5.185786028572582	414339.39055952046	130.34611874241912	857797.7251930363	94079.4844391947	149794.61290455973	de56aacca42203faa3525bcfd12733620e47aaf155e8ed663bc3cf0efe62e9f0	True
e	medieval_czech	10101	1051827.9187385896	5.412753539133559	458444.62508177175	130.34611874241912	901902.9597152874	94079.4844391947	149794.61290455973	f0199b14a7d42d03d6775bc8474c615ec929fbb35063f4dc0f367e50d4db9e12	True
e	old_hungarian	10101	995460.4776539438	5.1226841648686925	402077.18399712595	130.34611874241912	845535.5186306417	94079.4844391947	149794.61290455973	baf890063340b6f0b7d52dca088833ef16d9f9c2067984b99182260573a8386c	True
e	old_hungarian	10102	1039125.8953407183	5.3473883583125	445742.60168390046	130.34611874241912	889200.9363174163	94079.4844391947	149794.61290455973	bf702a32ab29159bfc046533ff2bb6c620c51da6eecffa7ca40c1122928fd709	True
e	old_hungarian	10103	984117.0824801626	5.064310545687422	390733.78882334474	130.34611874241912	834192.1234568605	94079.4844391947	149794.61290455973	031f3bb43dad0b395e96305439b1cdac5d77b8240ac1fdfce2c5f36582b1151b	True
