edition	axis	model	held_folio	gain_bits	counterexample
ZL3b	RAYS_8_VS_7	OPEN_WRAPPER7	f114	-3.823142607900	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	OPEN_WRAPPER7	f107	-1.193404273349	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	f114	-4.619988211532	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	f107	-1.723258008785	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	BODY_COMPILER12	f113	-3.594002503340	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	BODY_COMPILER12	f112	-3.439056081993	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	OPEN_BODY_COMPILER24	f114	-3.529685520919	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	OPEN_BODY_COMPILER24	f112	-2.213597473845	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	f112	-6.309562991805	WEAKEST_HELD_FOLIO
ZL3b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	f115	-6.088754889536	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	OPEN_WRAPPER7	f105	-5.652063328295	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	OPEN_WRAPPER7	f114	-2.358347914317	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	OPEN_COMPILER12	f105	-3.966600318542	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	OPEN_COMPILER12	f115	-1.160818400730	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	BODY_COMPILER12	f114	-6.298126031952	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	BODY_COMPILER12	f105	-4.639330117206	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	OPEN_BODY_COMPILER24	f105	-6.539530926382	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	OPEN_BODY_COMPILER24	f114	-5.579423551771	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	RAW_RECORD_CHAR3_HASH32	f105	-9.761364604701	WEAKEST_HELD_FOLIO
ZL3b	TAIL_2_VS_1	RAW_RECORD_CHAR3_HASH32	f112	-2.664918360633	WEAKEST_HELD_FOLIO
ZL3b	COLOR_RED_VS_YEL	OPEN_WRAPPER7	f107	-2.366428217627	WEAKEST_HELD_FOLIO
ZL3b	COLOR_RED_VS_YEL	OPEN_WRAPPER7	f114	-2.008814497015	WEAKEST_HELD_FOLIO
ZL3b	COLOR_RED_VS_YEL	OPEN_COMPILER12	f107	-2.809299807466	WEAKEST_HELD_FOLIO
ZL3b	COLOR_RED_VS_YEL	OPEN_COMPILER12	f115	-1.709121776521	WEAKEST_HELD_FOLIO
ZL3b	COLOR_RED_VS_YEL	BODY_COMPILER12	f114	-2.919415385926	WEAKEST_HELD_FOLIO
ZL3b	COLOR_RED_VS_YEL	BODY_COMPILER12	f115	-2.267537125654	WEAKEST_HELD_FOLIO
ZL3b	COLOR_RED_VS_YEL	OPEN_BODY_COMPILER24	f114	-4.213620540648	WEAKEST_HELD_FOLIO
ZL3b	COLOR_RED_VS_YEL	OPEN_BODY_COMPILER24	f113	-3.072275258362	WEAKEST_HELD_FOLIO
ZL3b	COLOR_RED_VS_YEL	RAW_RECORD_CHAR3_HASH32	f115	-7.428535036844	WEAKEST_HELD_FOLIO
