world_index	ROBUST_TWO_RULE	FULL_GDT318_ANCHOR	max_two_gain_bits_per_event
0	-0.009090964790	-0.019076062062	-0.009090964790
1	-0.005733328147	-0.014541819930	-0.005733328147
2	-0.006974971312	-0.016562948028	-0.006974971312
3	-0.008472806834	-0.020388387156	-0.008472806834
4	-0.004880127458	-0.014120168423	-0.004880127458
5	-0.006777491761	-0.015284350542	-0.006777491761
6	-0.004670376640	-0.013355977992	-0.004670376640
7	-0.005542959753	-0.013454115954	-0.005542959753
8	-0.003530324008	-0.016163257164	-0.003530324008
9	-0.003235566926	-0.011141126212	-0.003235566926
10	-0.006717077780	-0.017961059834	-0.006717077780
11	-0.000725850810	-0.010965132861	-0.000725850810
12	-0.010289633929	-0.018028784930	-0.010289633929
13	-0.006120211299	-0.013299761889	-0.006120211299
14	-0.006944616869	-0.012586564374	-0.006944616869
15	-0.005999966709	-0.013846627972	-0.005999966709
16	-0.006437083923	-0.016566204837	-0.006437083923
17	-0.007403594578	-0.017610804124	-0.007403594578
18	-0.003868561612	-0.012537109334	-0.003868561612
19	-0.009861561851	-0.021183537927	-0.009861561851
20	-0.009795753261	-0.017531216990	-0.009795753261
21	-0.006249543740	-0.013990657922	-0.006249543740
22	-0.005217408925	-0.013481573407	-0.005217408925
23	-0.006447555784	-0.014534653932	-0.006447555784
24	-0.005146338445	-0.018098707790	-0.005146338445
25	-0.004213971316	-0.014726275482	-0.004213971316
26	-0.008539957321	-0.018687114163	-0.008539957321
27	-0.005641614331	-0.013846271664	-0.005641614331
28	-0.005752629009	-0.019576211885	-0.005752629009
29	-0.006573489079	-0.017707310098	-0.006573489079
30	-0.003942765385	-0.012936079972	-0.003942765385
31	-0.007567505284	-0.017597260096	-0.007567505284
32	-0.006031191044	-0.012845614414	-0.006031191044
33	-0.001700836380	-0.007500447969	-0.001700836380
34	-0.005527123716	-0.016750429725	-0.005527123716
35	-0.007451464420	-0.015158879839	-0.007451464420
36	-0.006048262494	-0.012158504567	-0.006048262494
37	-0.007621847830	-0.017849025051	-0.007621847830
38	-0.008107435796	-0.015603604044	-0.008107435796
39	-0.004632838879	-0.012995955631	-0.004632838879
