event_id_sha256	triad_id	choice	s_target	split	physical_folio	page	locus	register	line_first	prev_dy
35cdea993f5ac6322026	6703cce72d236764cf39	d	0	TEST	f10	f10r	f10r.6	HERBAL_A	0	0
371a25ad654af55d6e79	6703cce72d236764cf39	ch	0	TEST	f10	f10r	f10r.6	HERBAL_A	0	0
33a83c5f252c38162e50	6703cce72d236764cf39	ch	0	TEST	f10	f10r	f10r.9	HERBAL_A	0	0
cd48afc63ed28c21157c	6703cce72d236764cf39	d	0	TEST	f10	f10r	f10r.9	HERBAL_A	0	0
2f6c306889c57229a9b9	6703cce72d236764cf39	ch	0	TEST	f106	f106r	f106r.44	STARS_RECIPE_B	0	0
d58b849129bc103c94df	6703cce72d236764cf39	d	0	TRAIN	f107	f107r	f107r.19	STARS_RECIPE_B	0	0
57bc8d8d4d63f43bebf2	6703cce72d236764cf39	d	0	TEST	f11	f11r	f11r.4	HERBAL_A	0	0
7bb803e67c28f7891a39	6703cce72d236764cf39	ch	0	TEST	f11	f11r	f11r.4	HERBAL_A	0	0
623a44b7b336cdc9f1ce	6703cce72d236764cf39	d	0	TEST	f11	f11r	f11r.7	HERBAL_A	0	0
bebd6d7f2aecadd5b6cc	6703cce72d236764cf39	ch	0	TRAIN	f111	f111v	f111v.19	STARS_RECIPE_B	0	0
7750983a7e6b05d07076	6703cce72d236764cf39	d	0	TRAIN	f112	f112r	f112r.13	STARS_RECIPE_B	0	0
9c76aa3f82878c525d15	6703cce72d236764cf39	ch	0	TEST	f114	f114v	f114v.21	STARS_RECIPE_B	0	0
a7ffbe121633e3ef8e7e	6703cce72d236764cf39	ch	0	TEST	f13	f13v	f13v.3	HERBAL_A	0	0
90e61310387955341454	6703cce72d236764cf39	ch	0	TRAIN	f14	f14r	f14r.13	HERBAL_A	0	0
9655f22dbdccade177a1	6703cce72d236764cf39	d	0	TRAIN	f14	f14v	f14v.1	HERBAL_A	0	0
7a09b05471d6cdaa1b82	6703cce72d236764cf39	s	1	TRAIN	f15	f15r	f15r.11	HERBAL_A	0	0
67eaada244522adcceb3	6703cce72d236764cf39	ch	0	TRAIN	f15	f15r	f15r.12	HERBAL_A	0	0
ccebcbef2d45c2eadb2d	6703cce72d236764cf39	d	0	TRAIN	f15	f15r	f15r.5	HERBAL_A	0	0
cf22db5f4696fb37a42b	6703cce72d236764cf39	d	0	TRAIN	f16	f16r	f16r.1	HERBAL_A	0	0
a39e7aa92809f0529b7c	6703cce72d236764cf39	s	1	TRAIN	f16	f16v	f16v.7	HERBAL_A	0	0
