path_id	locus	page	section	currier	hand	code	kind	grammar_scope	available_editions	edition_support	unique_path_count	observation_choice_bits	path_sha256	group_count	ivtff_groups_json	clean_fragments_json	separator_path_json	sta_alignment_present
f100r.1|P01	f100r.1	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	ZL3b,IT2a,RF1b	ZL3b,IT2a,RF1b	1	0.000000000000	133355a8664284ef438a95096b31a4263e498d78801056dd7a558aace9216a38	1	"[""chosaroshol""]"	"[[""chosaroshol""]]"	"[[""LINE_START"",""LINE_END""]]"	1
f100r.10|P01	f100r.10	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	ZL3b,IT2a,RF1b	ZL3b,IT2a,RF1b	1	0.000000000000	eaa78d682984b2cf72a00ef7de2c81513de4c6229f813891a2aafe575bdea596	1	"[""dakocth""]"	"[[""dakocth""]]"	"[[""LINE_START"",""LINE_END""]]"	1
f100r.11|P01	f100r.11	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	ZL3b,IT2a,RF1b	ZL3b	3	1.584962500721	bf32679da1701debe27f695fc01f4e79fd6c0aa77e6a09a260b2340c7d94abe9	1	"[""sofam""]"	"[[""sofam""]]"	"[[""LINE_START"",""LINE_END""]]"	1
f100r.11|P02	f100r.11	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	ZL3b,IT2a,RF1b	IT2a	3	1.584962500721	5b6831e3676be152a81d68664a4e597827d442ce50728ff750f06b83e96c917d	1	"[""sofal""]"	"[[""sofal""]]"	"[[""LINE_START"",""LINE_END""]]"	1
f100r.11|P03	f100r.11	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	ZL3b,IT2a,RF1b	RF1b	3	1.584962500721	b1099fc9f32c5e951f6746cd0ded7736961c428adbd041a62bc540315e3d5ebe	1	"[""sofag""]"	"[[""sofag""]]"	"[[""LINE_START"",""LINE_END""]]"	1
f100r.12|P01	f100r.12	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	ZL3b,IT2a,RF1b	ZL3b	3	1.584962500721	d79cb25b50bb901fc52ff5136c54ab81c9fdcd2491550c737c3a4cace1cb1a4f	10	"[""pcheol"",""sheod"",""qocpheeckhy"",""shodol"",""{c@132;h}da"",""@168;oto"",""cho[?:ch]os"",""sheey"",""ch{cthh'}o"",""s""]"	"[[""pcheol""],[""sheod""],[""qocpheeckhy""],[""shodol""],[""da""],[""oto""],[""choos""],[""sheey""],[""cho""],[""s""]]"	"[[""LINE_START"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""UNCERTAIN_SMALL_SPACE""],[""UNCERTAIN_SMALL_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""LINE_END""]]"	0
f100r.12|P02	f100r.12	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	ZL3b,IT2a,RF1b	IT2a	3	1.584962500721	6cef0e446e2489afe47bcaec7c1f14db5cbae7249c8065278c888f44512e8dc1	10	"[""pcheol"",""sheod"",""qocpheeckhy"",""shodol"",""cthdaoto"",""ch"",""qeos"",""sheey"",""chcthso"",""s""]"	"[[""pcheol""],[""sheod""],[""qocpheeckhy""],[""shodol""],[""cthdaoto""],[""ch""],[""qeos""],[""sheey""],[""chcthso""],[""s""]]"	"[[""LINE_START"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""LINE_END""]]"	0
f100r.12|P03	f100r.12	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	ZL3b,IT2a,RF1b	RF1b	3	1.584962500721	0d312971f77d8dff839cef0b4285a8fa1eb314eb5baa089f1a1a3f9d05a64447	9	"[""pcheol"",""sheod"",""qocpheeckhy"",""shodol"",""{c@132;h}da@168;oto"",""chqeos"",""sheey"",""ch{cthh'}o"",""s""]"	"[[""pcheol""],[""sheod""],[""qocpheeckhy""],[""shodol""],[""da"",""oto""],[""chqeos""],[""sheey""],[""cho""],[""s""]]"	"[[""LINE_START"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""LINE_END""]]"	0
f100r.13|P01	f100r.13	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	ZL3b,IT2a,RF1b	ZL3b	3	1.584962500721	ee628f433978165b9c534b29dae5d3c8bd2bc530bb3bd891d391b46a972e201d	8	"[""dsheor"",""cthey"",""qokeey"",""oteey"",""ykeeodain"",""[r:s]orarydaiin"",""daiin"",""deeomchol""]"	"[[""dsheor""],[""cthey""],[""qokeey""],[""oteey""],[""ykeeodain""],[""rorarydaiin""],[""daiin""],[""deeomchol""]]"	"[[""LINE_START"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""LINE_END""]]"	0
f100r.13|P02	f100r.13	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	ZL3b,IT2a,RF1b	IT2a	3	1.584962500721	f4bb64d3a51c0f962e327b96d9b698de877e2d4116ab30139c81d30d72be5987	9	"[""dsheor"",""cthey"",""qokeey"",""oteey"",""ykeeodain"",""sorary"",""daiin"",""daiin"",""deeamshol""]"	"[[""dsheor""],[""cthey""],[""qokeey""],[""oteey""],[""ykeeodain""],[""sorary""],[""daiin""],[""daiin""],[""deeamshol""]]"	"[[""LINE_START"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""DEFINITE_SPACE""],[""DEFINITE_SPACE"",""LINE_END""]]"	0
