held_folio	language_id	panel	train_groups	train_source_members	held_groups	held_source_members	training_phonotactic_bits	mapping_key_bits	held_phonotactic_bits	held_bits_per_member	held_bits_per_member_plus_full_key	random_map_median_bps	random_map_q05_bps	random_map_q95_bps	beats_random_median	best_restart	coordinate_sweeps	coordinate_proposals	retained_mapping_hash	retained_score_exact	global_optimum_claimed
f103	GEORGIAN	KARTVELIAN_TARGET	4251	18077	420	1717	92756.182543788	180.000000000	8700.962171236	5.067537665	5.172371678	6.386556179	6.172735720	6.544245922	1	0	6	6912	e70eb4b204cecc2e39c1d85218d9bb685dda2ff7f4c4431a583b75e11c506e1c	1	0
f103	MINGRELIAN	KARTVELIAN_TARGET	4251	18077	420	1717	91201.529932029	174.887315825	8571.445532059	4.992105726	5.093962055	6.167771403	5.997236371	6.343676619	1	1	6	6264	870b6e6a65cfb083f00b1d7991b82f08eab2af8f388d12819e1e932d6ae4b826	1	0
f103	LAZ	KARTVELIAN_TARGET	4251	18077	420	1717	94030.199592551	180.000000000	8731.134897037	5.085110598	5.189944611	6.367235965	6.187157667	6.501225353	1	1	5	5760	a79b2d9c332784d85a59f21bea6220e8edb7c312fe377d7ea0af7c017d2e28e1	1	0
f103	SVAN	KARTVELIAN_TARGET	4251	18077	420	1717	94908.159077343	181.598188297	8871.776185918	5.167021657	5.272786473	6.454344265	6.218305475	6.636490503	1	0	9	10692	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9	1	0
f103	ARMENIAN	UNRELATED_CONTROL	4251	18077	420	1717	89787.658908974	178.351067174	8328.863434513	4.850823200	4.954696856	6.369444799	6.212193492	6.527615799	1	0	3	3348	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0	1	0
f103	CHECHEN	UNRELATED_CONTROL	4251	18077	420	1717	86429.342355737	178.351067174	8216.340547595	4.785288612	4.889162268	6.337855798	6.149434885	6.509776064	1	0	4	4464	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254	1	0
f103	AVAR	UNRELATED_CONTROL	4251	18077	420	1717	95177.483171153	184.654188610	8929.135655707	5.200428454	5.307973118	6.522021533	6.379154311	6.663528697	1	2	6	7560	efdc61152202d4fa31dccecfd1b51f505bc9934e8d1fd66a0a1ea36455b5d71e	1	0
f103	BASQUE	UNRELATED_CONTROL	4251	18077	420	1717	77737.093223574	150.117300052	7190.112712692	4.187602046	4.275032040	5.425490547	5.203499625	5.686148214	1	1	4	2592	b3855b47a70b58d90db988e253401208624f027282d99feafc9f88734ce1dad1	1	0
f103	TURKISH	UNRELATED_CONTROL	4251	18077	420	1717	84133.581213806	165.058650026	7854.404240287	4.574492860	4.670624863	6.005157233	5.729660279	6.213970336	1	0	5	4320	2a48a58cea24f751d3e24b0346d4ab4dba8523ce017d74692940bcf5cadc65e9	1	0
f103	GREEK	UNRELATED_CONTROL	4251	18077	420	1717	83900.165310314	167.178822832	7758.232992996	4.518481650	4.615848466	5.993955086	5.784894328	6.157795259	1	1	7	6300	f1230c8c8514eb5af0a1aa559117af9ac8f0f1492ce7578c940b1da3a550347f	1	0
f103	ARABIC_QURANIC	UNRELATED_CONTROL	4251	18077	420	1717	79756.080846858	162.848230418	7700.695289068	4.484971048	4.579815678	5.779225043	5.587966390	5.962114417	1	0	8	6624	a4be2716d13171f588f245530ab68381aa34282d7753a20974a1075371c0205a	1	0
f103	FINNISH	UNRELATED_CONTROL	4251	18077	420	1717	75871.283392547	152.925390484	7184.308026443	4.184221332	4.273286789	5.491212883	5.309512739	5.664407599	1	2	5	3420	8da6fef5b5b610a49320cdcc31e0f3e6f0d9af8a24fd1ca49d7eb02a977cfd91	1	0
f104	GEORGIAN	KARTVELIAN_TARGET	4272	18090	399	1704	92789.993623632	180.000000000	8743.372269263	5.131087012	5.236720815	6.328737459	6.166872836	6.512044214	1	2	6	6912	c936f858b4e608dcee5ba5ede428b95adaeb4ff26376495df8b0bf7578dfa3ca	1	0
f104	MINGRELIAN	KARTVELIAN_TARGET	4272	18090	399	1704	87805.006114486	174.887315825	8144.195181863	4.779457266	4.882090668	6.121557758	5.976013591	6.309457232	1	0	5	5220	9b14ddeadd9017bb56b13a915a7c286d5abc93794c9e9cf4cf02bce0cd0fa83a	1	0
f104	LAZ	KARTVELIAN_TARGET	4272	18090	399	1704	94979.813282512	180.000000000	9022.470823115	5.294877244	5.400511046	6.294756623	6.141144945	6.429540013	1	1	3	3456	a4894e1b1c65feee3f64cbf4b68d2e73970244222649c661f9ac9a53c688d3c9	1	0
f104	SVAN	KARTVELIAN_TARGET	4272	18090	399	1704	93862.481339232	181.598188297	8910.681039251	5.229272910	5.335844617	6.401542465	6.204892237	6.575742197	1	2	8	9504	ebe09a2d18c04434e0ef5b5594fd48623246f40551b1b27b159de610b3b86354	1	0
f104	ARMENIAN	UNRELATED_CONTROL	4272	18090	399	1704	91768.144556781	178.351067174	8607.229558917	5.051191056	5.155857175	6.333083005	6.132517032	6.487062920	1	0	4	4464	ca32fcaf0f227cd4deba50b2fef7b1c5ab284c66cbf1f70b27ac55ea4aaa92c3	1	0
f104	CHECHEN	UNRELATED_CONTROL	4272	18090	399	1704	86569.953476227	178.351067174	8075.905846610	4.739381365	4.844047485	6.248608683	6.096187268	6.422719422	1	0	4	4464	c71549e105b014969e05b13419e88233cf1937c71e4a9af959bd45dfb1af6c12	1	0
f104	AVAR	UNRELATED_CONTROL	4272	18090	399	1704	98287.197331860	184.654188610	9312.958564245	5.465351270	5.573716404	6.440119046	6.285303093	6.608934249	1	1	3	3780	a698960635e6dfc85a26cd21b672196f0cd9344fd400cd0ed4d7fec0103258af	1	0
f104	BASQUE	UNRELATED_CONTROL	4272	18090	399	1704	76052.998408243	150.117300052	7047.194807432	4.135677704	4.223774711	5.353571470	5.157064632	5.579687192	1	1	4	2592	6a067ebd1c57e91e6364e28d831e3e8fbb63bd21a7af8fbbbe6a7a4257148984	1	0
f104	TURKISH	UNRELATED_CONTROL	4272	18090	399	1704	83169.265692150	165.058650026	7792.411558239	4.573011478	4.669876883	5.948617265	5.671899522	6.111678163	1	2	5	4320	e4be6143f3802e26a31940036d2199829854bfce26fac06e00b7d743b6cbe7b4	1	0
f104	GREEK	UNRELATED_CONTROL	4272	18090	399	1704	87577.122952764	167.178822832	8311.826261323	4.877832313	4.975941951	5.959623179	5.746231441	6.144506776	1	2	5	4500	ae4d267d57e4cef3ae6e70418d5d40d69a22656fc664c80566ce46bb9ede32eb	1	0
f104	ARABIC_QURANIC	UNRELATED_CONTROL	4272	18090	399	1704	79752.923510400	162.848230418	7552.643565112	4.432302562	4.527870772	5.747140523	5.593087156	5.933535313	1	1	4	3312	7b69b155276977cdb8b057963dd2f5b89604b1a2451025731424a47585ff63ee	1	0
f104	FINNISH	UNRELATED_CONTROL	4272	18090	399	1704	78354.371542453	152.925390484	7455.956392054	4.375561263	4.465306210	5.454021367	5.262895681	5.615548150	1	0	4	2736	3d8433d8b912d7e72386ce5a38df605974a593a6e865877db4a3b37381bac1cf	1	0
f105	GEORGIAN	KARTVELIAN_TARGET	4311	18359	360	1435	90586.563856901	180.000000000	7502.750478501	5.228397546	5.353833086	6.422576690	6.208184218	6.583292520	1	2	5	5760	395be16593d6d7f66c80c007043e3206164af8f86fe66694d2b7662bb13445c1	1	0
f105	MINGRELIAN	KARTVELIAN_TARGET	4311	18359	360	1435	92586.092454353	174.887315825	7481.974454053	5.213919480	5.335792174	6.205234925	6.064563877	6.411405433	1	1	4	4176	f05df7c606480796dfd7a6f2da63f1d520803c67ddbfbc2a3f2f7e72cbcb38f3	1	0
f105	LAZ	KARTVELIAN_TARGET	4311	18359	360	1435	95723.218844868	180.000000000	7624.447274798	5.313203676	5.438639216	6.376300580	6.213999377	6.551685243	1	1	7	8064	0d8ad094e96593ec642f34cdf5e3044b2b5165a3c5ff38cdba6c056ad9a3eca8	1	0
f105	SVAN	KARTVELIAN_TARGET	4311	18359	360	1435	94220.919539193	181.598188297	7364.073975056	5.131758868	5.258308128	6.501151241	6.241790025	6.656995417	1	2	4	4752	2bf14453a40f35be58e78a7b439fdbfd811091a43ab075a845a60d966c2fbb2d	1	0
f105	ARMENIAN	UNRELATED_CONTROL	4311	18359	360	1435	93431.036856326	178.351067174	7401.087845807	5.157552506	5.281838964	6.388374031	6.181379053	6.571392557	1	1	4	4464	b21d0142c9ee099c12aa1309465dc3c943c45390fa18c81ab37695d777061d34	1	0
f105	CHECHEN	UNRELATED_CONTROL	4311	18359	360	1435	87459.000403660	178.351067174	7189.748050571	5.010277387	5.134563845	6.355519465	6.184699332	6.555124067	1	2	4	4464	da42ae69fd091843345c2b98a28825464a22b7670ce62edf61d8369eef587e99	1	0
f105	AVAR	UNRELATED_CONTROL	4311	18359	360	1435	95724.703071715	184.654188610	7835.533409779	5.460302028	5.588980905	6.535312857	6.363715091	6.690225606	1	1	5	6300	ef6c5e62beb04a197fa39fc863149b706eba76828423403c9a0c88e3c48d5d84	1	0
f105	BASQUE	UNRELATED_CONTROL	4311	18359	360	1435	74003.226661862	150.117300052	6303.674587484	4.392804591	4.497415950	5.470328883	5.247462464	5.685624954	1	1	5	3240	18059efd6cd33d7b463f9d524dd35027a686e1e73da6d943a2f8e95e2a5d6fa1	1	0
f105	TURKISH	UNRELATED_CONTROL	4311	18359	360	1435	84102.095854879	165.058650026	6863.642324680	4.783026010	4.898049460	6.014400309	5.759330695	6.214350622	1	2	5	4320	679292ad5a4bfc294e02a19631a46170a45ac0f538eb553f5a5e2db9ca4507f7	1	0
f105	GREEK	UNRELATED_CONTROL	4311	18359	360	1435	85941.879305667	167.178822832	7244.808945311	5.048647349	5.165148270	6.016731692	5.839607887	6.221696275	1	2	7	6300	ab0889f05376b16ca73185d3f132b27b1aafc6b79ba23145f832b078cfb6fbf3	1	0
f105	ARABIC_QURANIC	UNRELATED_CONTROL	4311	18359	360	1435	80749.978411541	162.848230418	6405.392415066	4.463688094	4.577171182	5.833732433	5.667192159	6.027603862	1	1	4	3312	79cefe947496825f353ba615374b51dcb943b95ae3337749dd377fbb40f3c599	1	0
f105	FINNISH	UNRELATED_CONTROL	4311	18359	360	1435	75431.140056314	152.925390484	6157.712086042	4.291088562	4.397656778	5.504991628	5.320089749	5.693149498	1	1	3	2052	18271e0701c4dacbef4cefd844ceb2ef55a116e149f44b8b886c2ddfa58a8157	1	0
f106	GEORGIAN	KARTVELIAN_TARGET	4322	18316	349	1478	92056.019934044	180.000000000	7497.058149430	5.072434472	5.194220669	6.315187830	6.164295281	6.479633396	1	2	5	5760	97764151bd2131cec4b20d494d9077428dcdf42464e1b8b918e7d8b4d3a768b8	1	0
f106	MINGRELIAN	KARTVELIAN_TARGET	4322	18316	349	1478	92575.343770189	174.887315825	7635.918339116	5.166385886	5.284712892	6.130915765	6.001740287	6.281001168	1	2	4	4176	196c7acab4572f06fd07c45852efc9f498cf12ae20288cfea28c2ebf92390609	1	0
f106	LAZ	KARTVELIAN_TARGET	4322	18316	349	1478	95580.835842911	180.000000000	7764.188641416	5.253172288	5.374958485	6.319827586	6.183218106	6.450882164	1	1	3	3456	e65b605ea00744e1744d7a15c84492fd2724c9291f29828c499d39da0251d9a6	1	0
f106	SVAN	KARTVELIAN_TARGET	4322	18316	349	1478	95089.423266702	181.598188297	7683.587108687	5.198638098	5.321505614	6.391742466	6.231742769	6.561990067	1	1	5	5940	846170ec4ec04af8ed0a161f10150342978284ce0b9eec32a80d996e89191cf4	1	0
f106	ARMENIAN	UNRELATED_CONTROL	4322	18316	349	1478	95694.065929360	178.351067174	7899.459646719	5.344695295	5.465365842	6.325468519	6.114878270	6.473600648	1	0	6	6696	a78b9c226d09d06f7d592bf67e6b6cf117134c319cf67e23ca4c9a0aad16f013	1	0
f106	CHECHEN	UNRELATED_CONTROL	4322	18316	349	1478	87557.660524565	178.351067174	7085.909236178	4.794255234	4.914925780	6.283301647	6.137661660	6.430114683	1	2	5	5580	545ddd9dfde12cc6d4c4940abc6a6dbf8d79511e21dd74893b1367790f7271f9	1	0
