variant	dropped_host	retained_hosts	trio_similarity	selected_within_variant	frequency_matched_maxT_p	null_mean_max_trio	null_draws	circular_right_family_variant
FULL_NO_RIGHT	d	ok;yk;yt	0.59199638876	1	0.0242595148097	0.264963105061	50000	1
FULL_NO_RIGHT	ok	d;yk;yt	0.251628496797	0				1
FULL_NO_RIGHT	yt	d;ok;yk	0.189601504441	0				1
FULL_NO_RIGHT	yk	d;ok;yt	0.181616357734	0				1
WRAPPER_FRAME_POSITION	d	ok;yk;yt	0.588874746777	1	0.0483990320194	0.311979081754	50000	0
WRAPPER_FRAME_POSITION	ok	d;yk;yt	0.250941022061	0				0
WRAPPER_FRAME_POSITION	yt	d;ok;yk	0.188503780675	0				0
WRAPPER_FRAME_POSITION	yk	d;ok;yt	0.180152320112	0				0
WRAPPER_ONLY	d	ok;yk;yt	0.768805301748	1	0.148257034859	0.621493355087	50000	0
WRAPPER_ONLY	ok	d;yk;yt	0.618830942539	0				0
WRAPPER_ONLY	yt	d;ok;yk	0.541453892312	0				0
WRAPPER_ONLY	yk	d;ok;yt	0.528568376894	0				0
POSITION_ONLY	yt	d;ok;yk	0.860858310057	1	0.207495850083	0.828497442653	50000	0
POSITION_ONLY	yk	d;ok;yt	0.847964608236	0				0
POSITION_ONLY	d	ok;yk;yt	0.816810395562	0				0
POSITION_ONLY	ok	d;yk;yt	0.79850251693	0				0
WITH_RIGHT_CIRCULAR	d	ok;yk;yt	0.370963850846	1	0.0313393732125	0.148614099382	50000	1
WITH_RIGHT_CIRCULAR	ok	d;yk;yt	0.13300752621	0				1
WITH_RIGHT_CIRCULAR	yk	d;ok;yt	0.127859994664	0				1
WITH_RIGHT_CIRCULAR	yt	d;ok;yk	0.117519356377	0				1
