counterexample_type	item	evidence	impact
NONPOSITIVE_CONTEXT_TRANSFER	WINDOW_PM2:HELD_FOLIO	gain=-8777.143612; positive_folds=0/92	Exact host identity does not improve this held unordered-context endpoint.
NONPOSITIVE_CONTEXT_TRANSFER	WINDOW_PM2:HELD_SECTION	gain=-8678.251716; positive_folds=0/6	Exact host identity does not improve this held unordered-context endpoint.
NONPOSITIVE_CONTEXT_TRANSFER	WINDOW_PM2:HELD_HAND	gain=-8529.861066; positive_folds=0/5	Exact host identity does not improve this held unordered-context endpoint.
NONPOSITIVE_CONTEXT_TRANSFER	WHOLE_LINE:HELD_FOLIO	gain=-7572.887009; positive_folds=0/92	Exact host identity does not improve this held unordered-context endpoint.
NONPOSITIVE_CONTEXT_TRANSFER	WHOLE_LINE:HELD_SECTION	gain=-7253.286815; positive_folds=0/6	Exact host identity does not improve this held unordered-context endpoint.
NONPOSITIVE_CONTEXT_TRANSFER	WHOLE_LINE:HELD_HAND	gain=-7117.835062; positive_folds=0/5	Exact host identity does not improve this held unordered-context endpoint.
NONPOSITIVE_CONTEXT_TRANSFER	PARAGRAPH_BAG:HELD_FOLIO	gain=-2912.618285; positive_folds=0/91	Exact host identity does not improve this held unordered-context endpoint.
NONPOSITIVE_CONTEXT_TRANSFER	PARAGRAPH_BAG:HELD_SECTION	gain=-2645.328474; positive_folds=0/6	Exact host identity does not improve this held unordered-context endpoint.
NONPOSITIVE_CONTEXT_TRANSFER	PARAGRAPH_BAG:HELD_HAND	gain=-2546.793112; positive_folds=0/5	Exact host identity does not improve this held unordered-context endpoint.
NEIGHBOR_NOT_MAXT_STABLE	HELD_SECTION	MRR=0.127961; null=0.107149; max3_p=0.132683	Nearest-context relation does not satisfy the frozen split-stability gate.
NEIGHBOR_NOT_MAXT_STABLE	HELD_HAND	MRR=0.116716; null=0.103257; max3_p=0.350244	Nearest-context relation does not satisfy the frozen split-stability gate.
