held_folio	held_lines	held_states	unigram_bits	markov_bits	markov_gain_vs_unigram	shuffled_markov_bits_mean	true_order_gain_vs_shuffle
f1	15	57	171.242165170656	169.347627481938	1.894537688717	172.095093421084	2.747465939145
f10	15	86	257.885967418925	253.464129216216	4.421838202709	257.491708638078	4.027579421862
f100	9	53	170.752658800255	163.762853728090	6.989805072165	169.337143737894	5.574290009804
f101	1	1	2.975286999145	2.800963592454	0.174323406691	2.800963592454	0.000000000000
f102	26	143	408.299445933184	391.336212294070	16.963233639114	408.657716771391	17.321504477321
f103	54	358	1073.693483940343	1034.131642638652	39.561841301690	1088.713868147178	54.582225508526
f104	57	402	1273.276054776154	1249.901503495947	23.374551280207	1303.476784830976	53.575281335029
f105	45	362	1093.455959442149	1061.441535553666	32.014423888482	1102.420655679350	40.979120125684
f106	62	412	1270.944930988006	1240.483660330593	30.461270657413	1292.077364895124	51.593704564531
f107	66	474	1491.395374629822	1441.289384579780	50.105990050043	1512.854652623681	71.565268043901
f108	63	491	1555.748765079488	1488.324382204829	67.424382874659	1574.644685378164	86.320303173335
f11	9	41	119.703524468990	121.770026347531	-2.066501878541	119.287980659959	-2.482045687573
f111	67	545	1676.106881579956	1601.681475895765	74.425405684191	1692.896356370910	91.214880475145
f112	58	408	1223.762712265405	1204.700219029798	19.062493235607	1250.535096973760	45.834877943962
f113	63	454	1410.796805959562	1371.810095985632	38.986709973929	1436.327581722793	64.517485737161
f114	54	410	1368.731259706678	1360.916356936202	7.814902770475	1395.412390790032	34.496033853830
f115	51	372	1155.170463025558	1105.774224683445	49.396238342113	1171.221028225209	65.446803541764
f116	22	167	513.292508337426	493.767754246310	19.524754091116	517.412705975820	23.644951729510
f13	12	60	184.996343627433	182.155642268340	2.840701359093	183.641099008915	1.485456740575
f14	13	64	189.199585733373	188.646691152152	0.552894581221	188.529857503970	-0.116833648182
f15	24	114	324.289653803995	307.615824818077	16.673828985917	320.247030256473	12.631205438396
f16	19	85	257.176157443588	243.611234174411	13.564923269177	257.209271102956	13.598036928545
f17	23	111	329.799339929723	309.752064920888	20.047275008835	325.319900253912	15.567835333024
f18	14	78	241.561813394160	236.226977652012	5.334835742147	244.835247264995	8.608269612982
f19	16	86	260.219852194413	264.416531208946	-4.196679014533	264.341698573644	-0.074832635301
f2	17	106	301.760905712711	295.611423167212	6.149482545499	301.588653138039	5.977229970827
f20	18	109	318.979416818065	323.050917492792	-4.071500674727	322.020968258757	-1.029949234036
f21	17	91	272.840448191686	262.926669239152	9.913778952534	267.372128878067	4.445459638915
f22	22	112	331.389358786463	325.130710862990	6.258647923473	325.747983835631	0.617272972641
f23	12	68	214.616593545578	210.549550633639	4.067042911939	214.698433175170	4.148882541532
f24	18	80	245.117282850733	242.039340740968	3.077942109765	244.469331795429	2.429991054460
f25	8	41	125.560796405649	122.465736336438	3.095060069212	127.338451111469	4.872714775032
f26	9	66	192.634049780293	184.915026227994	7.719023552298	197.196381638366	12.281355410372
f27	12	52	151.654398950163	147.224561208405	4.429837741758	155.863199654104	8.638638445699
f28	14	83	263.832342243941	262.076996750693	1.755345493249	260.798555682145	-1.278441068547
f29	14	70	201.043313993797	200.477549503310	0.565764490486	205.828837669651	5.351288166341
f3	27	137	392.269633452867	379.213847980708	13.055785472158	389.109109999185	9.895262018476
f30	17	88	256.564010473126	257.379213332561	-0.815202859435	260.178027423178	2.798814090617
f31	12	47	140.144837938135	137.275687940438	2.869149997697	141.090915824506	3.815227884068
f32	20	81	253.505684291214	247.843363772535	5.662320518679	247.026310018013	-0.817053754522
f33	11	74	218.677519513724	212.722659969297	5.954859544427	218.519246745756	5.796586776459
f34	13	117	343.611310145785	342.585813780425	1.025496365360	354.736452231250	12.150638450825
f35	28	105	311.937010088832	298.271879618227	13.665130470605	308.318964223566	10.047084605339
f36	18	75	232.304074465021	225.617418137470	6.686656327550	232.747677060891	7.130258923421
f37	24	81	255.956551644941	245.340487235767	10.616064409175	245.402161057599	0.061673821833
f38	9	52	146.424003218273	147.102014792373	-0.678011574099	145.007618684772	-2.094396107600
f39	17	118	360.607392495944	350.446969144371	10.160423351573	367.192513417569	16.745544273198
