substitution_id	template_id	field_group_count	changed_position_1based	host_a	host_b	cross_folio_pair_support	left_host_sequence	right_host_sequence	left_page	left_star_ordinal	left_locus	left_field_index	right_page	right_star_ordinal	right_locus	right_field_index	compiler_skeleton	skeleton_stable_all_readings	claim_state
8d8730ce50011e97	5d4ffcae6297a567	2	1	polor	yshor	2	yshor|ee	polor|ee	f104v	6	f104v.21	1	f112v	8	f112v.30	1	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""sh"",""NONE"",""NONE"",0,1,0]]"	1	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
1aac06bc082c9307	7abaa4c45a7be0b7	2	1	ed	eeor	1	eeor|yteeo	ed|yteeo	f104r	1	f104r.3	4	f106r	1	f106r.1	4	"[[""q"",""OT"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	1	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
ee41d8bc30dac4c3	34fd8acb541c6797	2	1	eky	ky	1	ky|lke	eky|lke	f112v	10	f112v.36	2	f113r	15	f113r.44	1	"[[""che"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	1	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
eaca7aea28bc4843	3cb19cfefedd3549	2	1	ok	okeed	1	ok|e	okeed|e	f104v	2	f104v.6	2	f114r	5	f114r.17	1	"[[""q"",""NONE"",""ain"",0,0,0],[""che"",""NONE"",""NONE"",0,1,0]]"	1	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
734891c6bd1aa36a	99a9def5f4a5d849	2	1	ok	ot	1	ot|ee	ok|ee	f104v	3	f104v.10	3	f113r	16	f113r.50	4	"[[""NONE"",""NONE"",""aiin"",0,0,0],[""NONE"",""OT"",""NONE"",0,1,0]]"	1	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
4a088fb2e2738bcc	8730f9349ee0259c	2	1	okaiir	pchdoiin	1	pchdoiin|opchee	okaiir|opchee	f104v	1	f104v.1	1	f105r	10	f105r.35	2	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	0	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
c8c463caad47ecf7	2d85fdf9ef13640c	2	1	okeol	polchor	1	okeol|o	polchor|o	f107v	9	f107v.29	2	f113r	5	f113r.13	1	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""che"",""NONE"",""NONE"",0,1,0]]"	1	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
ae51cb5a67ff0ebc	2d85fdf9ef13640c	2	1	okeol	ycheol	1	ycheol|o	okeol|o	f104v	4	f104v.13	1	f107v	9	f107v.29	2	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""che"",""NONE"",""NONE"",0,1,0]]"	1	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
3a62aae98ea7607d	19a1cc0724bd5118	2	1	okol	oky	1	okol|e	oky|e	f114v	7	f114v.20	2	f115v	11	f115v.34	2	"[[""q"",""NONE"",""NONE"",0,0,0],[""sh"",""NONE"",""NONE"",0,1,0]]"	1	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
6044254790422f57	2d85fdf9ef13640c	2	1	pcheo	y	1	y|eo	pcheo|eo	f104r	2	f104r.6	1	f115v	8	f115v.24	1	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""che"",""NONE"",""NONE"",0,1,0]]"	0	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
64b52b4548134ddb	2d85fdf9ef13640c	2	1	polchor	ycheol	1	ycheol|o	polchor|o	f104v	4	f104v.13	1	f113r	5	f113r.13	1	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""che"",""NONE"",""NONE"",0,1,0]]"	1	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
3f6f976db892a44b	8730f9349ee0259c	2	1	y	yochor	1	y|lshe	yochor|lshe	f104r	12	f104r.42	1	f106r	6	f106r.17	1	"[[""NONE"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	1	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
953778b9721ff217	1e48f7c38c5f8860	2	2	?eechee	oeeeo	1	o|oeeeo	o|?eechee	f112v	1	f112v.4	2	f114v	12	f114v.39	1	"[[""q"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	0	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
eb45d98bd63aa9e9	34fd8acb541c6797	2	2	ckh	lkee	1	o|lkee	o|ckh	f106r	7	f106r.21	3	f115r	2	f115r.6	1	"[[""che"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	0	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
817fa627b65cac89	78a2e7eb102cca57	2	2	kee	pcho	1	l|kee	l|pcho	f112v	5	f112v.21	2	f115r	6	f115r.19	4	"[[""ch"",""O"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	1	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
863406ded23b303d	34fd8acb541c6797	2	2	lche	lke	1	eky|lche	eky|lke	f106r	2	f106r.4	5	f113r	15	f113r.44	1	"[[""che"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	0	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
ff00730e1a65b733	8ec313de609c0aff	2	2	lkeche	o	1	ok|o	ok|lkeche	f104r	5	f104r.17	5	f115v	3	f115v.8	3	"[[""NONE"",""NONE"",""ar"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	0	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
2998f1a5c618a1e4	8ec313de609c0aff	2	2	lkeche	otolkeech	1	ok|otolkeech	ok|lkeche	f104r	4	f104r.15	2	f115v	3	f115v.8	3	"[[""NONE"",""NONE"",""ar"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	0	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
e66ca85ed2ac61ff	747e9abc47b19413	2	2	octh	oke	1	aiin|oke	aiin|octh	f105r	5	f105r.17	5	f114r	4	f114r.13	2	"[[""d"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	0	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
45a9c66354da487b	747e9abc47b19413	2	2	octh	ytee	1	aiin|ytee	aiin|octh	f105r	1	f105r.5	1	f114r	4	f114r.13	2	"[[""d"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	1	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
736426b3f0fe47ba	747e9abc47b19413	2	2	okee	olte	1	ar|okee	ar|olte	f113r	1	f113r.2	1	f115r	5	f115r.16	3	"[[""d"",""NONE"",""NONE"",0,0,0],[""NONE"",""NONE"",""NONE"",0,1,0]]"	1	CONTRASTIVE_FORMAL_SLOT_NO_MEANING
