model	group	effect	folds	mean_coefficient	minimum_coefficient	maximum_coefficient	positive_folds	negative_folds
CURRIER_TWO_RULE	A	q_X_prev_dy	91	0.187742862178	0.078845378769	0.211814562438	91	0
CURRIER_TWO_RULE	A	s_X_line_first	91	0.437204533242	0.378975917671	0.467460978716	91	0
CURRIER_TWO_RULE	B	q_X_prev_dy	91	0.922093813423	0.887400217399	0.988875082538	91	0
CURRIER_TWO_RULE	B	s_X_line_first	91	1.108008108655	1.053580570701	1.131925062975	91	0
GLOBAL_TWO_RULE	GLOBAL	q_X_prev_dy	91	0.891621146534	0.859354050090	0.951618908393	91	0
GLOBAL_TWO_RULE	GLOBAL	s_X_line_first	91	0.999324250092	0.962377232845	1.015907270282	91	0
REGISTER_TWO_RULE	HERBAL_A	q_X_prev_dy	91	-0.006370389564	-0.068437494538	0.017281646190	10	81
REGISTER_TWO_RULE	HERBAL_A	s_X_line_first	91	0.396134082200	0.327654491556	0.427668568503	91	0
REGISTER_TWO_RULE	HERBAL_B	q_X_prev_dy	91	-0.083176726880	-0.181504696987	-0.021985065619	0	91
REGISTER_TWO_RULE	HERBAL_B	s_X_line_first	91	0.101117253474	-0.031759109511	0.151831337813	90	1
REGISTER_TWO_RULE	OTHER_A	q_X_prev_dy	91	0.254238009169	0.111521722795	0.283244822958	91	0
REGISTER_TWO_RULE	OTHER_A	s_X_line_first	91	0.140880816838	0.013299286894	0.156997797316	91	0
REGISTER_TWO_RULE	OTHER_B	q_X_prev_dy	91	1.169462308257	1.101003441462	1.340937741494	91	0
REGISTER_TWO_RULE	OTHER_B	s_X_line_first	91	1.096199191954	0.969693661853	1.133309516827	91	0
REGISTER_TWO_RULE	STARS_RECIPE_B	q_X_prev_dy	91	0.676186268276	0.614420567734	0.736350917648	91	0
REGISTER_TWO_RULE	STARS_RECIPE_B	s_X_line_first	91	0.812398927627	0.640833114387	0.856527885073	91	0
