control_id	regime	model	base_minus_model_bits_per_event	representation_changes_across_folds	events	folds	observed_bits	null_worlds	null_mean_bits	null_sd_bits	null_saving_bits_per_event	null_z
LATIN_15C_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	BASE_NO_WRAPPER	0.000000000000	24731	8448	12	150601.007208646828	0	NA	NA	NA	NA
LATIN_15C_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	WRAPPER_PRESENCE	0.118574980831	24731	8448	12	149599.285770589428	0	NA	NA	NA	NA
LATIN_15C_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	Q_BINARY	0.000000000000	24731	8448	12	150601.007208646828	0	NA	NA	NA	NA
LATIN_15C_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	FULL_WRAPPER_IDENTITY	0.134396105487	24731	8448	12	149465.628909495135	0	NA	NA	NA	NA
LATIN_15C_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	FULL_WRAPPER_PLUS_Q_REDUNDANCY	0.134396105487	24731	8448	12	149465.628909495135	0	NA	NA	NA	NA
LATIN_15C_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	BASE_NO_WRAPPER	0.000000000000		8448	12	149855.446889433864	64	149855.446889433864	0.000000000000	0.000000000000	NA
LATIN_15C_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	WRAPPER_PRESENCE	0.112286262232		8448	12	148906.852546095120	64	149327.826745690138	52.523516798962	0.049831226278	8.014965966699
LATIN_15C_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	Q_BINARY	0.000000000000		8448	12	149855.446889433864	64	149855.446889433864	0.000000000000	0.000000000000	NA
LATIN_15C_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	FULL_WRAPPER_IDENTITY	0.122632508216		8448	12	148819.447460021620	64	150509.891711475706	65.285863400415	0.200099935068	25.892960028516
LATIN_15C_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	FULL_WRAPPER_PLUS_Q_REDUNDANCY	0.122632508216		8448	12	148819.447460021620	64	150509.891711475706	65.285863400415	0.200099935068	25.892960028516
LATIN_MEDICAL_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	BASE_NO_WRAPPER	0.000000000000	46585	8448	10	135545.764931359357	0	NA	NA	NA	NA
LATIN_MEDICAL_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	WRAPPER_PRESENCE	0.131421658594	46585	8448	10	134435.514759554761	0	NA	NA	NA	NA
LATIN_MEDICAL_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	Q_BINARY	0.020005327551	46585	8448	10	135376.759924206039	0	NA	NA	NA	NA
LATIN_MEDICAL_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	FULL_WRAPPER_IDENTITY	0.161177470632	46585	8448	10	134184.137659461441	0	NA	NA	NA	NA
LATIN_MEDICAL_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	FULL_WRAPPER_PLUS_Q_REDUNDANCY	0.161177470632	46585	8448	10	134184.137659461441	0	NA	NA	NA	NA
LATIN_MEDICAL_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	BASE_NO_WRAPPER	0.000000000000		8448	10	134672.656337796740	64	134672.656337796740	0.000000000000	0.000000000000	NA
LATIN_MEDICAL_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	WRAPPER_PRESENCE	0.123940968946		8448	10	133625.603032143990	64	134170.868671523582	50.968536108639	0.064543754661	10.698083190331
LATIN_MEDICAL_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	Q_BINARY	0.000000000000		8448	10	134672.656337796740	64	134672.656337796740	0.000000000000	0.000000000000	NA
LATIN_MEDICAL_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	FULL_WRAPPER_IDENTITY	0.173644813741		8448	10	133205.704951309599	64	135032.495633155544	62.774576971406	0.216239427302	29.100804338005
LATIN_MEDICAL_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	FULL_WRAPPER_PLUS_Q_REDUNDANCY	0.173644813741		8448	10	133205.704951309599	64	135032.495633155544	62.774576971406	0.216239427302	29.100804338005
LATIN_SCHOLASTIC_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	BASE_NO_WRAPPER	0.000000000000	32949	8448	6	101323.762483756393	0	NA	NA	NA	NA
LATIN_SCHOLASTIC_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	WRAPPER_PRESENCE	0.179183206202	32949	8448	6	99810.022757759682	0	NA	NA	NA	NA
LATIN_SCHOLASTIC_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	Q_BINARY	0.019104134588	32949	8448	6	101162.370754756397	0	NA	NA	NA	NA
LATIN_SCHOLASTIC_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	FULL_WRAPPER_IDENTITY	0.249255864232	32949	8448	6	99218.048942726833	0	NA	NA	NA	NA
LATIN_SCHOLASTIC_GRAPHEMATIC	LOFO_SAFE_HELD_FOLIO	FULL_WRAPPER_PLUS_Q_REDUNDANCY	0.249255864232	32949	8448	6	99218.048942726833	0	NA	NA	NA	NA
LATIN_SCHOLASTIC_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	BASE_NO_WRAPPER	0.000000000000		8448	6	100320.784959914628	64	100320.784959914628	0.000000000000	0.000000000000	NA
LATIN_SCHOLASTIC_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	WRAPPER_PRESENCE	0.159116995850		8448	6	98976.564578971651	64	100090.769621439933	54.108107282475	0.131889801429	20.592201398794
LATIN_SCHOLASTIC_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	Q_BINARY	0.021720404924		8448	6	100137.290979116005	64	100370.492410869570	21.429013594740	0.027604336145	10.882508927560
LATIN_SCHOLASTIC_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	FULL_WRAPPER_IDENTITY	0.212033945670		8448	6	98529.522186895600	64	100843.724538421942	75.145587461766	0.273934937444	30.796250714040
LATIN_SCHOLASTIC_GRAPHEMATIC	PUBLISHED_HELD_FOLIO	FULL_WRAPPER_PLUS_Q_REDUNDANCY	0.212033945670		8448	6	98529.522186895600	64	100843.724538421942	75.145587461766	0.273934937444	30.796250714040
VOYNICH_REFERENCE	HELD_HAND_PUBLISHED	BASE_NO_WRAPPER	0.000000000000		8448	91	72498.937392828899	0	NA	NA	NA	NA
VOYNICH_REFERENCE	HELD_HAND_PUBLISHED	WRAPPER_PRESENCE	0.002335861122		8448	91	72479.204038070849	0	NA	NA	NA	NA
VOYNICH_REFERENCE	HELD_HAND_PUBLISHED	Q_BINARY	0.004167771048		8448	91	72463.728063015937	0	NA	NA	NA	NA
VOYNICH_REFERENCE	HELD_HAND_PUBLISHED	FULL_WRAPPER_IDENTITY	0.010772645830		8448	91	72407.930080860984	0	NA	NA	NA	NA
VOYNICH_REFERENCE	HELD_HAND_PUBLISHED	FULL_WRAPPER_PLUS_Q_REDUNDANCY	0.010772645830		8448	91	72407.930080860984	0	NA	NA	NA	NA
VOYNICH_REFERENCE	HELD_SECTION_PUBLISHED	BASE_NO_WRAPPER	0.000000000000		8448	91	72038.505108012250	0	NA	NA	NA	NA
VOYNICH_REFERENCE	HELD_SECTION_PUBLISHED	WRAPPER_PRESENCE	0.010076595188		8448	91	71953.378031864602	0	NA	NA	NA	NA
VOYNICH_REFERENCE	HELD_SECTION_PUBLISHED	Q_BINARY	0.007821102553		8448	91	71972.432433640657	0	NA	NA	NA	NA
VOYNICH_REFERENCE	HELD_SECTION_PUBLISHED	FULL_WRAPPER_IDENTITY	0.025496919908		8448	91	71823.107128629345	0	NA	NA	NA	NA
VOYNICH_REFERENCE	HELD_SECTION_PUBLISHED	FULL_WRAPPER_PLUS_Q_REDUNDANCY	0.025496919908		8448	91	71823.107128629345	0	NA	NA	NA	NA
VOYNICH_REFERENCE	LOFO_SAFE_HELD_FOLIO	BASE_NO_WRAPPER	0.000000000000	44283	8448	91	66270.160326397643	0	NA	NA	NA	NA
