control_id	split	model	events	wrapper_classes	covered_exact_host_events	bits	bits_per_event	top1	top1_rate
AUGSBURG_ACCOUNTS_1402_1424	HELD_PHYSICAL_FOLIO	SHAPE_CONTEXT	8448	13	7646	2237.643402611164	0.264872561862	8091	0.957741477273
AUGSBURG_ACCOUNTS_1402_1424	HELD_PHYSICAL_FOLIO	EXACT_HOST	8448	13	7646	1853.595138369427	0.219412303311	8091	0.957741477273
AUGSBURG_ACCOUNTS_1402_1424	HELD_PHYSICAL_FOLIO	EXACT_HOST_X_POSITION	8448	13	7646	1850.811098741437	0.219082753165	8091	0.957741477273
ARBITRARY_LOCAL_CODEBOOK	HELD_PHYSICAL_FOLIO	SHAPE_CONTEXT	8448	12	4816	4661.378793874672	0.551773057987	7654	0.906013257576
ARBITRARY_LOCAL_CODEBOOK	HELD_PHYSICAL_FOLIO	EXACT_HOST	8448	12	4816	4464.496277771704	0.528467835910	7654	0.906013257576
ARBITRARY_LOCAL_CODEBOOK	HELD_PHYSICAL_FOLIO	EXACT_HOST_X_POSITION	8448	12	4816	4594.781261162402	0.543889827316	7649	0.905421401515
COMPOSITIONAL_TECHNICAL_NOTATION	HELD_PHYSICAL_FOLIO	SHAPE_CONTEXT	8448	9	4804	9258.750299779147	1.095969495712	6543	0.774502840909
COMPOSITIONAL_TECHNICAL_NOTATION	HELD_PHYSICAL_FOLIO	EXACT_HOST	8448	9	4804	9007.021056661239	1.066172000078	6512	0.770833333333
COMPOSITIONAL_TECHNICAL_NOTATION	HELD_PHYSICAL_FOLIO	EXACT_HOST_X_POSITION	8448	9	4804	8735.753453974930	1.034061725139	6561	0.776633522727
HYBRID_SHORTHAND	HELD_PHYSICAL_FOLIO	SHAPE_CONTEXT	8448	13	4655	7860.483039395052	0.930454905231	6962	0.824100378788
HYBRID_SHORTHAND	HELD_PHYSICAL_FOLIO	EXACT_HOST	8448	13	4655	7758.693903837623	0.918406001875	6963	0.824218750000
HYBRID_SHORTHAND	HELD_PHYSICAL_FOLIO	EXACT_HOST_X_POSITION	8448	13	4655	7519.670287369406	0.890112486668	7005	0.829190340909
LATIN_SCHOLASTIC_GRAPHEMATIC	HELD_PHYSICAL_FOLIO	SHAPE_CONTEXT	8448	13	6524	6332.011803735330	0.749527912374	7392	0.875000000000
LATIN_SCHOLASTIC_GRAPHEMATIC	HELD_PHYSICAL_FOLIO	EXACT_HOST	8448	13	6524	6439.711615036206	0.762276469583	7392	0.875000000000
LATIN_SCHOLASTIC_GRAPHEMATIC	HELD_PHYSICAL_FOLIO	EXACT_HOST_X_POSITION	8448	13	6524	6615.132089570068	0.783041203784	7393	0.875118371212
LATIN_MEDICAL_GRAPHEMATIC	HELD_PHYSICAL_FOLIO	SHAPE_CONTEXT	8448	13	5282	6247.748279021861	0.739553536816	7353	0.870383522727
LATIN_MEDICAL_GRAPHEMATIC	HELD_PHYSICAL_FOLIO	EXACT_HOST	8448	13	5282	6351.731094411927	0.751862108714	7343	0.869199810606
LATIN_MEDICAL_GRAPHEMATIC	HELD_PHYSICAL_FOLIO	EXACT_HOST_X_POSITION	8448	13	5282	6523.488926136220	0.772193291446	7334	0.868134469697
LATIN_15C_GRAPHEMATIC	HELD_PHYSICAL_FOLIO	SHAPE_CONTEXT	8448	13	4933	5226.179820810121	0.618629240153	7519	0.890033143939
LATIN_15C_GRAPHEMATIC	HELD_PHYSICAL_FOLIO	EXACT_HOST	8448	13	4933	5205.030707218632	0.616125793942	7540	0.892518939394
LATIN_15C_GRAPHEMATIC	HELD_PHYSICAL_FOLIO	EXACT_HOST_X_POSITION	8448	13	4933	5291.579632735002	0.626370695163	7554	0.894176136364
VOYNICH_REFERENCE	HELD_PHYSICAL_FOLIO	SHAPE_CONTEXT	8448	8	7661	16890.344793229782	1.999330586320	4473	0.529474431818
VOYNICH_REFERENCE	HELD_PHYSICAL_FOLIO	EXACT_HOST	8448	8	7661	15793.867553170907	1.869539246351	4581	0.542258522727
VOYNICH_REFERENCE	HELD_PHYSICAL_FOLIO	EXACT_HOST_X_POSITION	8448	8	7661	15523.154923954216	1.837494664294	4560	0.539772727273
