control_id	architecture_category	mode	component	base_bits	wrapper_bits	gain_bits	gain_bits_per_event
ORDINARY_NATURAL_LANGUAGE	REAL_NATURAL_LANGUAGE	STANDARD_HELD_FOLIO	INITIAL	34236.879738352101	34236.879738352101	0.000000000000	0.000000000000
ORDINARY_NATURAL_LANGUAGE	REAL_NATURAL_LANGUAGE	STANDARD_HELD_FOLIO	INTERNAL	60831.784597954524	60831.784597954524	0.000000000000	0.000000000000
ORDINARY_NATURAL_LANGUAGE	REAL_NATURAL_LANGUAGE	STANDARD_HELD_FOLIO	FINAL	17472.859604073416	17472.859604073416	0.000000000000	0.000000000000
ORDINARY_NATURAL_LANGUAGE	REAL_NATURAL_LANGUAGE	STANDARD_HELD_FOLIO	EOS	9174.138000880521	9174.138000880521	0.000000000000	0.000000000000
ORDINARY_NATURAL_LANGUAGE	REAL_NATURAL_LANGUAGE	NESTED_UNSEEN_HOST_BUCKET	INITIAL	35436.418004513813	35436.418004513813	0.000000000000	0.000000000000
ORDINARY_NATURAL_LANGUAGE	REAL_NATURAL_LANGUAGE	NESTED_UNSEEN_HOST_BUCKET	INTERNAL	73239.142639012614	73239.142639012614	0.000000000000	0.000000000000
ORDINARY_NATURAL_LANGUAGE	REAL_NATURAL_LANGUAGE	NESTED_UNSEEN_HOST_BUCKET	FINAL	31675.708400721858	31675.708400721858	0.000000000000	0.000000000000
ORDINARY_NATURAL_LANGUAGE	REAL_NATURAL_LANGUAGE	NESTED_UNSEEN_HOST_BUCKET	EOS	16739.848442923070	16739.848442923070	0.000000000000	0.000000000000
ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	STANDARD_HELD_FOLIO	INITIAL	34229.404493813548	34229.404493813548	0.000000000000	0.000000000000
ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	STANDARD_HELD_FOLIO	INTERNAL	49063.447377284538	49063.447377284538	0.000000000000	0.000000000000
ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	STANDARD_HELD_FOLIO	FINAL	18786.597040907393	18786.597040907393	0.000000000000	0.000000000000
ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	STANDARD_HELD_FOLIO	EOS	9782.659954530685	9782.659954530685	0.000000000000	0.000000000000
