panel	window	representation	physical_folio	pages	gain_bits
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f1	1	2.05058252954
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f10	2	0.0129054265337
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f11	2	0.761041719283
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f13	2	0.204103022108
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f14	2	-0.277342695828
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f15	2	0.0615632336572
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f16	2	1.17978386342
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f17	2	0.99364111871
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f18	2	-0.287285749338
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f19	2	0.328296464508
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f2	2	-0.637403629274
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f20	2	-0.939447494538
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f21	2	-0.248491899407
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f22	2	-0.113198488269
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f23	2	-0.725968598413
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f24	2	0.507868518169
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f25	2	0.500403151777
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f26	2	2.19879207527
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f27	2	-1.65968714184
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f28	2	-0.395914680843
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f29	2	3.03357355011
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f3	2	0.672236906735
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f30	2	0.104876191245
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f31	2	-0.104752917551
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f32	2	-0.0586120050551
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f33	2	-0.904496967943
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f34	2	0.742311360634
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f35	2	0.139766918399
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f36	2	0.325145900318
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f37	2	-0.0958971164832
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f38	2	0.895113332092
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f39	2	-0.105480680216
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f4	2	0.379480660508
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f40	2	-0.168373252037
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f41	2	0.0888571898436
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f42	2	-0.682387376982
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f43	2	-1.33752268856
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f44	2	-0.415286763872
PRIMARY_8	FIRST_LINE	PAGE_HOST_IDENTITY	f45	2	1.02961426192
