edition	unit_id	page	physical_folio	star_ordinal	last_open_field_id	last_open_tokens	last_open_hosts	last_open_template	first_body_field_id	first_body_tokens	first_body_hosts	first_body_template	first_body_architecture	first_body_first_cell	reading_role
ZL3b	6db80f0ee8c008a15cee	f104r	f104	1	ZL3b|f104r.1|F05	sain	ain	42c7436edb33d7ba	ZL3b|f104r.2|F01	o|ar|aiin|yteeody	o|ar|aiin|yteeo	6439c6bb554701ce	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	6db80f0ee8c008a15cee	f104r	f104	1	IT2a|f104r.1|F05	sain	ain	42c7436edb33d7ba	IT2a|f104r.2|F01	oar|aiin|yteeody	o|aiin|yteeo	adf7f8da7890567c	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0;N=3;END=DY	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	6db80f0ee8c008a15cee	f104r	f104	1	RF1b|f104r.1|F05	sain	ain	42c7436edb33d7ba	RF1b|f104r.2|F01	oar|aiin|yteeody	o|aiin|yteeo	adf7f8da7890567c	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0;N=3;END=DY	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	3dadd253fb35b8d6ec30	f104r	f104	2	ZL3b|f104r.5|F03	qod	d	a53c069953409146	ZL3b|f104r.6|F01	y|cheeody	y|eo	2d85fdf9ef13640c	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=2;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	3dadd253fb35b8d6ec30	f104r	f104	2	IT2a|f104r.5|F03	qod	d	a53c069953409146	IT2a|f104r.6|F01	ycheeody	ycheeo	4dee4dd0c9a3feb1	W=NONE;F=NONE;R=0;D=0;DY=1;B3=0;N=1;END=DY	W=NONE;F=NONE;R=0;D=0;DY=1;B3=0	ALTERNATE_SENSITIVITY
RF1b	3dadd253fb35b8d6ec30	f104r	f104	2	RF1b|f104r.5|F03	qod	d	a53c069953409146	RF1b|f104r.6|F01	ycheeody	ycheeo	4dee4dd0c9a3feb1	W=NONE;F=NONE;R=0;D=0;DY=1;B3=0;N=1;END=DY	W=NONE;F=NONE;R=0;D=0;DY=1;B3=0	ALTERNATE_SENSITIVITY
ZL3b	c0c387a77199dfc7035c	f104r	f104	3	ZL3b|f104r.10|F02	cholfor|otalr	olfor|otalr	6453dcdf16a0d78f	ZL3b|f104r.11|F01	otodchy|lkeody	otodchy|lkeo	8730f9349ee0259c	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=2;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	c0c387a77199dfc7035c	f104r	f104	3	IT2a|f104r.10|F02	cholfor|otalr	olfor|otalr	6453dcdf16a0d78f	IT2a|f104r.11|F01	otodchy|lkeody	otodchy|lkeo	8730f9349ee0259c	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=2;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	c0c387a77199dfc7035c	f104r	f104	3	RF1b|f104r.10|F02	cholfor|otalr	olfor|otalr	6453dcdf16a0d78f	RF1b|f104r.11|F01	otodchy|lkeody	otodchy|lkeo	8730f9349ee0259c	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=2;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	c2c04818678da6b158be	f104r	f104	4	ZL3b|f104r.12|F02	qokoeey|qoteode|lo|sar|al|octhy|qotor|opchey|qotam	okoeey|oteode|lo|ar|al|octhy|or|opchey|a	6bf1db0d0f46db22	ZL3b|f104r.13|F01	olcheol|qodain|chokar|okcho|lkain|okar|cheody	olcheol|d|ok|okcho|lk|ok|o	63add916d45fa67d	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	c2c04818678da6b158be	f104r	f104	4	IT2a|f104r.12|F02	qokoeey|qoteode|lo|sar|al|octhy|qotor|opchey|qotam	okoeey|oteode|lo|ar|al|octhy|or|opchey|a	6bf1db0d0f46db22	IT2a|f104r.13|F01	olcheol|qodain|chokar|okcho|lkain|okar|cheody	olcheol|d|ok|okcho|lk|ok|o	63add916d45fa67d	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	c2c04818678da6b158be	f104r	f104	4	RF1b|f104r.12|F02	qokoeey|qoteode|lo|sar|al|octhy|qotar|opchey|qotam	okoeey|oteode|lo|ar|al|octhy|ot|opchey|a	823620c5719c2d31	RF1b|f104r.13|F01	ol|cheol|qodain|chokar|okcho|lkain|okar|cheody	l|l|d|ok|okcho|lk|ok|o	fa6ee109698c64a0	W=NONE;F=O;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=O;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	e4e3da7e471a6aabadd3	f104r	f104	5	ZL3b|f104r.16|F03	shody	o	e351e6e596dd3f1c	ZL3b|f104r.17|F01	ykeeshedy	ykeeshe	4dee4dd0c9a3feb1	W=NONE;F=NONE;R=0;D=0;DY=1;B3=0;N=1;END=DY	W=NONE;F=NONE;R=0;D=0;DY=1;B3=0	PRIMARY
IT2a	e4e3da7e471a6aabadd3	f104r	f104	5	IT2a|f104r.16|F03	shody	o	e351e6e596dd3f1c	IT2a|f104r.17|F01	ykeeshedy	ykeeshe	4dee4dd0c9a3feb1	W=NONE;F=NONE;R=0;D=0;DY=1;B3=0;N=1;END=DY	W=NONE;F=NONE;R=0;D=0;DY=1;B3=0	ALTERNATE_SENSITIVITY
RF1b	e4e3da7e471a6aabadd3	f104r	f104	5	RF1b|f104r.16|F03	shody	o	e351e6e596dd3f1c	RF1b|f104r.17|F01	ykeeshedy	ykeeshe	4dee4dd0c9a3feb1	W=NONE;F=NONE;R=0;D=0;DY=1;B3=0;N=1;END=DY	W=NONE;F=NONE;R=0;D=0;DY=1;B3=0	ALTERNATE_SENSITIVITY
ZL3b	53baeee0bf0048479ea7	f104r	f104	6	ZL3b|f104r.19|F02	cheokeey|kary|opair|otor|airod|lshd	okeey|kary|op|or|airod|lshd	a3a964aefef0e147	ZL3b|f104r.20|F01	dsheoy|qocthey|qokchdy	sheoy|octhey|okch	58943d9dbc3cf716	W=d;F=NONE;R=0;D=0;DY=0;B3=0;N=3;END=DY	W=d;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	53baeee0bf0048479ea7	f104r	f104	6	IT2a|f104r.19|F02	cheokeey|kary|opair|otor|airod|lshd	okeey|kary|op|or|airod|lshd	a3a964aefef0e147	IT2a|f104r.20|F01	dsheoy|qocthey|qokchdy	sheoy|octhey|okch	58943d9dbc3cf716	W=d;F=NONE;R=0;D=0;DY=0;B3=0;N=3;END=DY	W=d;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	53baeee0bf0048479ea7	f104r	f104	6	RF1b|f104r.19|F02	cheokeey|kary|opair|otar|airod|lshd	okeey|kary|op|ot|airod|lshd	6f655ed5c119d33a	RF1b|f104r.20|F01	dsheoy|qocthey|qokchdy	sheoy|octhey|okch	58943d9dbc3cf716	W=d;F=NONE;R=0;D=0;DY=0;B3=0;N=3;END=DY	W=d;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	c2e6982ccbbbf727afaa	f104r	f104	7	ZL3b|f104r.22|F03	opchar|cheor|chckhey|taiin|dam	opch|or|ckhey|aiin|a	e7ea03be3d743bba	ZL3b|f104r.23|F01	ol|sheockhey|chol|kechdy	l|eockhey|l|kech	fb1ab5d1ee2b9a17	W=NONE;F=O;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=O;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	c2e6982ccbbbf727afaa	f104r	f104	7	IT2a|f104r.22|F03	opchar|cheor|chckhey|taiin|dam	opch|or|ckhey|aiin|a	e7ea03be3d743bba	IT2a|f104r.23|F01	ol|sheo|ckhey|chol|kechdy	l|eo|ckhey|l|kech	59c52521407e8ca3	W=NONE;F=O;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=O;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	c2e6982ccbbbf727afaa	f104r	f104	7	RF1b|f104r.22|F03	opchar|cheor|chckhey|taiin|dam	opch|or|ckhey|aiin|a	e7ea03be3d743bba	RF1b|f104r.23|F01	ol|sheockhey|chol|kechdy	l|eockhey|l|kech	fb1ab5d1ee2b9a17	W=NONE;F=O;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=O;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	d2b9774893da031bc9a8	f104r	f104	8	ZL3b|f104r.27|F01	pchedar|qokaiin|qotaiin|dl|ral|cheodl|cphaiin|daiin|ar|qekeeey|qoparaiin	pched|ok|ot|l|r|odl|cph|aiin|ar|ekeeey|opar	e72e9c5cc5e744c7	ZL3b|f104r.28|F01	olcheear|chedar|or|aror|sheey|olkeechy|or|char|cheeo|l|s|or|or|aiin|atam	olchee|d|or|aror|eey|olkeechy|or|ar|eo|l|s|or|or|aiin|ata	8779b849a1b60ac3	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0;N=4+;END=B3	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0	PRIMARY
IT2a	d2b9774893da031bc9a8	f104r	f104	8	IT2a|f104r.27|F01	pchedar|qokaiin|qotaiin|dl|ral|cheodl|cphaiin|daiin|ar|qekeeey|qoparaiin	pched|ok|ot|l|r|odl|cph|aiin|ar|ekeeey|opar	e72e9c5cc5e744c7	IT2a|f104r.28|F01	olcheear|chedar|or|arorsheey|olkeechy|or|char|cheeol|sor|or|aiin|otam	olchee|d|or|arorsheey|olkeechy|or|ar|eol|or|or|aiin|a	fa381acca6441110	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0;N=4+;END=B3	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	d2b9774893da031bc9a8	f104r	f104	8	RF1b|f104r.27|F01	pchedar|qokaiin|qotaiin|dl|ral|cheodl|cphaiin|daiin|ar|qekeeey|qoparaiin	pched|ok|ot|l|r|odl|cph|aiin|ar|ekeeey|opar	e72e9c5cc5e744c7	RF1b|f104r.28|F01	olcheear|chedar|or|aror|sheey|olkeechy|or|char|cheeol|s|or|or|aiin|atam	olchee|d|or|aror|eey|olkeechy|or|ar|eol|s|or|or|aiin|ata	5a0ea8ca383e39a7	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0;N=4+;END=B3	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	208fe32ac45f8b2be542	f104r	f104	9	ZL3b|f104r.30|F03	opcheof|qopaiin	opcheof|op	dd593de238ccfed3	ZL3b|f104r.31|F01	qokeeo|aiin|oksheey|okolchey|lcheeey|oteey|lkechedy	okeeo|aiin|oksheey|okolchey|lcheeey|eey|lkeche	3f3540d0fc65002b	W=q;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=q;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	208fe32ac45f8b2be542	f104r	f104	9	IT2a|f104r.30|F03	opcheocf|qopaiin	opcheocf|op	dd593de238ccfed3	IT2a|f104r.31|F01	qokeeo|aiin|oksheey|okolchey|lcheeey|oteey|lkechedy	okeeo|aiin|oksheey|okolchey|lcheeey|eey|lkeche	3f3540d0fc65002b	W=q;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=q;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	208fe32ac45f8b2be542	f104r	f104	9	RF1b|f104r.30|F03	opcheoef|qopaiin	opcheoef|op	dd593de238ccfed3	RF1b|f104r.31|F01	qokeeo|aiin|oksheey|ok|ol|chey|lcheeey|oteey|lkechedy	okeeo|aiin|oksheey|ok|l|y|lcheeey|eey|lkeche	8e24abf773a0225a	W=q;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=q;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	6b378a31637695966854	f104r	f104	10	ZL3b|f104r.34|F04	qokal|taiin|cholxy	ok|aiin|olxy	9a760583930a442f	ZL3b|f104r.35|F01	yshoiin|qocheol|chedaiin|qodal|chey|chol|cheol|olaly	yshoiin|ocheol|d|d|y|l|l|olaly	97b744fa73d925ba	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=OPEN	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	6b378a31637695966854	f104r	f104	10	IT2a|f104r.34|F04	qokal|taiin|cholxy	ok|aiin|olxy	9a760583930a442f	IT2a|f104r.35|F01	yshoiin|qocheeol|chedaiin|qodal|chey|chol|cheol|olaly	yshoiin|ocheeol|d|d|y|l|l|olaly	97b744fa73d925ba	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=OPEN	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	6b378a31637695966854	f104r	f104	10	RF1b|f104r.34|F04	qokal|taiin|cholxy	ok|aiin|olxy	9a760583930a442f	RF1b|f104r.35|F01	yshoiin|qocheol|chedaiin|qodal|chey|chol|cheol|olaly	yshoiin|ocheol|d|d|y|l|l|olaly	97b744fa73d925ba	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=OPEN	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	2718be2e4ac01f6a0cd9	f104r	f104	11	ZL3b|f104r.36|F02	qotar|chopar|qotaly|qotsheod|qotechy|kaiin|okar|qopchar|opam	ot|op|otaly|otsheod|otechy|k|ok|opch|opa	2220dc3bd41a8693	ZL3b|f104r.37|F01	okaiin|cheodal|qoaiin|okar|oraiin|okar|oteody	ok|d|o|ok|or|ok|eo	d93a79a85d00098b	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0	PRIMARY
IT2a	2718be2e4ac01f6a0cd9	f104r	f104	11	IT2a|f104r.36|F02	qotar|chopar|qotaly|qotsheod|qotechy|kaiin|okar|qopchar|opam	ot|op|otaly|otsheod|otechy|k|ok|opch|opa	2220dc3bd41a8693	IT2a|f104r.37|F01	okaiin|cheodal|qoaiin|okar|oraiin|okar|oteody	ok|d|o|ok|or|ok|eo	d93a79a85d00098b	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
