operation	eligible_cells	base_families	sections	hands	held_base_predictions	held_base_weight	held_base_fractional_mse_gain	held_base_mean_cosine	held_base_positive_dot_rate	held_base_and_section_predictions	held_base_and_section_weight	held_base_and_section_fractional_mse_gain	held_base_and_section_mean_cosine	held_base_and_section_positive_dot_rate	held_base_and_hand_predictions	held_base_and_hand_weight	held_base_and_hand_fractional_mse_gain	held_base_and_hand_mean_cosine	held_base_and_hand_positive_dot_rate	dominant_delta_dimensions	maxT_p	label	claim_state
L3:P3:a>y	8	6	3	3	8	33.000000000000	0.913481901208	0.961347206384	1.000000000000	7	23.000000000000	0.868087708392	0.938205581180	1.000000000000	7	23.000000000000	0.869386337438	0.938881738830	1.000000000000	b3=0:+0.8558/+0.8246|b3=1:-0.8558/-0.8246|right_family=NONE:+0.1352/+0.1198|local_frame=NONE:+0.0758/+0.0711	0.000975609756	INTERESTING_EXPLORATORY	HELD_BASE_SUBSTITUTION_VECTOR_NO_MORPHOLOGY_OR_MEANING
L3:P3:e>y	17	7	4	4	17	115.000000000000	0.825060527192	0.914295238759	1.000000000000	17	115.000000000000	0.814482482404	0.909522073750	1.000000000000	17	115.000000000000	0.811184852456	0.907537583489	1.000000000000	dy_closure=0:+0.8430/+0.8109|dy_closure=1:-0.8430/-0.8109|wrapper=q:-0.0780/-0.0306|local_frame=OT:+0.0565/+0.0903	0.000975609756	INTERESTING_EXPLORATORY	HELD_BASE_SUBSTITUTION_VECTOR_NO_MORPHOLOGY_OR_MEANING
L3:P1:l>o	5	3	2	2	5	27.000000000000	0.809279042416	0.911923817695	1.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	wrapper=q:+0.5886/+0.5784|wrapper=NONE:-0.4954/-0.4973|right_family=NONE:+0.1434/+0.1186|local_frame=NONE:+0.0891/+0.0812	0.000975609756	WEAK	HELD_BASE_SUBSTITUTION_VECTOR_NO_MORPHOLOGY_OR_MEANING
L2:P2:s>t	10	4	5	4	10	50.000000000000	0.639541483649	0.836962809848	1.000000000000	8	26.000000000000	0.528871458653	0.780913646758	1.000000000000	8	28.000000000000	0.542375328120	0.792644196758	1.000000000000	right_family=NONE:-0.5707/-0.4551|wrapper=NONE:+0.3611/+0.2290|right_family=aiin:+0.2358/+0.1807|wrapper=che:-0.1602/-0.1791	0.004878048780	INTERESTING_EXPLORATORY	HELD_BASE_SUBSTITUTION_VECTOR_NO_MORPHOLOGY_OR_MEANING
L3:P1:e>l	10	4	4	4	10	45.000000000000	0.634326894042	0.822083795458	1.000000000000	10	45.000000000000	0.576614621436	0.782718103027	1.000000000000	10	45.000000000000	0.567307722193	0.775223276906	1.000000000000	wrapper=NONE:+0.4992/+0.4799|wrapper=sh:-0.4313/-0.3972|local_frame=OT:-0.1060/-0.1073|local_frame=NONE:+0.0944/+0.0991	0.004878048780	INTERESTING_EXPLORATORY	HELD_BASE_SUBSTITUTION_VECTOR_NO_MORPHOLOGY_OR_MEANING
L3:P3:d>o	4	3	2	3	2	14.000000000000	0.615777478209	0.806463906325	1.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	right_family=NONE:+0.4452/+0.4208|dy_closure=0:-0.3594/-0.3890|dy_closure=1:+0.3594/+0.3890|right_family=ar:-0.2024/-0.1982	0.005853658537	WEAK	HELD_BASE_SUBSTITUTION_VECTOR_NO_MORPHOLOGY_OR_MEANING
L3:P3:d>y	9	5	4	3	9	36.000000000000	0.588266271809	0.777795967552	1.000000000000	9	36.000000000000	0.571784425070	0.768730360393	1.000000000000	9	36.000000000000	0.565644432329	0.766450018773	1.000000000000	right_family=NONE:+0.5512/+0.5360|right_family=ar:-0.2006/-0.1941|right_family=aiin:-0.1748/-0.1718|wrapper=sh:+0.1010/+0.0854	0.007804878049	INTERESTING_EXPLORATORY	HELD_BASE_SUBSTITUTION_VECTOR_NO_MORPHOLOGY_OR_MEANING
L2:P2:k>r	13	3	6	5	13	137.000000000000	0.587247224209	0.779044790437	1.000000000000	9	90.000000000000	0.634858151145	0.806952859945	1.000000000000	6	41.000000000000	0.710841965351	0.868671541875	1.000000000000	right_family=NONE:+0.7752/+0.6278|wrapper=q:-0.3632/-0.0095|right_family=aiin:-0.2956/-0.2804|right_family=ar:-0.1821/-0.0923	0.007804878049	INTERESTING_EXPLORATORY	HELD_BASE_SUBSTITUTION_VECTOR_NO_MORPHOLOGY_OR_MEANING
L3:P1:l>p	5	3	2	2	5	19.000000000000	0.538934064178	0.777957942051	1.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	right_family=NONE:-0.3789/-0.3567|right_family=aiin:+0.2114/+0.1918|wrapper=NONE:-0.1229/-0.1568|right_family=ar:+0.0620/+0.0732	0.016585365854	WEAK	HELD_BASE_SUBSTITUTION_VECTOR_NO_MORPHOLOGY_OR_MEANING
L3:P3:k>y	6	3	4	2	2	7.000000000000	0.524366194820	0.739600980911	1.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0	0.000000000000	0.000000000000	0.000000000000	0.000000000000	right_family=NONE:+0.6618/+0.7542|wrapper=NONE:-0.2875/-0.1776|right_family=ain:-0.2285/-0.3287|right_family=aiin:-0.1713/-0.2042	0.016585365854	WEAK	HELD_BASE_SUBSTITUTION_VECTOR_NO_MORPHOLOGY_OR_MEANING
