blind_review_id	review_state	confidence	note	reviewer_scope
RV00FED7C17444CC	CLEAR_GAP	0.94	Dark writing strokes are separated from the curving brown contour by a visible pale band.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RV0C0D591E87C578	CLEAR_GAP	0.92	Visible pale background separates the writing strokes from the blue and brown drawn region below-left.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RV387ABEEC937919	CONTACT	0.88	A descending oblique writing stroke meets the teal-brown boundary at its lower end.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RV5C982D629973D0	CLEAR_GAP	0.94	A visible pale interval separates the writing from the green upright stroke below-right.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RV7CADCA6F06F864	CLEAR_GAP	0.96	The writing strokes remain visibly above and separate from the outlined green form.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RV833C74DE6E1756	CLEAR_GAP	0.93	Pale background separates the writing baseline from the long brown contour below.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RV8C385C05A66BDA	CLEAR_GAP	0.88	The writing is visibly separated from the upright contours on both sides.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RV8EC59E63C46474	CLEAR_GAP	0.95	The writing strokes sit within the curved contours with visible background gaps.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RV996B4E207FE2BF	CLEAR_GAP	0.96	Visible pale background separates all writing strokes from the nearby thin drawn contours.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RVAAC2C4D987BF72	CONTACT	0.68	A dark descending writing curve appears to overlap a faint diagonal brown contour.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RVC328704A59DF56	CONTACT	0.90	A lower stroke of the right-hand writing meets the upper boundary of the red filled contour.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RVD3E84F04D500FD	CLEAR_GAP	0.94	A broad visible background band separates the writing from the long brown contour below.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RVD7CB62D70BFEBA	CONTACT	0.99	A central writing stroke visibly joins the thick curved contour at the dark junction.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RVE92DA80A1B9F34	CLEAR_GAP	0.78	The visible lower portions of the writing remain separated from the green and tan contours below.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
RVF8EABF0EED8C0F	CLEAR_GAP	0.98	The writing is surrounded by visible background without touching nearby drawn contours.	SOURCE_FREE_CROP_ONLY_REVIEWER_B
