edition	model	held_folio	eligible_records	top1_accuracy	mrr	pairwise_accuracy
ZL3b	WRAPPER7	f104	15	0.600000000000	0.800000000000	0.666666666667
ZL3b	WRAPPER7	f105	11	0.363636363636	0.666666666667	0.428571428571
ZL3b	WRAPPER7	f106	9	0.555555555556	0.777777777778	0.666666666667
ZL3b	WRAPPER7	f107	10	0.600000000000	0.766666666667	0.625000000000
ZL3b	WRAPPER7	f112	8	0.625000000000	0.812500000000	0.625000000000
ZL3b	WRAPPER7	f113	17	0.529411764706	0.750000000000	0.687500000000
ZL3b	WRAPPER7	f114	15	0.533333333333	0.755555555556	0.555555555556
ZL3b	WRAPPER7	f115	14	0.428571428571	0.690476190476	0.500000000000
ZL3b	COMPILER12	f104	15	0.533333333333	0.766666666667	0.611111111111
ZL3b	COMPILER12	f105	11	0.818181818182	0.893939393939	0.785714285714
ZL3b	COMPILER12	f106	9	0.555555555556	0.777777777778	0.666666666667
ZL3b	COMPILER12	f107	10	0.300000000000	0.583333333333	0.312500000000
ZL3b	COMPILER12	f112	8	0.875000000000	0.937500000000	0.875000000000
ZL3b	COMPILER12	f113	17	0.705882352941	0.833333333333	0.781250000000
ZL3b	COMPILER12	f114	15	0.600000000000	0.788888888889	0.611111111111
ZL3b	COMPILER12	f115	14	0.357142857143	0.666666666667	0.500000000000
ZL3b	EDGE29	f104	15	0.533333333333	0.733333333333	0.444444444444
ZL3b	EDGE29	f105	11	0.545454545455	0.757575757576	0.571428571429
ZL3b	EDGE29	f106	9	0.333333333333	0.648148148148	0.416666666667
ZL3b	EDGE29	f107	10	0.400000000000	0.633333333333	0.375000000000
ZL3b	EDGE29	f112	8	0.625000000000	0.812500000000	0.625000000000
ZL3b	EDGE29	f113	17	0.294117647059	0.601960784314	0.406250000000
ZL3b	EDGE29	f114	15	0.600000000000	0.800000000000	0.666666666667
ZL3b	EDGE29	f115	14	0.428571428571	0.678571428571	0.450000000000
ZL3b	RAW_CHAR3_HASH32	f104	15	0.466666666667	0.733333333333	0.555555555556
ZL3b	RAW_CHAR3_HASH32	f105	11	0.636363636364	0.787878787879	0.571428571429
ZL3b	RAW_CHAR3_HASH32	f106	9	0.444444444444	0.703703703704	0.500000000000
ZL3b	RAW_CHAR3_HASH32	f107	10	0.300000000000	0.600000000000	0.375000000000
ZL3b	RAW_CHAR3_HASH32	f112	8	0.750000000000	0.875000000000	0.750000000000
ZL3b	RAW_CHAR3_HASH32	f113	17	0.411764705882	0.678431372549	0.562500000000
ZL3b	RAW_CHAR3_HASH32	f114	15	0.533333333333	0.755555555556	0.555555555556
ZL3b	RAW_CHAR3_HASH32	f115	14	0.357142857143	0.630952380952	0.350000000000
IT2a	WRAPPER7	f104	15	0.533333333333	0.755555555556	0.555555555556
IT2a	WRAPPER7	f105	10	0.400000000000	0.650000000000	0.437500000000
IT2a	WRAPPER7	f106	9	0.444444444444	0.722222222222	0.583333333333
IT2a	WRAPPER7	f107	10	0.800000000000	0.883333333333	0.812500000000
IT2a	WRAPPER7	f112	8	0.625000000000	0.812500000000	0.625000000000
IT2a	WRAPPER7	f113	21	0.571428571429	0.753968253968	0.666666666667
IT2a	WRAPPER7	f114	15	0.666666666667	0.822222222222	0.666666666667
