representation	dropped_relation_id	remaining_relations	assignment_worlds	true_score	inclusive_rank_of_24	inclusive_p
PAGE_HOST_IDENTITY	MHI002	4	24	0.155480940462	3	0.125
PAGE_HOST_IDENTITY	MHI003	4	24	0.155563831708	2	0.0833333333333
PAGE_HOST_IDENTITY	MHI004	4	24	0.143782222513	1	0.0416666666667
PAGE_HOST_IDENTITY	MHI006	4	24	0.111730940462	3	0.125
PAGE_HOST_IDENTITY	MHI007	4	24	0.14190428824	1	0.0416666666667
PAGE_HOST_CHAR3	MHI002	4	24	0.228792743135	4	0.166666666667
PAGE_HOST_CHAR3	MHI003	4	24	0.235816496478	2	0.0833333333333
PAGE_HOST_CHAR3	MHI004	4	24	0.217294438826	2	0.0833333333333
PAGE_HOST_CHAR3	MHI006	4	24	0.208754066155	4	0.166666666667
PAGE_HOST_CHAR3	MHI007	4	24	0.226967215678	1	0.0416666666667
RAW_CHAR3	MHI002	4	24	0.231105737581	13	0.541666666667
RAW_CHAR3	MHI003	4	24	0.214699894075	16	0.666666666667
RAW_CHAR3	MHI004	4	24	0.225156167839	8	0.333333333333
RAW_CHAR3	MHI006	4	24	0.199009188261	14	0.583333333333
RAW_CHAR3	MHI007	4	24	0.220767752042	1	0.0416666666667
COMPILER_SIGNATURE	MHI002	4	24	0.239082265971	21	0.875
COMPILER_SIGNATURE	MHI003	4	24	0.234022177419	22	0.916666666667
COMPILER_SIGNATURE	MHI004	4	24	0.259512373498	17	0.708333333333
COMPILER_SIGNATURE	MHI006	4	24	0.222533206831	24	1
COMPILER_SIGNATURE	MHI007	4	24	0.216232803605	17	0.708333333333
