world_view	scope	parser_level	diagnostic	record_end_rows	right_marked_rows	right_marked_record_end_precision	record_end_right_mark_recall	line_end_right_mark_recall	nonend_right_mark_rate	left_operations	right_operations	compatible_pairs	compatible_pair_density	null_mean	inclusive_p	host_types	short_host_mass	recurrent_host_mass	hamming1_edges	hamming1_density	repeated_substitution_classes	delta_vector_pairs	mean_delta_cosine	endpoint	gain_bits	positive_content_folios	content_folios	event_rows	left_register	right_register	panel_hosts	greedy_matched_mean_cosine
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	RECORD_ARCHITECTURE	848	1787	0.28987129266927814	0.6108490566037735	0.6014943960149439	0.08833356536266183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	OPERATION_COMPATIBILITY	NA	NA	NA	NA	NA	NA	11	12	26	0.19696969696969696	28.3212890625	0.7990243902439025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	SHORT_HOST_STRUCTURE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7577	0.3442881556461154	0.6554489286183778	6707	0.00023367973354587377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	SAME_GROUP_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	354	55338	0.21301747869570764	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	EXTERNAL_CONTEXT_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	354	55338	0.012505160599950717	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEXT_HOST	23494.903877616518	82	176	12805	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WHOLE_LINE	7975.75313121743	76	176	86918	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	RECORD_ARCHITECTURE	848	532	0.9887218045112782	0.6202830188679245	0.22083852220838524	0.00041765279131282193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	OPERATION_COMPATIBILITY	NA	NA	NA	NA	NA	NA	11	12	26	0.19696969696969696	28.3603515625	0.8087804878048781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	SHORT_HOST_STRUCTURE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9116	0.32266333640068356	0.5431181806231103	12235	0.000294491646281715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	SAME_GROUP_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	876	87524	0.18097241670099012	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	EXTERNAL_CONTEXT_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	876	87524	0.004714126729127823	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEXT_HOST	8576.207703284672	85	176	12805	NA	NA	NA	NA
CONTROL_P	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WHOLE_LINE	1073.6455480620511	76	176	87323	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	RECORD_ARCHITECTURE	848	4673	0.11106355660175476	0.6120283018867925	0.5998339559983396	0.28915494918557705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	OPERATION_COMPATIBILITY	NA	NA	NA	NA	NA	NA	8	12	84	0.875	70.029296875	0.001951219512195122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	SHORT_HOST_STRUCTURE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7174	0.35717102668594713	0.659261206783226	711	2.7633595316140572e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	SAME_GROUP_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	184	0.055621675407627476	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	EXTERNAL_CONTEXT_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	184	0.06609276686577072	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEXT_HOST	13495.334037506842	75	176	12805	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WHOLE_LINE	-1034.3068285945626	75	176	84657	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	RECORD_ARCHITECTURE	848	1073	0.49860205032618826	0.6308962264150944	0.35533416355334163	0.0374495336210497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	OPERATION_COMPATIBILITY	NA	NA	NA	NA	NA	NA	8	12	84	0.875	70.1767578125	0.000975609756097561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
