model	k	language	seed	total_bits	bits_per_symbol	gap_vs_matched_null_bits	gap_vs_context_axis_bits	key_bits	payload_bits	fixed_bits	decoder_hash	cpu_exact
MATCHED_GROUP_NULL	16	_	0	685743.8795624094	3.528868691270298	0.0	104695.70740330918	511752.4310848587	24196.835572990927	149794.61290455973	04b9efe85f2a0aa4940d2348857786c5c396b9efb8f36fa06dd74b52c4dab6af	True
GROUP_EXPANSION_LANGUAGE	16	latin	31101	706514.2610488748	3.6357540038743275	20770.381486465456	125466.08888977463	511906.3012828843	44813.34686143077	149794.61290455973	79f2a81ed8c3f82e4cb9459ecdc874af8347bcac54392d12cce85e0ad50a47c6	True
GROUP_EXPANSION_LANGUAGE	16	middle_high_german	31101	704290.3823041444	3.6243098243353598	18546.50274173508	123242.21014504426	511906.3012828843	42589.468116700365	149794.61290455973	5d2471323ff48bb88f0730850f6aebfc6d7cb80a6f5ee6ad3b62e4f586e3595e	True
GROUP_EXPANSION_LANGUAGE	16	middle_french	31101	706928.9313109738	3.6378879155995856	21185.051748564467	125880.75915187364	511906.3012828843	45228.01712352977	149794.61290455973	e8074b2cc6db7d4bdc4619324de4b767ea5ffd4a313d107fb097f3246a9cf818	True
GROUP_EXPANSION_LANGUAGE	16	old_italian_tuscan	31101	702983.9145296352	3.6175866827032954	17240.03496722586	121935.74237053504	511906.3012828843	41283.00034219117	149794.61290455973	f4c36b145a3053d61ef1f36276d7575eadcaa48a45bef5469656e15c98e08513	True
GROUP_EXPANSION_LANGUAGE	16	medieval_czech	31101	699923.3012810424	3.6018366299635782	14179.421718633035	118875.12912194221	511906.3012828843	38222.38709359839	149794.61290455973	0a97cb2b9cffd1f688c6b50afd10bbdc349e4c6eb985d321871708a1433490b8	True
GROUP_EXPANSION_LANGUAGE	16	old_hungarian	31101	700954.3358274146	3.6071423798780113	15210.456265005283	119906.16366831446	511906.3012828843	39253.42163997057	149794.61290455973	a932ee288a68e891bdf4b102b80285f8088df96aba5b89549c5996e375ef7ba5	True
MATCHED_GROUP_NULL	32	_	0	681033.2614411771	3.5046276396182514	0.0	99985.08928207692	485648.908337781	45589.74019883641	149794.61290455973	71a864b2773e7a188799991fcf3dfad0df048a3fdebb37cadd064d68c53e2647	True
GROUP_EXPANSION_LANGUAGE	32	latin	31101	732662.9534592838	3.770316345172412	51629.692018106696	151614.78130018362	485954.06377133145	96914.2767833926	149794.61290455973	83869721cebabc44b3e964957eff6ba05413f2646ce4e90ca97cfff79ac45507	True
GROUP_EXPANSION_LANGUAGE	32	middle_high_german	31101	723196.3877347243	3.7216009743249643	42163.12629354722	142148.21557562414	485954.06377133145	87447.71105883317	149794.61290455973	bed72a5c207f6c9833d7e862439ab9851f0976a4c9b226558ad25c8559c51e2a	True
GROUP_EXPANSION_LANGUAGE	32	middle_french	31101	730726.6700270551	3.7603521439814696	49693.40858587797	149678.4978679549	485954.06377133145	94977.99335116398	149794.61290455973	0c0753b7b8d2dc62175d8fe02cffd285f00ef06960a49f0d1150e8883b3d6fd8	True
GROUP_EXPANSION_LANGUAGE	32	old_italian_tuscan	31101	719630.0956282533	3.703248675553474	38596.834187076194	138581.92346915312	485954.06377133145	83881.41895236216	149794.61290455973	942a30e6e66c195698a2a68ec99fda15a955876ec76d508667e54fe9029071c4	True
GROUP_EXPANSION_LANGUAGE	32	medieval_czech	31101	716828.5625759889	3.688831861097903	35795.30113481183	135780.39041688875	485954.06377133145	81079.88590009777	149794.61290455973	6361a2cab10be97f6bdc45bb03ce037279f7c0f27804059f390b22624e4e515f	True
GROUP_EXPANSION_LANGUAGE	32	old_hungarian	31101	723340.1975091209	3.7223410258594973	42306.93606794381	142292.02535002073	485954.06377133145	87591.5208332298	149794.61290455973	0583009f8a43a085080c124a2d4d7ccbfb565c91830dc45fd6b1aae1632b05cc	True
MATCHED_GROUP_NULL	64	_	0	675659.3319090483	3.4769731577625422	0.0	94611.15974994807	448328.4644634763	77536.25454101225	149794.61290455973	4f24efe5a4a85472cca724a7f24246aa82222caf3313f2329af9d5f8c0c06a0a	True
GROUP_EXPANSION_LANGUAGE	64	latin	31101	755475.2358892399	3.8877093714067223	79815.90398019168	174427.06373013975	448936.19036807655	156744.43261660365	149794.61290455973	3bebfabacdafe38514349ff044b034eb900a2283f8119fff568df6ac6080c72a	True
GROUP_EXPANSION_LANGUAGE	64	middle_high_german	31101	744802.5723161572	3.8327873670578887	69143.24040710891	163754.40015705698	448936.19036807655	146071.76904352094	149794.61290455973	2ef9ca7ffa0103e98c6b21e7772b18da09fb477f65cf123ff015b5e5d43d722c	True
GROUP_EXPANSION_LANGUAGE	64	middle_french	31101	750356.7168773621	3.861369243517847	74697.38496831385	169308.54471826192	448936.19036807655	151625.91360472588	149794.61290455973	6f5b6aaca8b050d274ca938c502f79b3a6daec0b8fc1d08d4892a3d0ef4b0a38	True
GROUP_EXPANSION_LANGUAGE	64	old_italian_tuscan	31101	741237.7844540995	3.8144428091954645	65578.45254505123	160189.6122949993	448936.19036807655	142506.98118146326	149794.61290455973	4a2830e118490085a47bcbf889d9954ac7660113e67d4980a7153ad7f373d41e	True
GROUP_EXPANSION_LANGUAGE	64	medieval_czech	31101	732981.0289596093	3.7719531759309675	57321.69705056108	151932.85680050915	448936.19036807655	134250.22568697314	149794.61290455973	87784a61908871627cc4fafe70b25de44f1b55ee03699c7b820acdee92b27db5	True
GROUP_EXPANSION_LANGUAGE	64	old_hungarian	31101	744718.3105281084	3.8323537521258744	69058.97861906013	163670.1383690082	448936.19036807655	145987.50725547213	149794.61290455973	ddd5ab0ffc6e6b87fc1dd5a7cd61d4e51f079d81eef088059de0d1f1d072befb	True
MATCHED_GROUP_NULL	128	_	0	670685.6818710258	3.451378532096014	0.0	89637.50971192564	403790.1539009154	117100.91506555073	149794.61290455973	c7a4ea70d26fb9d5e85617699782818651a427bc7458c20f40861481bec09cf2	True
GROUP_EXPANSION_LANGUAGE	128	latin	31101	774733.6907861938	3.986814242122403	104048.008915168	193685.51862709364	405003.02074761514	219936.05713401904	149794.61290455973	2025c80a9df628fdb4a5c491852527cbd456e7e7de7e99d99093451f3930c3f7	True
GROUP_EXPANSION_LANGUAGE	128	middle_high_german	31101	769231.6121051906	3.958500299011911	98545.93023416481	188183.43994609045	405003.02074761514	214433.97845301582	149794.61290455973	87b2e2b7106123621cde298ade8ade5339df2ab567ac7981f4d4c52c680f843b	True
GROUP_EXPANSION_LANGUAGE	128	middle_french	31101	761486.2183643712	3.918642156215245	90800.5364933454	180438.04620527104	405003.02074761514	206688.58471219632	149794.61290455973	bd51c74061e4e97b0ee35fa54db9fb48bd948dd2c8be07a6ecbb388935ade714	True
GROUP_EXPANSION_LANGUAGE	128	old_italian_tuscan	31101	757514.8994170282	3.8982055711956742	86829.21754600236	176466.727257928	405003.02074761514	202717.26576485336	149794.61290455973	12205177fd74a92dddfca559639d282422aa02cdd52fb51a58d5be0fc9b24839	True
GROUP_EXPANSION_LANGUAGE	128	medieval_czech	31101	746590.0047924353	3.8419855745684286	75904.3229214095	165541.83263333514	405003.02074761514	191792.37114026054	149794.61290455973	73190ea029588015327aa19a0be672353c686e7b285cb70bfe98b5d384a8c11f	True
