role	rank	formal_feature	log_odds_weight	support	positive_support	physical_folios	selected_model	claim_state	prose_occurrence_total	prose_occurrences_exported
PLANT	1	F3:BCA	1.757339245342	6	5	5	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	14	14
PLANT	2	F3:KAQ	1.650809374290	9	7	4	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	191	40
PLANT	3	F2:BC	1.509673382280	8	6	5	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	71	40
PLANT	4	F3:ABC	1.509673382280	8	6	5	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	43	40
PLANT	5	F3:^QA	1.347975496818	7	5	6	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	337	40
FIGURE	1	F3:ABQ	2.653828646936	7	5	5	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	327	40
FIGURE	2	F3:QJB	2.653828646936	7	5	4	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	522	40
FIGURE	3	F2:BQ	2.363209714810	8	5	6	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	545	40
FIGURE	4	F2:CK	2.308450212446	3	2	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	72	40
FIGURE	5	F3:ACK	2.308450212446	3	2	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	27	27
WATER_OR_APPARATUS	1	F3:BQK	2.795061578092	3	2	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	194	40
WATER_OR_APPARATUS	2	F3:QJB	2.669689333230	7	4	4	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	522	40
WATER_OR_APPARATUS	3	F2:CQ	2.386814827022	4	2	4	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	10	10
WATER_OR_APPARATUS	4	FAMILY_EXACT:AQJBA	2.386814827022	4	2	4	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	143	40
WATER_OR_APPARATUS	5	F2:JB	2.247857798666	14	6	8	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	1780	40
STAR_OR_SKY	1	FAMILY_EXACT:BAG	2.164046178639	4	4	2	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	429	40
STAR_OR_SKY	2	F3:JAA	1.933933958009	3	3	2	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	19	19
STAR_OR_SKY	3	F2:AA	1.548575167030	9	7	4	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	186	40
STAR_OR_SKY	4	F2:TA	1.466874847779	5	4	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	62	40
STAR_OR_SKY	5	F3:KJB	1.466874847779	5	4	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	781	40
REL_EXPLICIT_ATTACHMENT	1	F3:UA$	2.346070204934	4	3	2	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	408	40
REL_EXPLICIT_ATTACHMENT	2	F3:^A$	2.346070204934	4	3	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	47	40
REL_EXPLICIT_ATTACHMENT	3	FAMILY_EXACT:A	2.346070204934	4	3	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	47	40
REL_EXPLICIT_ATTACHMENT	4	F2:TA	1.937560954444	5	3	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	62	40
REL_EXPLICIT_ATTACHMENT	5	F3:BKJ	1.937560954444	5	3	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	267	40
REL_ENCLOSURE	1	F3:CAF	2.129904413237	5	2	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	85	40
REL_ENCLOSURE	2	F2:CJ	1.984131361876	3	1	2	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	15	15
REL_ENCLOSURE	3	F3:JAA	1.984131361876	3	1	2	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	19	19
REL_ENCLOSURE	4	F3:LAB	1.984131361876	3	1	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	235	40
REL_ENCLOSURE	5	FAMILY_EXACT:AQAQA	1.984131361876	3	1	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	2	2
REL_PROXIMITY	1	F2:KB	2.271529303057	16	16	7	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	1060	40
REL_PROXIMITY	2	F3:KBA	2.138135660966	14	14	7	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	977	40
REL_PROXIMITY	3	F2:BQ	1.603017344631	8	8	6	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	545	40
REL_PROXIMITY	4	F3:QKB	1.603017344631	8	8	5	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	630	40
REL_PROXIMITY	5	F3:ABQ	1.481242287705	7	7	5	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	327	40
REL_ARRAY_OR_GROUP	1	F2:CK	2.476347396392	3	2	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	72	40
REL_ARRAY_OR_GROUP	2	F2:QL	2.476347396392	3	2	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	181	40
REL_ARRAY_OR_GROUP	3	F3:ACK	2.476347396392	3	2	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	27	27
REL_ARRAY_OR_GROUP	4	F3:BAQ	2.476347396392	3	2	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	40	40
REL_ARRAY_OR_GROUP	5	F3:LAB	2.476347396392	3	2	3	SOURCE_FAMILY	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	235	40
PLANT	1	HOST_EXACT:oky	2.264557697405	4	4	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	159	40
PLANT	2	H3:lda	2.033979167603	3	3	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	43	40
PLANT	3	H3:oky	1.919037130804	7	6	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	179	40
PLANT	4	H3:^os	1.567527016818	5	4	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	73	40
PLANT	5	H3:alo	1.567527016818	5	4	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	51	40
FIGURE	1	H3:kal	2.984070333806	9	7	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	250	40
FIGURE	2	H2:lk	2.653828646936	7	5	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	489	40
FIGURE	3	HOST_EXACT:okal	2.615934912194	4	3	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	155	40
FIGURE	4	H3:olk	2.450887802939	6	4	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	264	40
FIGURE	5	H2:rc	2.308450212446	3	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	37	37
WATER_OR_APPARATUS	1	H2:ed	3.113515309210	4	3	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	303	40
WATER_OR_APPARATUS	2	HOST_EXACT:okal	3.113515309210	4	3	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	155	40
