model	physical_folio	pairs	gain_bits	positive_gain
LAST_HOST_CHAR3_HASH32	f10	1	-0.035040005788	0
LAST_HOST_CHAR3_HASH32	f13	1	0.084467008801	1
LAST_HOST_CHAR3_HASH32	f15	1	-0.088602045387	0
LAST_HOST_CHAR3_HASH32	f18	1	-0.002137799089	0
LAST_HOST_CHAR3_HASH32	f20	1	0.089599955365	1
LAST_HOST_CHAR3_HASH32	f23	1	-0.068351531077	0
LAST_HOST_CHAR3_HASH32	f27	1	-0.036181932566	0
LAST_HOST_CHAR3_HASH32	f28	1	-0.022282674435	0
LAST_HOST_CHAR3_HASH32	f29	1	-0.040490500562	0
LAST_HOST_CHAR3_HASH32	f37	1	-0.039934665818	0
LAST_HOST_CHAR3_HASH32	f4	1	0.065881930540	1
LAST_HOST_CHAR3_HASH32	f47	2	0.008147319980	1
LAST_HOST_CHAR3_HASH32	f52	1	0.009469734435	1
LAST_HOST_CHAR3_HASH32	f7	1	-0.144384524987	0
LAST_HOST_CHAR3_HASH32	f75	1	-1.224675184214	0
LAST_HOST_CHAR3_HASH32	f77	2	-0.732295719245	0
LAST_HOST_CHAR3_HASH32	f79	2	0.080302105239	1
LAST_HOST_CHAR3_HASH32	f82	1	0.033073426673	1
LAST_HOST_CHAR3_HASH32	f83	2	-2.818572650030	0
LAST_HOST_CHAR3_HASH32	f85	2	0.506845621111	1
LAST_HOST_CHAR3_HASH32	f89	1	0.223000359532	1
LAST_HOST_CHAR3_HASH32	f9	2	0.082769677553	1
LAST_HOST_CHAR3_HASH32	f95	2	-0.139215200671	0
LAST_HOST_CHAR3_HASH32	f96	1	0.055503798524	1
LAST_RAW_CHAR3_HASH32	f10	1	-0.026376052730	0
LAST_RAW_CHAR3_HASH32	f13	1	0.079078224289	1
LAST_RAW_CHAR3_HASH32	f15	1	-0.043212141141	0
LAST_RAW_CHAR3_HASH32	f18	1	0.011453161286	1
LAST_RAW_CHAR3_HASH32	f20	1	0.807405048478	1
LAST_RAW_CHAR3_HASH32	f23	1	-0.124309561975	0
LAST_RAW_CHAR3_HASH32	f27	1	-0.099569707830	0
LAST_RAW_CHAR3_HASH32	f28	1	-0.060054050615	0
LAST_RAW_CHAR3_HASH32	f29	1	-0.040853836429	0
LAST_RAW_CHAR3_HASH32	f37	1	0.028810535963	1
LAST_RAW_CHAR3_HASH32	f4	1	0.144540725168	1
LAST_RAW_CHAR3_HASH32	f47	2	-0.047002897943	0
LAST_RAW_CHAR3_HASH32	f52	1	0.007164990644	1
LAST_RAW_CHAR3_HASH32	f7	1	-0.082968031749	0
LAST_RAW_CHAR3_HASH32	f75	1	-0.028471828857	0
LAST_RAW_CHAR3_HASH32	f77	2	0.873753354534	1
LAST_RAW_CHAR3_HASH32	f79	2	0.197414890725	1
LAST_RAW_CHAR3_HASH32	f82	1	0.066703051443	1
LAST_RAW_CHAR3_HASH32	f83	2	-0.002714892642	0
LAST_RAW_CHAR3_HASH32	f85	2	-0.367853094198	0
LAST_RAW_CHAR3_HASH32	f89	1	0.039439479695	1
LAST_RAW_CHAR3_HASH32	f9	2	0.082315627185	1
LAST_RAW_CHAR3_HASH32	f95	2	-0.246983185472	0
LAST_RAW_CHAR3_HASH32	f96	1	0.125097481007	1
