edition	axis	model	rows	positives	held_folios	gain_bits	selector_paid_gain_bits	positive_folios	mean_brier_gain	mean_ap_gain	null_median_bits	local_p	max_15_p
ZL3b	RAYS_8_VS_7	OPEN_WRAPPER7	149	66	7	5.211184936658	1.304294341049	5	0.010288076124	0.016821676794	2.240017981422	0.202587258970	0.439345862826
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	149	66	7	1.669199437331	-2.237691158277	3	0.004474859086	0.018786102953	-0.712799927281	0.268489138394	0.797412741030
ZL3b	RAYS_8_VS_7	BODY_COMPILER12	149	66	7	0.614410988906	-3.292479606703	3	0.013449040962	-0.035611222012	1.265762021096	0.554063949231	0.886746399805
ZL3b	RAYS_8_VS_7	OPEN_BODY_COMPILER24	149	66	7	2.759707610454	-1.147182985155	3	0.018306521449	0.001256247120	2.154606990803	0.461557237003	0.692701977056
ZL3b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	149	66	7	-16.542231369916	-20.449121965525	1	-0.013519262431	-0.074165810014	-8.640808246784	0.906028801562	1.000000000000
ZL3b	TAIL_2_VS_1	OPEN_WRAPPER7	155	22	7	-10.096256744360	-14.003147339969	1	-0.011122632736	-0.183087126916	-5.952164364775	0.996582865511	1.000000000000
ZL3b	TAIL_2_VS_1	OPEN_COMPILER12	155	22	7	-6.276590881395	-10.183481477004	2	-0.007738243745	-0.112639925166	-6.801878513437	0.428850378326	1.000000000000
ZL3b	TAIL_2_VS_1	BODY_COMPILER12	155	22	7	-13.314990009151	-17.221880604759	0	-0.013147073237	-0.084989681079	-9.432901354110	0.875518672199	1.000000000000
ZL3b	TAIL_2_VS_1	OPEN_BODY_COMPILER24	155	22	7	-15.686826782267	-19.593717377875	0	-0.015133922607	-0.106971763695	-13.916060460997	0.662191847693	1.000000000000
ZL3b	TAIL_2_VS_1	RAW_RECORD_CHAR3_HASH32	155	22	7	-13.735527814483	-17.642418410091	2	-0.009500997315	-0.096623597467	-16.286085854016	0.308518428118	1.000000000000
