channel	candidate_id	visual_feature	formal_feature	feature_level	aliases	label	n_hard	contact_or_positive_n	gap_or_negative_n	feature_positive	positive_with_feature	negative_with_feature	effect_p_feature_given_positive_minus_negative	feature_value_summary	within_array_signed_effect	informative_arrays	conditional_mutual_information_bits_per_row	raw_mdl_gain_bits	selector_paid_mdl_gain_bits	exact_permutation_worlds	exact_signed_p	exact_cmi_p	conditional_library_max_signed_p	conditional_library_max_cmi_p	cyclic_rotation_worlds	cyclic_rotation_p	length_group_matched_worlds	length_group_matched_signed_p	per_array_contributions	leave_one_array_effects	leave_one_folio_effects	survives_leave_one_array_direction	survives_leave_one_folio_direction	edition_min_mask_jaccard	edition_signed_effects	uncertainty_dependence	obvious_confounds	notes	atlas_row
BFE_ENCLOSURE	964b21adf85c	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_1GRAM:F)_OR_(FAMILY_3GRAM:BQA)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	5	0	5	-0.38461538461538464	present=5	-1.0	1	0.16740527490597734	1.3319817595512866	-6.513508291393088	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:-1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:-1.000000:1;f77v:-1.000000:1;f80r:-1.000000:1;f82r:-1.000000:1;f82v:0.000000:0;f83r:-1.000000:1;f83v:-1.000000:1	f77:-1.000000:1;f80:-1.000000:1;f82:0.000000:0;f83:-1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;ONE_POSITIVE_FOLIO;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED;ZERO_POSITIVE_SUPPORT;POSSIBLE_LENGTH_CONFOUND	Postselected depth-2 exploratory combination.	1
BFE_ENCLOSURE	6fa88ceb07e3	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_1GRAM:K)_OR_(FAMILY_2GRAM:BA)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	19	13	6	0.35096153846153844	present=19	1.0	1	0.16740527490597734	-1.0603356632274732	-8.905825714171847	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	2
BFE_ENCLOSURE	53746ed2a968	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_1GRAM:K)_OR_(FAMILY_SUFFIX_3:JBA)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	12	10	2	0.47115384615384615	present=12	1.0	1	0.16740527490597734	-0.7260709530629121	-8.571561004007286	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	3
BFE_ENCLOSURE	e716d0358d4f	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_1GRAM:K)_OR_(MEMBER_TOKEN_ZL3b:B1)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	15	10	5	0.24038461538461536	present=15	1.0	1	0.16740527490597734	-2.0196936787301283	-9.865183729674502	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	4
BFE_ENCLOSURE	532111805a09	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_2GRAM:BA)_OR_(FAMILY_SUFFIX_2:KA)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	18	12	6	0.28846153846153844	present=18	1.0	1	0.16740527490597734	-0.47537316250631534	-8.32086321345069	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	5
BFE_ENCLOSURE	6c779c7c3fbc	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_2GRAM:BA)_OR_(SYMBOL_COUNT_GE:6)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	21	14	7	0.33653846153846156	present=21	1.0	1	0.16740527490597734	-0.21233875667252633	-8.0578288076169	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	6
BFE_ENCLOSURE	bc3638ba935a	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_SUFFIX_1:A)_AND_(FAMILY_1GRAM:B)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	16	9	7	0.024038461538461564	present=16	1.0	1	0.16740527490597734	-1.2827280845639244	-9.128218135508298	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	7
BFE_ENCLOSURE	c3ff358e9a99	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_SUFFIX_1:A)_AND_(SYMBOL_COUNT_GE:5)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	16	10	6	0.16346153846153844	present=16	1.0	1	0.16740527490597734	-1.2827280845639244	-9.128218135508298	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	8
BFE_ENCLOSURE	b0c5db52c75e	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_SUFFIX_1:A)_OR_(FAMILY_1GRAM:J)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	18	11	7	0.14903846153846156	present=18	1.0	1	0.16740527490597734	-1.1307249911188784	-8.976215042063252	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	9
BFE_ENCLOSURE	a7e0d693d184	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_SUFFIX_1:A)_OR_(FAMILY_1GRAM:K)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	20	13	7	0.27403846153846156	present=20	1.0	1	0.16740527490597734	-0.9083325697824272	-8.753822620726801	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	10
