panel	representation	physical_folio	pages	gain_bits
ELV	PAGE_HOST_IDENTITY	f1	1	0.105446131015
ELV	PAGE_HOST_IDENTITY	f10	1	0.0600387552136
ELV	PAGE_HOST_IDENTITY	f13	1	0.0289353033353
ELV	PAGE_HOST_IDENTITY	f14	1	0.0927697303562
ELV	PAGE_HOST_IDENTITY	f15	1	-0.0478018065158
ELV	PAGE_HOST_IDENTITY	f16	2	-0.966160389462
ELV	PAGE_HOST_IDENTITY	f17	1	0.0772263814316
ELV	PAGE_HOST_IDENTITY	f18	1	0.0239483142226
ELV	PAGE_HOST_IDENTITY	f2	2	0.276999500896
ELV	PAGE_HOST_IDENTITY	f20	2	0.0214545681773
ELV	PAGE_HOST_IDENTITY	f21	2	0.0872235812754
ELV	PAGE_HOST_IDENTITY	f22	1	-0.0430647900884
ELV	PAGE_HOST_IDENTITY	f23	1	0.0797025125564
ELV	PAGE_HOST_IDENTITY	f24	2	0.0320688631117
ELV	PAGE_HOST_IDENTITY	f25	2	-0.0502344859718
ELV	PAGE_HOST_IDENTITY	f27	1	0.0686457337372
ELV	PAGE_HOST_IDENTITY	f28	2	0.393396181724
ELV	PAGE_HOST_IDENTITY	f29	1	-0.0541590336715
ELV	PAGE_HOST_IDENTITY	f3	1	0.164694202341
ELV	PAGE_HOST_IDENTITY	f30	2	0.120771128958
ELV	PAGE_HOST_IDENTITY	f31	1	0.0973533361456
ELV	PAGE_HOST_IDENTITY	f32	2	0.122506861972
ELV	PAGE_HOST_IDENTITY	f33	2	1.17503848133
ELV	PAGE_HOST_IDENTITY	f34	2	0.345684560749
ELV	PAGE_HOST_IDENTITY	f35	1	0.185093808413
ELV	PAGE_HOST_IDENTITY	f36	2	-0.797038063618
ELV	PAGE_HOST_IDENTITY	f37	1	-0.158074846144
ELV	PAGE_HOST_IDENTITY	f38	1	0.149316514256
ELV	PAGE_HOST_IDENTITY	f39	2	-0.0887864136957
ELV	PAGE_HOST_IDENTITY	f4	2	0.0704555024559
ELV	PAGE_HOST_IDENTITY	f40	1	0.0736978463108
ELV	PAGE_HOST_IDENTITY	f41	2	0.435159167155
ELV	PAGE_HOST_IDENTITY	f42	2	0.127567324851
ELV	PAGE_HOST_IDENTITY	f43	2	-0.616336463967
ELV	PAGE_HOST_IDENTITY	f44	1	0.0346127843497
ELV	PAGE_HOST_IDENTITY	f45	2	0.180377378036
ELV	PAGE_HOST_IDENTITY	f46	1	0.0354383135823
ELV	PAGE_HOST_IDENTITY	f47	1	0.0412177199268
ELV	PAGE_HOST_IDENTITY	f48	2	0.160153633003
ELV	PAGE_HOST_IDENTITY	f49	2	0.174766846837
ELV	PAGE_HOST_IDENTITY	f5	2	2.87649389962
ELV	PAGE_HOST_IDENTITY	f51	1	0.100733731453
ELV	PAGE_HOST_IDENTITY	f52	2	-0.331129705261
ELV	PAGE_HOST_IDENTITY	f53	1	0.159178826523
ELV	PAGE_HOST_IDENTITY	f54	1	-0.0621396859085
ELV	PAGE_HOST_IDENTITY	f56	2	-0.875618712681
ELV	PAGE_HOST_IDENTITY	f57	1	-0.49758260831
ELV	PAGE_HOST_IDENTITY	f6	2	-0.893372580888
ELV	PAGE_HOST_IDENTITY	f66	1	-0.637121674189
ELV	PAGE_HOST_IDENTITY	f7	2	-0.841797984694
ELV	PAGE_HOST_IDENTITY	f8	2	0.00301219220615
ELV	PAGE_HOST_IDENTITY	f9	2	0.0902390549389
ELV	PAGE_HOST_IDENTITY	f90	1	0.0963327336206
ELV	PAGE_HOST_IDENTITY	f95	1	0.00267188914902
ELV	PAGE_HOST_CHAR3	f1	1	0.106616454458
ELV	PAGE_HOST_CHAR3	f10	1	0.073728720733
ELV	PAGE_HOST_CHAR3	f13	1	0.0224562601304
