page_host	occurrences	folios	pages	raw_surface_types	wrapper_types	right_family_types	dominant_abstract_role	dominant_purity	held_folio_predictions	host_lookup_correct	placement_baseline_correct	host_accuracy	placement_accuracy	host_increment	wrappers	right_families	example_surfaces	priority_status	claim_state
olchey	9	6	6	5	5	1	INSTRUCTION_CLAUSE_LIKE	1.000000000000	9	9	9	1.000000000000	1.000000000000	0.000000000000	NONE|ch|che|q|s	NONE	cheolchey|cholchey|olchey|qolchey|solchey	PLACEMENT_STABLE_NUISANCE_EXPLAINED	OPAQUE_ADDRESS_CANDIDATE_NO_GLOSS
r	9	5	6	4	2	3	INSTRUCTION_CLAUSE_LIKE	1.000000000000	9	9	9	1.000000000000	1.000000000000	0.000000000000	NONE|sh	NONE|ain|al	r|rain|ral|shr	PLACEMENT_STABLE_NUISANCE_EXPLAINED	OPAQUE_ADDRESS_CANDIDATE_NO_GLOSS
cthy	24	8	11	3	3	1	INSTRUCTION_CLAUSE_LIKE	0.958333333333	24	23	23	0.958333333333	0.958333333333	0.000000000000	ch|che|sh	NONE	chcthy|checthy|shcthy	PLACEMENT_STABLE_NUISANCE_EXPLAINED	OPAQUE_ADDRESS_CANDIDATE_NO_GLOSS
eol	18	7	8	4	3	1	INSTRUCTION_CLAUSE_LIKE	0.944444444444	18	17	18	0.944444444444	1.000000000000	-0.055555555556	che|sh|t	NONE	cheeol|sheol|sheoldy|teol	PLACEMENT_STABLE_NUISANCE_EXPLAINED	OPAQUE_ADDRESS_CANDIDATE_NO_GLOSS
che	14	6	8	5	5	1	SHORT_ARGUMENT_LIKE	0.928571428571	14	13	14	0.928571428571	1.000000000000	-0.071428571429	NONE|d|q|s|t	NONE	dchedy|otchedy|qotchedy|schedy|tchedy	PLACEMENT_STABLE_NUISANCE_EXPLAINED	OPAQUE_ADDRESS_CANDIDATE_NO_GLOSS
okey	14	8	11	2	2	1	INSTRUCTION_CLAUSE_LIKE	0.928571428571	14	13	14	0.928571428571	1.000000000000	-0.071428571429	NONE|q	NONE	okey|qokey	PLACEMENT_STABLE_NUISANCE_EXPLAINED	OPAQUE_ADDRESS_CANDIDATE_NO_GLOSS
ey	34	9	15	3	3	1	INSTRUCTION_CLAUSE_LIKE	0.911764705882	34	31	33	0.911764705882	0.970588235294	-0.058823529412	che|q|sh	NONE	cheey|qey|shey	PLACEMENT_STABLE_NUISANCE_EXPLAINED	OPAQUE_ADDRESS_CANDIDATE_NO_GLOSS
olk	22	7	11	9	5	4	INSTRUCTION_CLAUSE_LIKE	0.909090909091	22	20	21	0.909090909091	0.954545454545	-0.045454545455	NONE|ch|che|q|s	aiin|ain|air|ar	cheolkain|cholkaiin|olkaiin|olkain|olkair|olkar|qolkain|solkaiin|solkain	PLACEMENT_STABLE_NUISANCE_EXPLAINED	OPAQUE_ADDRESS_CANDIDATE_NO_GLOSS
ckhy	21	9	10	3	3	1	INSTRUCTION_CLAUSE_LIKE	0.904761904762	21	19	21	0.904761904762	1.000000000000	-0.095238095238	ch|che|sh	NONE	chckhy|checkhy|shckhy	PLACEMENT_STABLE_NUISANCE_EXPLAINED	OPAQUE_ADDRESS_CANDIDATE_NO_GLOSS
olor	6	4	4	2	2	1	INSTRUCTION_CLAUSE_LIKE	1.000000000000	6	6	6	1.000000000000	1.000000000000	0.000000000000	NONE|s	NONE	olor|solor	WRAPPER_LIMITED_STABLE	OPAQUE_ADDRESS_CANDIDATE_NO_GLOSS
pche	6	4	4	1	1	1	SHORT_ARGUMENT_LIKE	1.000000000000	6	6	6	1.000000000000	1.000000000000	0.000000000000	NONE	NONE	pchedy	WRAPPER_LIMITED_STABLE	OPAQUE_ADDRESS_CANDIDATE_NO_GLOSS
eeol	5	3	3	3	2	2	INSTRUCTION_CLAUSE_LIKE	1.000000000000	5	5	5	1.000000000000	1.000000000000	0.000000000000	sh|t	NONE|ain	sheeol|teeol|teeolain	WRAPPER_LIMITED_STABLE	OPAQUE_ADDRESS_CANDIDATE_NO_GLOSS
eky	5	3	4	2	2	1	INSTRUCTION_CLAUSE_LIKE	1.000000000000	5	5	5	1.000000000000	1.000000000000	0.000000000000	che|sh	NONE	cheeky|sheky	WRAPPER_LIMITED_STABLE	OPAQUE_ADDRESS_CANDIDATE_NO_GLOSS
