status	corpus_id	held_fold	left_operations	right_operations	pair_cells	compatible_cells	compatible_density	selected_k_left_full_descriptive	selected_k_right_full_descriptive	left_min_class_size	right_min_class_size	block_mdl_bits	in_sample_block_gain_bits	occupied_positive_blocks	blocks
SCORED	VOYNICH_MATCHED	F01	206	199	40994	3692	0.09006196028687125	32	1	1	199	16675.631847146393	1233.1502352593488	31	32
SCORED	VOYNICH_MATCHED	F02	206	200	41200	3758	0.0912135922330097	32	1	1	200	16847.830941198106	1308.751921920597	31	32
SCORED	VOYNICH_MATCHED	F03	206	199	40994	3810	0.09294043030687418	32	2	1	92	16425.476452159677	1874.0839880470157	62	64
SCORED	VOYNICH_MATCHED	F04	206	201	41406	3837	0.09266772931459209	32	2	2	89	17650.35405282781	795.9124321395502	61	64
SCORED	VOYNICH_MATCHED	F05	206	202	41612	3751	0.09014226665384985	32	4	1	27	16500.511871370443	1689.2953216109927	103	128
SCORED	VOYNICH_MATCHED	F06	206	201	41406	3718	0.08979374969811138	1	32	206	1	17439.974292324045	611.6428339802369	32	32
SCORED	VOYNICH_MATCHED	F07	206	200	41200	3623	0.0879368932038835	32	2	2	52	16331.140649949266	1373.806801895491	60	64
SCORED	VOYNICH_MATCHED	F08	206	202	41612	3820	0.09180044218014034	32	4	2	15	17537.483896288584	881.4627249899677	106	128
SCORED	VOYNICH_MATCHED	F09	206	202	41612	3762	0.09040661347688167	32	2	2	67	16627.940597414716	1598.530062120346	60	64
SCORED	VOYNICH_MATCHED	F10	206	202	41612	3730	0.08963760453715275	32	2	1	100	16616.491952563432	1503.1792011956932	61	64
SCORED	VOYNICH_MATCHED	F11	206	201	41406	3714	0.08969714534125489	32	1	1	201	16510.713118585678	1527.5345699417558	31	32
SCORED	VOYNICH_MATCHED	F12	206	201	41406	3750	0.09056658455296333	32	1	1	201	17151.068286405527	1007.259340818935	30	32
SCORED	LATIN_MEDICAL_GRAPHEMATIC	F01	195	158	30810	53	0.0017202207075624797	1	1	195	158	570.5650544509783	0.0	1	1
SCORED	LATIN_MEDICAL_GRAPHEMATIC	F02	205	160	32800	53	0.0016158536585365853	1	1	205	160	575.3999466450188	0.0	1	1
SCORED	LATIN_MEDICAL_GRAPHEMATIC	F03	203	160	32480	48	0.001477832512315271	1	1	203	160	528.0059862909694	0.0	1	1
SCORED	LATIN_MEDICAL_GRAPHEMATIC	F04	204	160	32640	60	0.001838235294117647	1	1	204	160	639.2300129193771	0.0	1	1
SCORED	LATIN_MEDICAL_GRAPHEMATIC	F05	194	157	30458	57	0.001871429509488476	1	1	194	157	606.1207004288914	0.0	1	1
SCORED	LATIN_MEDICAL_GRAPHEMATIC	F06	198	146	28908	42	0.0014528850145288502	1	1	198	146	463.89126251739873	0.0	1	1
SCORED	LATIN_MEDICAL_GRAPHEMATIC	F07	192	152	29184	46	0.001576206140350877	1	1	192	152	501.96105207030047	0.0	1	1
SCORED	LATIN_MEDICAL_GRAPHEMATIC	F08	196	150	29400	57	0.0019387755102040817	1	1	196	150	603.1851364690939	0.0	1	1
SCORED	LATIN_MEDICAL_GRAPHEMATIC	F09	203	149	30247	59	0.00195060667173604	1	1	203	149	623.5910321811075	0.0	1	1
