evidence_id	source	observation	supports	opposes	strength	independence
E01	GDT202	Anonymous page-conditioned compiler survives while all active local semantic values are withdrawn.	HYBRID_COMPILER	DIRECT_WORD_DICTIONARY	STRONG_FORMAL	INTERNAL_FORMAL
E02	GDT189-194	Static alphabetic, codebook, short expansion, consonantal and homophonic language channels lose matched anonymous controls and are unstable.	NONLITERAL_OR_ABBREVIATED_PAYLOAD	SIMPLE_NATURAL_LANGUAGE_CIPHER	STRONG_NEGATIVE	INTERNAL_FORMAL
E03	GDT210	Readable De balneis images are the closest page-genre comparator for figures, pools, watercourses, tiers, caves and structures.	THERAPEUTIC_BALNEOLOGICAL_CONTENT_PRIOR	PURE_ALCHEMICAL_PERSONIFICATION	PROVISIONAL_EXTERNAL	EXTERNAL_READABLE
E04	GDT211	Readable bath records use identity/indication plus optional location, hydraulics, procedure and outcome; q13 opening-host effect is confounded by generic Herbal-B openings.	BATH_RECORD_SCHEMA_COMPATIBLE	LOCALIZED_IDENTITY_FIELD	WEAK_COMPATIBILITY	EXTERNAL_SCHEMA_PLUS_INTERNAL
E05	GDT212	Readable bath illustrations weakly expose setting/hydraulics but fail to expose indication, procedure or outcome.	VISUAL_SETTING_HYDRAULIC_LAYER	FIGURE_GESTURE_TRANSLATION	WEAK_EXTERNAL	EXTERNAL_READABLE
E06	GDT213	A readable medical codex combines abstract connected systems, component labels and longer practical text, with variable label/prose layouts across pages.	MIXED_DIAGRAM_RECORD_FORMAT	HOMOGENEOUS_TEXT_ROLE	PROVISIONAL_EXTERNAL	EXTERNAL_READABLE
E07	GDT214	A readable hydraulic folio uses repeated machine components and compact nearby marks; component-key architecture is historically plausible.	DIAGRAM_REFERENCE_REGISTER	EVERY_LABEL_IS_OBJECT_NAME	PROVISIONAL_EXTERNAL	EXTERNAL_READABLE
E08	GDT187	Exact PAGE_HOST reuse covers 57/215 label occurrences in same-page prose but is not globally unusual, max-ten p=.2963.	REGISTER_LOCAL_ECOLOGY	EXACT_LABEL_TO_PROSE_KEY_DICTIONARY	STRONG_NEGATIVE	INTERNAL_HELD_NULL
E09	LRG001-007	Labels have a transferable construction profile concentrated at group-initial family and prose edges, but no exact q/D1 or A1 semantic mechanism localizes it.	DISTINCT_LABEL_REGISTER	SIMPLE_DROPPED_PREFIX_KEY	STRONG_FORMAL	INTERNAL_HELD
E10	GDT169	Repeated external-referent pairs do not preserve exact PAGE_HOST or full tuple robustly; locally owned queries have zero exact paired-host matches.	CONTEXTUAL_OR_DISTRIBUTED_CONTENT	ONE_REFERENT_ONE_FIXED_HOST	STRONG_NEGATIVE	EXTERNAL_ANNOTATION_PLUS_INTERNAL
E11	GDT165-167	Opaque exact-host next and distributional context do not transfer globally or within register despite local alignment structure.	PAGE_OR_RECORD_REBINDING	STABLE_GLOBAL_LEXICAL_CODEBOOK	STRONG_NEGATIVE	INTERNAL_HELD
E12	GDT168-174	Synthetic calibration shows host-context negatives cannot distinguish a sparse lexical codebook from distributed coding, while full surface parsing misses true components.	INSTRUMENT_LIMITED_HYBRID	OVERINTERPRET_NEGATIVE_HOST_TESTS	STRONG_CALIBRATION	SYNTHETIC_ORACLE
