model	scope	physical_folio	pairs	gain_bits	positive
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f1	1	0.189332313538	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f10	1	0.055618668400	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f100	1	-0.000652086100	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f13	1	-0.142035031578	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f14	2	-0.229199492216	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f15	6	0.012885320754	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f16	4	-0.152665723850	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f17	3	0.147576438723	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f18	5	-0.116983037281	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f19	3	-0.258883235937	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f2	4	-0.335901305473	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f21	2	0.108088090549	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f22	6	-1.206875932982	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f23	2	-0.177912672932	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f24	4	0.170904075297	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f25	2	-0.243628843645	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f28	4	-0.039885221189	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f29	1	-0.341999346291	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f3	2	-0.063964001765	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f30	3	-0.458245494614	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f31	1	0.012643706229	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f32	3	-0.487134134010	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f34	1	0.576085555751	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f35	9	-0.097459523435	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f36	6	0.137200757835	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f37	7	1.166712168272	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f38	1	-0.047189725145	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f4	3	-0.047751534777	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f40	1	-0.053933401764	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f42	3	0.456411793119	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f43	1	-0.217008640520	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f45	2	0.033935891291	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f46	2	-0.439299739213	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f47	5	0.138277670035	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f48	1	0.589439113968	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f5	1	-0.138454161188	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f50	1	-0.176412154478	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f51	1	0.202344287139	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f52	1	-0.035491780773	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f54	1	0.014941844019	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f55	1	0.043876389171	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f56	5	0.819943406843	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f6	5	0.718415915246	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f66	3	0.685298220702	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f7	3	-0.007155765290	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f75	7	-0.657579130843	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f76	6	-0.582581117192	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f77	10	-1.305894418476	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f78	9	0.593041896475	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f79	9	0.546516367752	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f8	2	0.008195123822	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f80	6	-0.062029158369	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f81	5	-0.451040448302	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f82	5	1.040432034164	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f83	12	0.855937432720	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f85	1	-0.077431713603	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f86	7	0.263208263631	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f88	1	0.007553809089	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f89	1	-0.089803484335	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f9	1	0.054361243084	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f93	5	-0.996377562941	0
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f94	1	0.053760290869	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f95	5	-0.309777318354	0
