edition	axis	model	held_folio	held_rows	positives	gain_bits	brier_nuisance	brier_model	ap_nuisance	ap_model
ZL3b	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	f104	24	15	-0.164707214400	0.394892961851	0.373032496045	0.503188473320	0.679986173098
ZL3b	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	f105	20	3	-4.569917580254	0.297296508444	0.362120954696	0.404761904762	0.164285714286
ZL3b	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	f107	13	7	0.329322346467	0.258173272079	0.251615008383	0.663775510204	0.692517006803
ZL3b	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	f112	12	2	1.632559727737	0.304743913218	0.255697524949	0.174242424242	0.340909090909
ZL3b	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	f113	31	11	-1.797042233593	0.458837372905	0.434106722115	0.470468745566	0.418048797325
ZL3b	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	f114	25	8	-4.861020854568	0.221287826022	0.284658215364	0.656818181818	0.495622663781
ZL3b	RAYS_8_VS_7	OPEN_HOST_CHAR3_HASH32	f115	24	20	-0.608887152486	0.369073913530	0.362221406372	0.931251355583	0.873331331775
ZL3b	RAYS_8_VS_7	BODY_HOST_CHAR3_HASH32	f104	24	15	2.289994925130	0.394892961851	0.362552437074	0.503188473320	0.593816979026
ZL3b	RAYS_8_VS_7	BODY_HOST_CHAR3_HASH32	f105	20	3	4.276624352628	0.297296508444	0.233425282171	0.404761904762	0.338827838828
ZL3b	RAYS_8_VS_7	BODY_HOST_CHAR3_HASH32	f107	13	7	-4.114927244343	0.258173272079	0.321544194686	0.663775510204	0.653762903763
ZL3b	RAYS_8_VS_7	BODY_HOST_CHAR3_HASH32	f112	12	2	-4.277936945048	0.304743913218	0.405135162339	0.174242424242	0.155555555556
ZL3b	RAYS_8_VS_7	BODY_HOST_CHAR3_HASH32	f113	31	11	-1.094182883324	0.458837372905	0.446564542977	0.470468745566	0.573557360514
ZL3b	RAYS_8_VS_7	BODY_HOST_CHAR3_HASH32	f114	25	8	-12.701029800300	0.221287826022	0.279913219077	0.656818181818	0.330044224781
ZL3b	RAYS_8_VS_7	BODY_HOST_CHAR3_HASH32	f115	24	20	4.053580089261	0.369073913530	0.311007136714	0.931251355583	0.892428522069
ZL3b	RAYS_8_VS_7	OPEN_BODY_HOST_CHAR3_HASH32	f104	24	15	-3.391674667279	0.394892961851	0.408796197681	0.503188473320	0.519758338534
ZL3b	RAYS_8_VS_7	OPEN_BODY_HOST_CHAR3_HASH32	f105	20	3	4.257302317030	0.297296508444	0.231188497881	0.404761904762	0.326923076923
ZL3b	RAYS_8_VS_7	OPEN_BODY_HOST_CHAR3_HASH32	f107	13	7	-0.640289609540	0.258173272079	0.269671748262	0.663775510204	0.656684981685
ZL3b	RAYS_8_VS_7	OPEN_BODY_HOST_CHAR3_HASH32	f112	12	2	-3.676770643895	0.304743913218	0.383365476151	0.174242424242	0.154761904762
ZL3b	RAYS_8_VS_7	OPEN_BODY_HOST_CHAR3_HASH32	f113	31	11	-3.051064682281	0.458837372905	0.441616843608	0.470468745566	0.426042040963
ZL3b	RAYS_8_VS_7	OPEN_BODY_HOST_CHAR3_HASH32	f114	25	8	-4.802379461551	0.221287826022	0.281262658803	0.656818181818	0.409707252466
ZL3b	RAYS_8_VS_7	OPEN_BODY_HOST_CHAR3_HASH32	f115	24	20	-7.344107031666	0.369073913530	0.415661965642	0.931251355583	0.801082987444
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	f104	24	15	2.908943915583	0.394892961851	0.359419455792	0.503188473320	0.533349853334
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	f105	20	3	2.180975825333	0.297296508444	0.267232831699	0.404761904762	0.460606060606
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	f107	13	7	-1.723258008785	0.258173272079	0.291634373045	0.663775510204	0.659013605442
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	f112	12	2	-0.126946555537	0.304743913218	0.307976269027	0.174242424242	0.583333333333
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	f113	31	11	3.066700398507	0.458837372905	0.425302144588	0.470468745566	0.548226044713
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	f114	25	8	-4.619988211532	0.221287826022	0.280887560525	0.656818181818	0.455184610076
ZL3b	RAYS_8_VS_7	OPEN_COMPILER12	f115	24	20	-0.017227926238	0.369073913530	0.363311405595	0.931251355583	0.878815937898
ZL3b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	f104	24	15	-0.061082833015	0.394892961851	0.397948593647	0.503188473320	0.510860761472
ZL3b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	f105	20	3	1.494606129573	0.297296508444	0.274809188235	0.404761904762	0.184722222222
ZL3b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	f107	13	7	-2.048441538647	0.258173272079	0.294043855612	0.663775510204	0.703772418058
ZL3b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	f112	12	2	-6.309562991805	0.304743913218	0.430672920378	0.174242424242	0.171428571429
ZL3b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	f113	31	11	-2.395854329967	0.458837372905	0.434423290069	0.470468745566	0.501843744491
ZL3b	RAYS_8_VS_7	RAW_RECORD_CHAR3_HASH32	f114	25	8	-1.133140916519	0.221287826022	0.236866057529	0.656818181818	0.384926396068
