control_id	held_axis	eligible_events	held_levels_with_events	capacity
ABBREVIATION_HEAVY_MEDIEVAL	physical_folio	6401	4	POWERED
ABBREVIATION_HEAVY_MEDIEVAL	register	6401	4	POWERED
ABBREVIATION_HEAVY_MEDIEVAL	section	0	0	UNSCORED
ABBREVIATION_HEAVY_MEDIEVAL	currier	0	0	UNSCORED
ABBREVIATION_HEAVY_MEDIEVAL	hand	0	0	UNSCORED
ARBITRARY_LOCAL_CODEBOOK	physical_folio	3443	176	POWERED
ARBITRARY_LOCAL_CODEBOOK	register	2907	4	POWERED
ARBITRARY_LOCAL_CODEBOOK	section	0	0	UNSCORED
ARBITRARY_LOCAL_CODEBOOK	currier	0	0	UNSCORED
ARBITRARY_LOCAL_CODEBOOK	hand	0	0	UNSCORED
AUGSBURG_ACCOUNTS_1402_1424	physical_folio	7413	12	POWERED
AUGSBURG_ACCOUNTS_1402_1424	register	7381	18	POWERED
AUGSBURG_ACCOUNTS_1402_1424	section	0	0	UNSCORED
AUGSBURG_ACCOUNTS_1402_1424	currier	0	0	UNSCORED
AUGSBURG_ACCOUNTS_1402_1424	hand	0	0	UNSCORED
COMPOSITIONAL_TECHNICAL_NOTATION	physical_folio	3449	175	POWERED
COMPOSITIONAL_TECHNICAL_NOTATION	register	2873	4	POWERED
COMPOSITIONAL_TECHNICAL_NOTATION	section	0	0	UNSCORED
COMPOSITIONAL_TECHNICAL_NOTATION	currier	0	0	UNSCORED
COMPOSITIONAL_TECHNICAL_NOTATION	hand	0	0	UNSCORED
HYBRID_SHORTHAND	physical_folio	3337	176	POWERED
HYBRID_SHORTHAND	register	2775	4	POWERED
HYBRID_SHORTHAND	section	0	0	UNSCORED
HYBRID_SHORTHAND	currier	0	0	UNSCORED
HYBRID_SHORTHAND	hand	0	0	UNSCORED
IFORAL_1395_1411_GRAPHEMATIC	physical_folio	4303	6	POWERED
IFORAL_1395_1411_GRAPHEMATIC	register	0	0	UNSCORED
IFORAL_1395_1411_GRAPHEMATIC	section	0	0	UNSCORED
IFORAL_1395_1411_GRAPHEMATIC	currier	0	0	UNSCORED
IFORAL_1395_1411_GRAPHEMATIC	hand	0	0	UNSCORED
LATIN_15C_GRAPHEMATIC	physical_folio	4090	12	POWERED
LATIN_15C_GRAPHEMATIC	register	0	0	UNSCORED
LATIN_15C_GRAPHEMATIC	section	0	0	UNSCORED
LATIN_15C_GRAPHEMATIC	currier	0	0	UNSCORED
LATIN_15C_GRAPHEMATIC	hand	0	0	UNSCORED
LATIN_GERMAN_APOTHECARY_LATE15	physical_folio	695	6	POWERED
LATIN_GERMAN_APOTHECARY_LATE15	register	0	0	UNSCORED
LATIN_GERMAN_APOTHECARY_LATE15	section	0	0	UNSCORED
LATIN_GERMAN_APOTHECARY_LATE15	currier	0	0	UNSCORED
LATIN_GERMAN_APOTHECARY_LATE15	hand	0	0	UNSCORED
LATIN_MEDICAL_GRAPHEMATIC	physical_folio	4348	10	POWERED
LATIN_MEDICAL_GRAPHEMATIC	register	0	0	UNSCORED
LATIN_MEDICAL_GRAPHEMATIC	section	0	0	UNSCORED
LATIN_MEDICAL_GRAPHEMATIC	currier	0	0	UNSCORED
LATIN_MEDICAL_GRAPHEMATIC	hand	0	0	UNSCORED
LATIN_SCHOLASTIC_GRAPHEMATIC	physical_folio	5700	6	POWERED
LATIN_SCHOLASTIC_GRAPHEMATIC	register	0	0	UNSCORED
LATIN_SCHOLASTIC_GRAPHEMATIC	section	0	0	UNSCORED
LATIN_SCHOLASTIC_GRAPHEMATIC	currier	0	0	UNSCORED
LATIN_SCHOLASTIC_GRAPHEMATIC	hand	0	0	UNSCORED
LEARNED_ABBREVIATION_MAP	physical_folio	6656	4	POWERED
LEARNED_ABBREVIATION_MAP	register	6656	4	POWERED
LEARNED_ABBREVIATION_MAP	section	0	0	UNSCORED
LEARNED_ABBREVIATION_MAP	currier	0	0	UNSCORED
LEARNED_ABBREVIATION_MAP	hand	0	0	UNSCORED
LEARNED_ABBREVIATION_SAMPLED	physical_folio	6603	4	POWERED
LEARNED_ABBREVIATION_SAMPLED	register	6603	4	POWERED
LEARNED_ABBREVIATION_SAMPLED	section	0	0	UNSCORED
LEARNED_ABBREVIATION_SAMPLED	currier	0	0	UNSCORED
LEARNED_ABBREVIATION_SAMPLED	hand	0	0	UNSCORED
ORDINARY_NATURAL_LANGUAGE	physical_folio	6634	4	POWERED
ORDINARY_NATURAL_LANGUAGE	register	6634	4	POWERED
ORDINARY_NATURAL_LANGUAGE	section	0	0	UNSCORED
ORDINARY_NATURAL_LANGUAGE	currier	0	0	UNSCORED
ORDINARY_NATURAL_LANGUAGE	hand	0	0	UNSCORED
STE1_DIPLOMATIC_RECIPES	physical_folio	50	2	UNSCORED
STE1_DIPLOMATIC_RECIPES	register	0	0	UNSCORED
STE1_DIPLOMATIC_RECIPES	section	0	0	UNSCORED
STE1_DIPLOMATIC_RECIPES	currier	0	0	UNSCORED
STE1_DIPLOMATIC_RECIPES	hand	0	0	UNSCORED
STE1_EXPANDED_RECIPES	physical_folio	52	2	UNSCORED
STE1_EXPANDED_RECIPES	register	0	0	UNSCORED
STE1_EXPANDED_RECIPES	section	0	0	UNSCORED
STE1_EXPANDED_RECIPES	currier	0	0	UNSCORED
STE1_EXPANDED_RECIPES	hand	0	0	UNSCORED
VOYNICH_REFERENCE	physical_folio	6844	91	POWERED
VOYNICH_REFERENCE	register	6368	5	POWERED
VOYNICH_REFERENCE	section	6294	6	POWERED
