variant	page	score	direction
PAGE_HOST_PAGE	f75r	0.750000000000	Q_EARLIER
PAGE_HOST_PAGE	f75v	0.250000000000	Q_EARLIER
PAGE_HOST_PAGE	f77r	-0.212454212454	Q_LATER
PAGE_HOST_PAGE	f77v	0.878787878788	Q_EARLIER
PAGE_HOST_PAGE	f79r	-0.125000000000	Q_LATER
PAGE_HOST_PAGE	f79v	2.076190476190	Q_EARLIER
PAGE_HOST_PAGE	f80r	0.937500000000	Q_EARLIER
PAGE_HOST_PAGE	f82v	0.779411764706	Q_EARLIER
PAGE_HOST_PAGE	f83r	0.955555555556	Q_EARLIER
PAGE_HOST_PAGE_RIGHT	f75r	0.750000000000	Q_EARLIER
PAGE_HOST_PAGE_RIGHT	f75v	0.250000000000	Q_EARLIER
PAGE_HOST_PAGE_RIGHT	f77r	0.285714285714	Q_EARLIER
PAGE_HOST_PAGE_RIGHT	f77v	1.083333333333	Q_EARLIER
PAGE_HOST_PAGE_RIGHT	f79r	-0.166666666667	Q_LATER
PAGE_HOST_PAGE_RIGHT	f79v	2.659523809524	Q_EARLIER
PAGE_HOST_PAGE_RIGHT	f80r	0.954545454545	Q_EARLIER
PAGE_HOST_PAGE_RIGHT	f82v	0.678571428571	Q_EARLIER
PAGE_HOST_PAGE_RIGHT	f83r	1.000000000000	Q_EARLIER
PAGE_HOST_PAGE_DY	f75r	0.750000000000	Q_EARLIER
PAGE_HOST_PAGE_DY	f75v	0.250000000000	Q_EARLIER
PAGE_HOST_PAGE_DY	f77r	0.120879120879	Q_EARLIER
PAGE_HOST_PAGE_DY	f77v	0.878787878788	Q_EARLIER
PAGE_HOST_PAGE_DY	f79r	-0.125000000000	Q_LATER
PAGE_HOST_PAGE_DY	f79v	2.076190476190	Q_EARLIER
PAGE_HOST_PAGE_DY	f80r	0.937500000000	Q_EARLIER
PAGE_HOST_PAGE_DY	f82v	0.779411764706	Q_EARLIER
PAGE_HOST_PAGE_DY	f83r	0.955555555556	Q_EARLIER
PAGE_HOST_PAGE_B3	f75r	0.750000000000	Q_EARLIER
PAGE_HOST_PAGE_B3	f75v	0.250000000000	Q_EARLIER
PAGE_HOST_PAGE_B3	f77r	-0.212454212454	Q_LATER
PAGE_HOST_PAGE_B3	f77v	0.878787878788	Q_EARLIER
PAGE_HOST_PAGE_B3	f79r	-0.125000000000	Q_LATER
PAGE_HOST_PAGE_B3	f79v	2.076190476190	Q_EARLIER
PAGE_HOST_PAGE_B3	f80r	0.937500000000	Q_EARLIER
PAGE_HOST_PAGE_B3	f82v	0.779411764706	Q_EARLIER
PAGE_HOST_PAGE_B3	f83r	0.955555555556	Q_EARLIER
PAGE_HOST_PAGE_FRAME	f75r	0.750000000000	Q_EARLIER
PAGE_HOST_PAGE_FRAME	f75v	0.250000000000	Q_EARLIER
PAGE_HOST_PAGE_FRAME	f77r	0.358974358974	Q_EARLIER
PAGE_HOST_PAGE_FRAME	f77v	0.878787878788	Q_EARLIER
PAGE_HOST_PAGE_FRAME	f79r	0.041666666667	Q_EARLIER
PAGE_HOST_PAGE_FRAME	f79v	2.076190476190	Q_EARLIER
PAGE_HOST_PAGE_FRAME	f80r	0.937500000000	Q_EARLIER
PAGE_HOST_PAGE_FRAME	f82v	0.779411764706	Q_EARLIER
PAGE_HOST_PAGE_FRAME	f83r	0.955555555556	Q_EARLIER
PAGE_HOST_PAGE_INNER_D	f75r	0.750000000000	Q_EARLIER
PAGE_HOST_PAGE_INNER_D	f75v	0.250000000000	Q_EARLIER
PAGE_HOST_PAGE_INNER_D	f77r	-0.212454212454	Q_LATER
PAGE_HOST_PAGE_INNER_D	f77v	0.878787878788	Q_EARLIER
PAGE_HOST_PAGE_INNER_D	f79r	-0.125000000000	Q_LATER
PAGE_HOST_PAGE_INNER_D	f79v	2.076190476190	Q_EARLIER
PAGE_HOST_PAGE_INNER_D	f80r	0.937500000000	Q_EARLIER
PAGE_HOST_PAGE_INNER_D	f82v	0.779411764706	Q_EARLIER
PAGE_HOST_PAGE_INNER_D	f83r	0.955555555556	Q_EARLIER
PAGE_HOST_PAGE_RIGHT_CLOSURE	f75r	0.750000000000	Q_EARLIER
PAGE_HOST_PAGE_RIGHT_CLOSURE	f75v	0.250000000000	Q_EARLIER
PAGE_HOST_PAGE_RIGHT_CLOSURE	f77r	0.285714285714	Q_EARLIER
PAGE_HOST_PAGE_RIGHT_CLOSURE	f77v	1.083333333333	Q_EARLIER
PAGE_HOST_PAGE_RIGHT_CLOSURE	f79r	-0.166666666667	Q_LATER
PAGE_HOST_PAGE_RIGHT_CLOSURE	f79v	2.659523809524	Q_EARLIER
PAGE_HOST_PAGE_RIGHT_CLOSURE	f80r	0.954545454545	Q_EARLIER
PAGE_HOST_PAGE_RIGHT_CLOSURE	f82v	0.678571428571	Q_EARLIER
PAGE_HOST_PAGE_RIGHT_CLOSURE	f83r	1.000000000000	Q_EARLIER
PAGE_HOST_PAGE_OTHER_COMPILER	f75r	0.750000000000	Q_EARLIER
PAGE_HOST_PAGE_OTHER_COMPILER	f75v	0.250000000000	Q_EARLIER
PAGE_HOST_PAGE_OTHER_COMPILER	f77r	0.428571428571	Q_EARLIER
PAGE_HOST_PAGE_OTHER_COMPILER	f77v	1.083333333333	Q_EARLIER
PAGE_HOST_PAGE_OTHER_COMPILER	f79r	-0.000000000000	Q_LATER
PAGE_HOST_PAGE_OTHER_COMPILER	f79v	2.659523809524	Q_EARLIER
PAGE_HOST_PAGE_OTHER_COMPILER	f80r	0.954545454545	Q_EARLIER
PAGE_HOST_PAGE_OTHER_COMPILER	f82v	0.678571428571	Q_EARLIER
PAGE_HOST_PAGE_OTHER_COMPILER	f83r	1.000000000000	Q_EARLIER
PAGE_HOST_PAGE_OTHER_COMPILER_WITHIN_FIELD_POSITION	f75r	0.000000000000	TIE
PAGE_HOST_PAGE_OTHER_COMPILER_WITHIN_FIELD_POSITION	f75v	0.500000000000	Q_EARLIER
PAGE_HOST_PAGE_OTHER_COMPILER_WITHIN_FIELD_POSITION	f77r	0.600000000000	Q_EARLIER
PAGE_HOST_PAGE_OTHER_COMPILER_WITHIN_FIELD_POSITION	f77v	0.500000000000	Q_EARLIER
PAGE_HOST_PAGE_OTHER_COMPILER_WITHIN_FIELD_POSITION	f79r	0.166666666667	Q_EARLIER
