corpus_id	held_fold	side	opaque_operation_id	class_id	selected_k	class_size	anonymous_host_support
VOYNICH_MATCHED	F01	LEFT	La99f687ce51d511f	LC19	32	10	42
VOYNICH_MATCHED	F01	LEFT	L1781b65786df5c77	LC21	32	19	32
VOYNICH_MATCHED	F01	LEFT	Ldf73298c3c9690ff	LC15	32	19	14
VOYNICH_MATCHED	F01	LEFT	Le7fcb85f0356fad4	LC14	32	4	10
VOYNICH_MATCHED	F01	LEFT	Ld851b3b2a517987e	LC01	32	6	190
VOYNICH_MATCHED	F01	LEFT	L1722d911b02734d1	LC19	32	10	14
VOYNICH_MATCHED	F01	LEFT	L20a71a9228e3bda0	LC15	32	19	13
VOYNICH_MATCHED	F01	LEFT	Lc713b16556ba31e8	LC21	32	19	105
VOYNICH_MATCHED	F01	LEFT	L5de6942584559b06	LC32	32	9	98
VOYNICH_MATCHED	F01	LEFT	L3a0b2dbe58e7cdb0	LC21	32	19	23
VOYNICH_MATCHED	F01	LEFT	L47a0c84d92686396	LC15	32	19	123
VOYNICH_MATCHED	F01	LEFT	L2554db4502980abc	LC19	32	10	28
VOYNICH_MATCHED	F01	LEFT	Lc5519ae0c4288877	LC21	32	19	22
VOYNICH_MATCHED	F01	LEFT	L0dac3be8b777699b	LC15	32	19	12
VOYNICH_MATCHED	F01	LEFT	Ldaa8099b90aa442a	LC21	32	19	20
VOYNICH_MATCHED	F01	LEFT	Ld1baf259ae288163	LC02	32	9	19
VOYNICH_MATCHED	F01	LEFT	L6945c6bee8ecdf3a	LC21	32	19	12
VOYNICH_MATCHED	F01	LEFT	L135846409a601053	LC32	32	9	16
VOYNICH_MATCHED	F01	LEFT	Lf3be97506fc1eb55	LC27	32	2	9
VOYNICH_MATCHED	F01	LEFT	L1b3ab5158aed773a	LC23	32	3	16
VOYNICH_MATCHED	F01	LEFT	L4670fb4f62e2a106	LC31	32	5	67
VOYNICH_MATCHED	F01	LEFT	L36f8c0bac9ed2969	LC19	32	10	8
VOYNICH_MATCHED	F01	LEFT	Lf06e4bcee5f969e6	LC21	32	19	18
VOYNICH_MATCHED	F01	LEFT	L2139052ef504a86d	LC21	32	19	15
VOYNICH_MATCHED	F01	LEFT	La1a745b969ce0096	LC02	32	9	21
VOYNICH_MATCHED	F01	LEFT	L80ac2ac1d7ef222a	LC32	32	9	116
VOYNICH_MATCHED	F01	LEFT	L6a05b7d73faf5143	LC21	32	19	14
VOYNICH_MATCHED	F01	LEFT	L2d3c599793548a03	LC15	32	19	22
VOYNICH_MATCHED	F01	LEFT	L70c61d50c3c3cf99	LC02	32	9	21
VOYNICH_MATCHED	F01	LEFT	L06ac30fc196dfc40	LC27	32	2	12
VOYNICH_MATCHED	F01	LEFT	Lfd931361a5e2f77a	LC32	32	9	264
VOYNICH_MATCHED	F01	LEFT	Lb3f38ab8c6bd97e6	LC15	32	19	15
VOYNICH_MATCHED	F01	LEFT	L0053fac785d6cfb8	LC23	32	3	9
VOYNICH_MATCHED	F01	LEFT	Ladf982d86da4ca07	LC15	32	19	71
VOYNICH_MATCHED	F01	LEFT	L7bb9922fbd97a23e	LC19	32	10	19
VOYNICH_MATCHED	F01	LEFT	L45a048f42093eb12	LC21	32	19	43
VOYNICH_MATCHED	F01	LEFT	L04f24aa8ff24e13c	LC02	32	9	15
VOYNICH_MATCHED	F01	LEFT	L1467c8d3d3bf569a	LC32	32	9	90
VOYNICH_MATCHED	F01	LEFT	L4d1589fb5b14150d	LC15	32	19	17
VOYNICH_MATCHED	F01	LEFT	L296165b5b007516c	LC31	32	5	36
