host	register	wrapper	frame	pair_type	left_unit	right_unit	left_right_family	right_right_family	context_similarity	matched_control_similarity	gain_vs_control	control_units
a	HERBAL_A	NONE	OT	SAME_RIGHT_FAMILY	f22v|a|NONE|NONE|OT	f24r|a|NONE|NONE|OT	NONE	NONE	0.168674698795	0.151379116043	0.0172955827522	10
a	HERBAL_A	ch	NONE	SAME_RIGHT_FAMILY	f3r|a|NONE|ch|NONE	f42r|a|NONE|ch|NONE	NONE	NONE	0.196581196581	0.172286713154	0.024294483427	17
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f11v|a|NONE|d|NONE	f14v|a|NONE|d|NONE	NONE	NONE	0.119047619048	0.119051257442	-3.6383945409e-06	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f11v|a|NONE|d|NONE	f22v|a|NONE|d|NONE	NONE	NONE	0.149253731343	0.13609065923	0.0131630721134	13
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f11v|a|NONE|d|NONE	f23v|a|NONE|d|NONE	NONE	NONE	0.101694915254	0.119051257442	-0.0173563421879	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f11v|a|NONE|d|NONE	f24r|a|NONE|d|NONE	NONE	NONE	0.127272727273	0.119051257442	0.00822146983057	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f11v|a|NONE|d|NONE	f3r|a|NONE|d|NONE	NONE	NONE	0.0744680851064	0.0824829931973	-0.0080149080909	2
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f11v|a|NONE|d|NONE	f42r|a|NONE|d|NONE	NONE	NONE	0.157142857143	0.13609065923	0.021052197913	13
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f11v|a|NONE|d|NONE	f47r|a|NONE|d|NONE	NONE	NONE	0.295454545455	0.119051257442	0.176403288012	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f11v|a|NONE|d|NONE	f54r|a|NONE|d|NONE	NONE	NONE	0.106382978723	0.119051257442	-0.0126682787188	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f14v|a|NONE|d|NONE	f1v|a|NONE|d|NONE	NONE	NONE	0.0652173913043	0.0615853658537	0.00363202545069	2
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f14v|a|NONE|d|NONE	f22v|a|NONE|d|NONE	NONE	NONE	0.154929577465	0.111121881516	0.0438076959483	13
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f14v|a|NONE|d|NONE	f23v|a|NONE|d|NONE	NONE	NONE	0.0606060606061	0.101483199093	-0.0408771384871	19
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f14v|a|NONE|d|NONE	f24r|a|NONE|d|NONE	NONE	NONE	0.0634920634921	0.101483199093	-0.0379911356011	19
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f14v|a|NONE|d|NONE	f3r|a|NONE|d|NONE	NONE	NONE	0.06	0.0578825705039	0.00211742949607	2
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f14v|a|NONE|d|NONE	f42r|a|NONE|d|NONE	NONE	NONE	0.102564102564	0.111121881516	-0.00855777895239	13
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f14v|a|NONE|d|NONE	f47r|a|NONE|d|NONE	NONE	NONE	0.148148148148	0.101483199093	0.046664949055	19
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f14v|a|NONE|d|NONE	f54r|a|NONE|d|NONE	NONE	NONE	0.0555555555556	0.101483199093	-0.0459276435376	19
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f1v|a|NONE|d|NONE	f22v|a|NONE|d|NONE	NONE	NONE	0.0821917808219	0.113819011179	-0.0316272303569	13
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f1v|a|NONE|d|NONE	f23v|a|NONE|d|NONE	NONE	NONE	0.155172413793	0.0997136694051	0.055458744388	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f1v|a|NONE|d|NONE	f24r|a|NONE|d|NONE	NONE	NONE	0.163636363636	0.0997136694051	0.0639226942312	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f1v|a|NONE|d|NONE	f3r|a|NONE|d|NONE	NONE	NONE	0.144444444444	0.0918462980319	0.0525981464126	2
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f1v|a|NONE|d|NONE	f42r|a|NONE|d|NONE	NONE	NONE	0.13698630137	0.113819011179	0.023167290191	13
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f1v|a|NONE|d|NONE	f47r|a|NONE|d|NONE	NONE	NONE	0.134615384615	0.0997136694051	0.0349017152103	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f1v|a|NONE|d|NONE	f54r|a|NONE|d|NONE	NONE	NONE	0.255813953488	0.0997136694051	0.156100284083	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f22v|a|NONE|d|NONE	f23v|a|NONE|d|NONE	NONE	NONE	0.123595505618	0.150781247235	-0.0271857416168	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f22v|a|NONE|d|NONE	f24r|a|NONE|d|NONE	NONE	NONE	0.168674698795	0.150781247235	0.0178934515604	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f22v|a|NONE|d|NONE	f3r|a|NONE|d|NONE	NONE	NONE	0.142857142857	0.143128499067	-0.000271356209773	2
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f22v|a|NONE|d|NONE	f42r|a|NONE|d|NONE	NONE	NONE	0.221052631579	0.187960793549	0.03309183803	11
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f22v|a|NONE|d|NONE	f47r|a|NONE|d|NONE	NONE	NONE	0.179487179487	0.150781247235	0.0287059322524	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f22v|a|NONE|d|NONE	f54r|a|NONE|d|NONE	NONE	NONE	0.175675675676	0.150781247235	0.0248944284409	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f23v|a|NONE|d|NONE	f24r|a|NONE|d|NONE	NONE	NONE	0.180555555556	0.137216791304	0.0433387642519	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f23v|a|NONE|d|NONE	f3r|a|NONE|d|NONE	NONE	NONE	0.158878504673	0.171446488294	-0.0125679836214	2
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f23v|a|NONE|d|NONE	f42r|a|NONE|d|NONE	NONE	NONE	0.168539325843	0.184804281068	-0.0162649552252	13
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f23v|a|NONE|d|NONE	f47r|a|NONE|d|NONE	NONE	NONE	0.212121212121	0.137216791304	0.0749044208175	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f23v|a|NONE|d|NONE	f54r|a|NONE|d|NONE	NONE	NONE	0.25	0.137216791304	0.112783208696	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f24r|a|NONE|d|NONE	f3r|a|NONE|d|NONE	NONE	NONE	0.163461538462	0.14696969697	0.0164918414918	2
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f24r|a|NONE|d|NONE	f42r|a|NONE|d|NONE	NONE	NONE	0.174418604651	0.160800428973	0.0136181756783	13
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f24r|a|NONE|d|NONE	f47r|a|NONE|d|NONE	NONE	NONE	0.132352941176	0.138558323507	-0.00620538233066	20
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f24r|a|NONE|d|NONE	f54r|a|NONE|d|NONE	NONE	NONE	0.2	0.138558323507	0.0614416764929	20
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f3r|a|NONE|d|NONE	f42r|a|NONE|d|NONE	NONE	NONE	0.196581196581	0.177164016398	0.0194171801835	13
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f3r|a|NONE|d|NONE	f47r|a|NONE|d|NONE	NONE	NONE	0.148514851485	0.116223625245	0.0322912262405	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f3r|a|NONE|d|NONE	f54r|a|NONE|d|NONE	NONE	NONE	0.261363636364	0.116223625245	0.145140011119	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f42r|a|NONE|d|NONE	f47r|a|NONE|d|NONE	NONE	NONE	0.28	0.140661316335	0.139338683665	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f42r|a|NONE|d|NONE	f54r|a|NONE|d|NONE	NONE	NONE	0.213333333333	0.140661316335	0.0726720169987	21
a	HERBAL_A	d	NONE	SAME_RIGHT_FAMILY	f47r|a|NONE|d|NONE	f54r|a|NONE|d|NONE	NONE	NONE	0.218181818182	0.15704140356	0.0611404146219	21
a	HERBAL_A	sh	NONE	SAME_RIGHT_FAMILY	f24r|a|NONE|sh|NONE	f3v|a|NONE|sh|NONE	NONE	NONE	0.207792207792	0.163753126943	0.0440390808497	26
a	HERBAL_B	NONE	NONE	SAME_RIGHT_FAMILY	f94v|a|NONE|NONE|NONE	f95v1|a|NONE|NONE|NONE	NONE	NONE	0.234042553191	0.175832255544	0.058210297648	8
a	HERBAL_B	NONE	OT	SAME_RIGHT_FAMILY	f33v|a|NONE|NONE|OT	f34v|a|NONE|NONE|OT	NONE	NONE	0.186666666667	0.187990464008	-0.0013237973418	5
a	HERBAL_B	NONE	OT	SAME_RIGHT_FAMILY	f33v|a|NONE|NONE|OT	f43v|a|NONE|NONE|OT	NONE	NONE	0.168674698795	0.187990464008	-0.0193157652133	5
a	HERBAL_B	NONE	OT	SAME_RIGHT_FAMILY	f33v|a|NONE|NONE|OT	f48v|a|NONE|NONE|OT	NONE	NONE	0.264705882353	0.245908264296	0.0187976180571	2
a	HERBAL_B	NONE	OT	SAME_RIGHT_FAMILY	f34v|a|NONE|NONE|OT	f43v|a|NONE|NONE|OT	NONE	NONE	0.173333333333	0.19181554396	-0.0184822106262	5
