held_book	rule_layer	context	support	source_types	output	probability
Band2	ABBREVIATION_PROPENSITY	ALL	372114	16546	ABBREVIATE	0.2774155838920764
Band2	ABBREVIATION_PROPENSITY	L:1_3	150951	655	ABBREVIATE	0.024998012613281044
Band2	ABBREVIATION_PROPENSITY	L:6_8	94686	7108	ABBREVIATE	0.47996557077529123
Band2	ABBREVIATION_PROPENSITY	L:4_5	88891	2700	ABBREVIATE	0.32318431354902577
Band2	ABBREVIATION_PROPENSITY	L:9_PLUS	37586	6083	ABBREVIATE	0.6726660813579163
Band2	ABBREVIATION_PROPENSITY	S2:en:6_8	32999	1449	ABBREVIATE	0.6022878787878788
Band2	ABBREVIATION_PROPENSITY	P2:vn:1_3	25858	7	ABBREVIATE	0.0006380757183185738
Band2	ABBREVIATION_PROPENSITY	S2:nd:1_3	18186	5	ABBREVIATE	0.0009072414361906856
Band2	ABBREVIATION_PROPENSITY	PS:vn:vnd:1_3	18144	1	ABBREVIATE	0.0009093414163681455
Band2	ABBREVIATION_PROPENSITY	S3:vnd:1_3	18144	1	ABBREVIATE	0.0009093414163681455
Band2	ABBREVIATION_PROPENSITY	S2:en:9_PLUS	17224	1942	ABBREVIATE	0.8258635703918723
Band2	ABBREVIATION_PROPENSITY	P2:de:1_3	14892	7	ABBREVIATE	0.08450278654401397
Band2	ABBREVIATION_PROPENSITY	S2:en:4_5	13624	228	ABBREVIATE	0.6168440366972477
Band2	ABBREVIATION_PROPENSITY	P2:da:1_3	11981	8	ABBREVIATE	0.00012518778167250875
Band2	ABBREVIATION_PROPENSITY	S2:er:4_5	10241	135	ABBREVIATE	0.6643721929310682
Band2	ABBREVIATION_PROPENSITY	S2:er:6_8	9571	615	ABBREVIATE	0.6443272043460092
Band2	ABBREVIATION_PROPENSITY	S2:er:1_3	9200	12	ABBREVIATE	0.1474296272144332
Band2	ABBREVIATION_PROPENSITY	P2:vo:1_3	9098	7	ABBREVIATE	0.10622046378722937
Band2	ABBREVIATION_PROPENSITY	S2:ch:4_5	8292	74	ABBREVIATE	0.0015072953092969974
Band2	ABBREVIATION_PROPENSITY	S2:on:1_3	8261	6	ABBREVIATE	0.11855482933914306
Band2	ABBREVIATION_PROPENSITY	P2:ge:6_8	7913	649	ABBREVIATE	0.2652893606267374
Band2	ABBREVIATION_PROPENSITY	S2:ie:1_3	7871	8	ABBREVIATE	6.351626016260163e-05
Band2	ABBREVIATION_PROPENSITY	PS:vo:von:1_3	7857	1	ABBREVIATE	0.12261389666581828
Band2	ABBREVIATION_PROPENSITY	S3:von:1_3	7857	1	ABBREVIATE	0.12261389666581828
Band2	ABBREVIATION_PROPENSITY	S2:ns:1_3	7683	4	ABBREVIATE	6.50702758979698e-05
Band2	ABBREVIATION_PROPENSITY	PS:vn:vns:1_3	7674	1	ABBREVIATE	6.514657980456026e-05
Band2	ABBREVIATION_PROPENSITY	S3:vns:1_3	7674	1	ABBREVIATE	6.514657980456026e-05
Band2	ABBREVIATION_PROPENSITY	P2:ha:4_5	7471	58	ABBREVIATE	0.5284395074946466
Band2	ABBREVIATION_PROPENSITY	P2:wi:1_3	7194	7	ABBREVIATE	6.949270326615705e-05
Band2	ABBREVIATION_PROPENSITY	S2:aʒ:1_3	6872	4	ABBREVIATE	7.274843590862796e-05
Band2	ABBREVIATION_PROPENSITY	S2:ir:1_3	6855	4	ABBREVIATE	7.292882147024503e-05
Band2	ABBREVIATION_PROPENSITY	PS:da:daʒ:1_3	6834	1	ABBREVIATE	7.31528895391368e-05
Band2	ABBREVIATION_PROPENSITY	S3:daʒ:1_3	6834	1	ABBREVIATE	7.31528895391368e-05
Band2	ABBREVIATION_PROPENSITY	S2:ʒu:1_3	6711	2	ABBREVIATE	7.449344457687723e-05
Band2	ABBREVIATION_PROPENSITY	PS:wi:wir:1_3	6355	1	ABBREVIATE	7.866582756450598e-05
Band2	ABBREVIATION_PROPENSITY	S3:wir:1_3	6355	1	ABBREVIATE	7.866582756450598e-05
Band2	ABBREVIATION_PROPENSITY	P2:vn:6_8	6332	64	ABBREVIATE	0.9519185220274752
Band2	ABBREVIATION_PROPENSITY	P2:jr:1_3	5333	4	ABBREVIATE	0.00028121484814398203
Band2	ABBREVIATION_PROPENSITY	S3:ten:6_8	5314	264	ABBREVIATE	0.6467544684854186
Band2	ABBREVIATION_PROPENSITY	S2:rn:6_8	5288	160	ABBREVIATE	0.8535640007562866
Band2	ABBREVIATION_PROPENSITY	PS:jr:jr:1_3	5284	1	ABBREVIATE	9.46073793755913e-05
Band2	ABBREVIATION_PROPENSITY	S2:jr:1_3	5284	1	ABBREVIATE	9.46073793755913e-05
Band2	ABBREVIATION_PROPENSITY	S3:jr:1_3	5284	1	ABBREVIATE	9.46073793755913e-05
Band2	ABBREVIATION_PROPENSITY	P2:di:1_3	5246	7	ABBREVIATE	9.52925481227368e-05
Band2	ABBREVIATION_PROPENSITY	S3:ben:4_5	5166	16	ABBREVIATE	0.8383007547900135
Band2	ABBREVIATION_PROPENSITY	S3:ern:6_8	5118	131	ABBREVIATE	0.8785895682750537
