view	renderer	mode	events	weighted_targets	gain_bits	gain_per_event	positive_units	units
CONTROL_X	R1_S1	COMPILER	12000	12000.0	-7332.791154045824	-0.6110659295038187	0	21
CONTROL_X	R1_S1	NEXT_HOST	9990	9990.0	-3840.4335680828726	-0.38442778459288013	1	21
CONTROL_X	R1_S1	WINDOW_PM2	11995	11995.0	-5447.877539325617	-0.4541790362088885	0	21
CONTROL_X	R1_S1	WHOLE_LINE	11995	11995.0	-5685.858616092958	-0.47401905928244753	0	21
CONTROL_X	R1_S2	COMPILER	12000	12000.0	-7332.791154045824	-0.6110659295038187	0	21
CONTROL_X	R1_S2	NEXT_HOST	9990	9990.0	-3840.4335680828726	-0.38442778459288013	1	21
CONTROL_X	R1_S2	WINDOW_PM2	11995	11995.0	-5447.877539325617	-0.4541790362088885	0	21
CONTROL_X	R1_S2	WHOLE_LINE	11995	11995.0	-5685.858616092958	-0.47401905928244753	0	21
CONTROL_X	R2_S1	COMPILER	12000	12000.0	-7332.791154045824	-0.6110659295038187	0	21
CONTROL_X	R2_S1	NEXT_HOST	9990	9990.0	-3840.4335680828726	-0.38442778459288013	1	21
CONTROL_X	R2_S1	WINDOW_PM2	11995	11995.0	-5447.877539325617	-0.4541790362088885	0	21
CONTROL_X	R2_S1	WHOLE_LINE	11995	11995.0	-5685.858616092958	-0.47401905928244753	0	21
CONTROL_X	R2_S2	COMPILER	12000	12000.0	-7332.791154045824	-0.6110659295038187	0	21
CONTROL_X	R2_S2	NEXT_HOST	9990	9990.0	-3840.4335680828726	-0.38442778459288013	1	21
CONTROL_X	R2_S2	WINDOW_PM2	11995	11995.0	-5447.877539325617	-0.4541790362088885	0	21
CONTROL_X	R2_S2	WHOLE_LINE	11995	11995.0	-5685.858616092958	-0.47401905928244753	0	21
CONTROL_X	R3_S1	COMPILER	12000	12000.0	-7332.791154045824	-0.6110659295038187	0	21
CONTROL_X	R3_S1	NEXT_HOST	9990	9990.0	-3840.4335680828726	-0.38442778459288013	1	21
CONTROL_X	R3_S1	WINDOW_PM2	11995	11995.0	-5447.877539325617	-0.4541790362088885	0	21
CONTROL_X	R3_S1	WHOLE_LINE	11995	11995.0	-5685.858616092958	-0.47401905928244753	0	21
CONTROL_X	R3_S2	COMPILER	12000	12000.0	-7332.791154045824	-0.6110659295038187	0	21
CONTROL_X	R3_S2	NEXT_HOST	9990	9990.0	-3840.4335680828726	-0.38442778459288013	1	21
CONTROL_X	R3_S2	WINDOW_PM2	11995	11995.0	-5447.877539325617	-0.4541790362088885	0	21
CONTROL_X	R3_S2	WHOLE_LINE	11995	11995.0	-5685.858616092958	-0.47401905928244753	0	21
CONTROL_X	R4_S1	COMPILER	12000	12000.0	-7332.791154045824	-0.6110659295038187	0	21
CONTROL_X	R4_S1	NEXT_HOST	9990	9990.0	-3840.4335680828726	-0.38442778459288013	1	21
CONTROL_X	R4_S1	WINDOW_PM2	11995	11995.0	-5447.877539325617	-0.4541790362088885	0	21
