physical_folio	model	events	d_events	gain_bits	gain_bits_per_event
f10	CELL	1	1	0.000000000000	0.000000000000
f10	CELL_BOTH	1	1	0.055854205133	0.055854205133
f10	CELL_LINE_START	1	1	0.057996123448	0.057996123448
f10	CELL_PREV_DY	1	1	-0.002857221309	-0.002857221309
f103	CELL	2	0	0.000000000000	0.000000000000
f103	CELL_BOTH	2	0	-0.141486782739	-0.070743391369
f103	CELL_LINE_START	2	0	-0.145748287329	-0.072874143665
f103	CELL_PREV_DY	2	0	0.004687943158	0.002343971579
f105	CELL	1	0	0.000000000000	0.000000000000
f105	CELL_BOTH	1	0	0.040455846821	0.040455846821
f105	CELL_LINE_START	1	0	0.037661589815	0.037661589815
f105	CELL_PREV_DY	1	0	0.002267011367	0.002267011367
f106	CELL	2	0	0.000000000000	0.000000000000
f106	CELL_BOTH	2	0	-0.010653162484	-0.005326581242
f106	CELL_LINE_START	2	0	-0.016635498807	-0.008317749403
f106	CELL_PREV_DY	2	0	0.005637127319	0.002818563660
f107	CELL	1	1	0.000000000000	0.000000000000
f107	CELL_BOTH	1	1	0.055854205133	0.055854205133
f107	CELL_LINE_START	1	1	0.057996123448	0.057996123448
f107	CELL_PREV_DY	1	1	-0.002857221309	-0.002857221309
f108	CELL	1	1	0.000000000000	0.000000000000
f108	CELL_BOTH	1	1	-0.058082601864	-0.058082601864
f108	CELL_LINE_START	1	1	-0.054105479440	-0.054105479440
f108	CELL_PREV_DY	1	1	-0.003070665900	-0.003070665900
f111	CELL	3	1	0.000000000000	0.000000000000
f111	CELL_BOTH	3	1	0.088634674863	0.029544891621
f111	CELL_LINE_START	3	1	0.085191941099	0.028397313700
f111	CELL_PREV_DY	3	1	0.002016622309	0.000672207436
f114	CELL	1	1	0.000000000000	0.000000000000
f114	CELL_BOTH	1	1	-0.040746942376	-0.040746942376
f114	CELL_LINE_START	1	1	-0.051013638330	-0.051013638330
f114	CELL_PREV_DY	1	1	0.007440420255	0.007440420255
f15	CELL	1	0	0.000000000000	0.000000000000
f15	CELL_BOTH	1	0	-0.068307904123	-0.068307904123
f15	CELL_LINE_START	1	0	-0.071326028550	-0.071326028550
f15	CELL_PREV_DY	1	0	0.003210040548	0.003210040548
f19	CELL	1	0	0.000000000000	0.000000000000
f19	CELL_BOTH	1	0	0.037510928777	0.037510928777
f19	CELL_LINE_START	1	0	0.035028385401	0.035028385401
f19	CELL_PREV_DY	1	0	0.001998717714	0.001998717714
f27	CELL	1	0	0.000000000000	0.000000000000
f27	CELL_BOTH	1	0	0.037510928777	0.037510928777
f27	CELL_LINE_START	1	0	0.035028385401	0.035028385401
f27	CELL_PREV_DY	1	0	0.001998717714	0.001998717714
f28	CELL	1	1	0.000000000000	0.000000000000
f28	CELL_BOTH	1	1	-0.046790601019	-0.046790601019
f28	CELL_LINE_START	1	1	-0.058529405238	-0.058529405238
f28	CELL_PREV_DY	1	1	0.009134785043	0.009134785043
f30	CELL	1	1	0.000000000000	0.000000000000
f30	CELL_BOTH	1	1	0.055854205133	0.055854205133
f30	CELL_LINE_START	1	1	0.057996123448	0.057996123448
f30	CELL_PREV_DY	1	1	-0.002857221309	-0.002857221309
f34	CELL	1	1	0.000000000000	0.000000000000
f34	CELL_BOTH	1	1	-0.071273611821	-0.071273611821
f34	CELL_LINE_START	1	1	-0.065966740804	-0.065966740804
f34	CELL_PREV_DY	1	1	-0.004168027272	-0.004168027272
f37	CELL	2	2	0.000000000000	0.000000000000
f37	CELL_BOTH	2	2	0.000084019757	0.000042009878
f37	CELL_LINE_START	2	2	0.009107928190	0.004553964095
f37	CELL_PREV_DY	2	2	-0.008654812839	-0.004327406419
f42	CELL	2	1	0.000000000000	0.000000000000
f42	CELL_BOTH	2	1	0.069360197020	0.034680098510
f42	CELL_LINE_START	2	1	0.068962098122	0.034481049061
f42	CELL_PREV_DY	2	1	-0.000567649194	-0.000283824597
f50	CELL	2	1	0.000000000000	0.000000000000
f50	CELL_BOTH	2	1	-0.008975224300	-0.004487612150
f50	CELL_LINE_START	2	1	-0.008018517774	-0.004009258887
f50	CELL_PREV_DY	2	1	-0.000577221083	-0.000288610542
f55	CELL	1	0	0.000000000000	0.000000000000
f55	CELL_BOTH	1	0	0.038604866879	0.038604866879
f55	CELL_LINE_START	1	0	0.035719159027	0.035719159027
f55	CELL_PREV_DY	1	0	0.002372785299	0.002372785299
f58	CELL	2	1	0.000000000000	0.000000000000
f58	CELL_BOTH	2	1	-0.010226144206	-0.005113072103
f58	CELL_LINE_START	2	1	-0.010245873538	-0.005122936769
f58	CELL_PREV_DY	2	1	0.000320364791	0.000160182395
f66	CELL	1	1	0.000000000000	0.000000000000
f66	CELL_BOTH	1	1	-0.056070082987	-0.056070082987
f66	CELL_LINE_START	1	1	-0.051013638330	-0.051013638330
f66	CELL_PREV_DY	1	1	-0.004077318731	-0.004077318731
f75	CELL	1	1	0.000000000000	0.000000000000
f75	CELL_BOTH	1	1	0.047299806607	0.047299806607
f75	CELL_LINE_START	1	1	0.050441679656	0.050441679656
f75	CELL_PREV_DY	1	1	-0.003726368979	-0.003726368979
f77	CELL	1	1	0.000000000000	0.000000000000
f77	CELL_BOTH	1	1	-0.071273611821	-0.071273611821
f77	CELL_LINE_START	1	1	-0.065966740804	-0.065966740804
f77	CELL_PREV_DY	1	1	-0.004168027272	-0.004168027272
f79	CELL	2	1	0.000000000000	0.000000000000
f79	CELL_BOTH	2	1	0.003083233750	0.001541616875
f79	CELL_LINE_START	2	1	0.002657906404	0.001328953202
f79	CELL_PREV_DY	2	1	0.000171872501	0.000085936251
f80	CELL	2	0	0.000000000000	0.000000000000
