view	book	representation	queries	mrr	top1	top10
EXPANDED_PLAINTEXT	ALL	COMPILER_SIGNATURE	3172	0.18549805338503272	354	1054
EXPANDED_PLAINTEXT	ALL	PAGE_HOST_CHAR3	3172	0.5940184979891769	1491	2631
EXPANDED_PLAINTEXT	ALL	RAW_CHAR3	3172	0.6014536739349625	1508	2676
EXPANDED_PLAINTEXT	Band2	COMPILER_SIGNATURE	464	0.20638578660235277	60	169
EXPANDED_PLAINTEXT	Band2	PAGE_HOST_CHAR3	464	0.5871846842480882	215	385
EXPANDED_PLAINTEXT	Band2	RAW_CHAR3	464	0.5948547650362737	215	393
EXPANDED_PLAINTEXT	Band3	COMPILER_SIGNATURE	1062	0.163245987270561	106	301
EXPANDED_PLAINTEXT	Band3	PAGE_HOST_CHAR3	1062	0.5455248889241663	442	849
EXPANDED_PLAINTEXT	Band3	RAW_CHAR3	1062	0.5527673849750315	452	862
EXPANDED_PLAINTEXT	Band4	COMPILER_SIGNATURE	555	0.23030662761752377	73	251
EXPANDED_PLAINTEXT	Band4	PAGE_HOST_CHAR3	555	0.6783651144495176	317	488
EXPANDED_PLAINTEXT	Band4	RAW_CHAR3	555	0.6812483409900526	314	493
EXPANDED_PLAINTEXT	Band5	COMPILER_SIGNATURE	1091	0.17548066319410774	115	333
EXPANDED_PLAINTEXT	Band5	PAGE_HOST_CHAR3	1091	0.601221733797999	517	909
EXPANDED_PLAINTEXT	Band5	RAW_CHAR3	1091	0.611060174749691	527	928
GENERATED_DIPLOMATIC_MAP	ALL	COMPILER_SIGNATURE	3172	0.18632389136882205	378	989
GENERATED_DIPLOMATIC_MAP	ALL	PAGE_HOST_CHAR3	3172	0.5904041851652159	1476	2628
GENERATED_DIPLOMATIC_MAP	ALL	RAW_CHAR3	3172	0.6020357750731957	1506	2659
GENERATED_DIPLOMATIC_MAP	Band2	COMPILER_SIGNATURE	464	0.17717921771473388	53	130
GENERATED_DIPLOMATIC_MAP	Band2	PAGE_HOST_CHAR3	464	0.5835775028341479	213	385
GENERATED_DIPLOMATIC_MAP	Band2	RAW_CHAR3	464	0.5859553092785158	208	390
GENERATED_DIPLOMATIC_MAP	Band3	COMPILER_SIGNATURE	1062	0.15006450990531184	99	266
GENERATED_DIPLOMATIC_MAP	Band3	PAGE_HOST_CHAR3	1062	0.5374091173055211	436	839
GENERATED_DIPLOMATIC_MAP	Band3	RAW_CHAR3	1062	0.5511577498386296	448	847
GENERATED_DIPLOMATIC_MAP	Band4	COMPILER_SIGNATURE	555	0.23502464233800346	84	228
GENERATED_DIPLOMATIC_MAP	Band4	PAGE_HOST_CHAR3	555	0.6696947533876614	307	495
GENERATED_DIPLOMATIC_MAP	Band4	RAW_CHAR3	555	0.6807328822988931	312	503
GENERATED_DIPLOMATIC_MAP	Band5	COMPILER_SIGNATURE	1091	0.20073422583431233	142	365
GENERATED_DIPLOMATIC_MAP	Band5	PAGE_HOST_CHAR3	1091	0.6045582431901102	520	909
GENERATED_DIPLOMATIC_MAP	Band5	RAW_CHAR3	1091	0.6183665765558573	538	919
GENERATED_DIPLOMATIC_SAMPLED	ALL	COMPILER_SIGNATURE	3172	0.1383797905493531	253	781
GENERATED_DIPLOMATIC_SAMPLED	ALL	PAGE_HOST_CHAR3	3172	0.5570495422675182	1386	2504
GENERATED_DIPLOMATIC_SAMPLED	ALL	RAW_CHAR3	3172	0.568007114468704	1418	2534
GENERATED_DIPLOMATIC_SAMPLED	Band2	COMPILER_SIGNATURE	464	0.14354520366844697	35	129
GENERATED_DIPLOMATIC_SAMPLED	Band2	PAGE_HOST_CHAR3	464	0.5534349177016471	200	359
GENERATED_DIPLOMATIC_SAMPLED	Band2	RAW_CHAR3	464	0.5707744113961988	212	367
GENERATED_DIPLOMATIC_SAMPLED	Band3	COMPILER_SIGNATURE	1062	0.10660922322291091	63	194
GENERATED_DIPLOMATIC_SAMPLED	Band3	PAGE_HOST_CHAR3	1062	0.5043713333138006	405	799
GENERATED_DIPLOMATIC_SAMPLED	Band3	RAW_CHAR3	1062	0.5168296723114152	421	806
GENERATED_DIPLOMATIC_SAMPLED	Band4	COMPILER_SIGNATURE	555	0.18795353898957734	58	193
GENERATED_DIPLOMATIC_SAMPLED	Band4	PAGE_HOST_CHAR3	555	0.6460255389149794	299	475
GENERATED_DIPLOMATIC_SAMPLED	Band4	RAW_CHAR3	555	0.6446241229343549	292	484
