relation_id	source_page	target_page	representation	similarity	candidate_pages	true_target_rank	inclusive_candidate_tail	source_standardized_similarity	top_decile	top_three_candidates
MHI003	f44r	f1v	HOST_SET	0.125	91	85	0.967032967033	-1.23601827389	0	f32r|f14v|f11v
MHI003	f44r	f1v	HOST_CHAR3_SET	0.25	91	57	0.648351648352	-0.410676562291	0	f24v|f32r|f13v
MHI003	f44r	f1v	FRAME_HOST_SET	0.111111111111	91	82	0.923076923077	-0.974586872607	0	f4r|f21r|f13r
MHI003	f44r	f1v	FRAME_HOST_CHAR3_SET	0.142857142857	91	67	0.736263736264	-0.769727808062	0	f4r|f21r|f32r
MHI004	f6r	f51r	HOST_SET	0.5	91	13	0.252747252747	0.889472028128	0	f54v|f9r|f90v2
MHI004	f6r	f51r	HOST_CHAR3_SET	0.5	91	3	0.10989010989	1.76959174295	1	f54v|f52v|f90v1
MHI004	f6r	f51r	FRAME_HOST_SET	0.5	91	12	0.241758241758	0.925803077586	0	f54v|f9r|f90v2
MHI004	f6r	f51r	FRAME_HOST_CHAR3_SET	0.5	91	3	0.0989010989011	1.815825806	1	f54v|f52v|f90v1
MHI006	f19r	f2v	HOST_SET	0.285714285714	91	22	0.318681318681	0.38279849425	0	f37r|f13r|f35r
MHI006	f19r	f2v	HOST_CHAR3_SET	0.25	91	51	0.604395604396	-0.161419483444	0	f37r|f13r|f44v
MHI006	f19r	f2v	FRAME_HOST_SET	0.285714285714	91	19	0.285714285714	0.512410238013	0	f37r|f13r|f32v
MHI006	f19r	f2v	FRAME_HOST_CHAR3_SET	0.25	91	41	0.494505494505	0.0531341224439	0	f37r|f13r|f44v
MHI007	f90r1	f3v	HOST_SET	0.4	89	15	0.269662921348	0.768172946815	0	f9r|f4r|f13r
MHI007	f90r1	f3v	HOST_CHAR3_SET	0.2	89	66	0.76404494382	-0.711329262991	0	f9r|f13r|f10r
MHI007	f90r1	f3v	FRAME_HOST_SET	0.4	89	13	0.247191011236	0.852987462382	0	f9r|f4r|f13r
MHI007	f90r1	f3v	FRAME_HOST_CHAR3_SET	0.2	89	58	0.685393258427	-0.52395814127	0	f9r|f13r|f10r
