control_id	mode	held_folio	events	recurrent_events	gain_initial_bits_per_event	gain_internal_bits_per_event	gain_final_bits_per_event	gain_eos_bits_per_event	gain_onset_body_bits_per_event	gain_terminal_bits_per_event	gain_total_bits_per_event
LATIN_SCHOLASTIC_GRAPHEMATIC	STANDARD	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F01	1788	1325	0.104820527788	0.035353066517	0.021429002524	0.016617033630	0.140173594305	0.038046036154	0.178219630459
LATIN_SCHOLASTIC_GRAPHEMATIC	STANDARD	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F02	766	574	0.105810837680	0.044038176756	0.026919081298	0.015408748109	0.149849014435	0.042327829408	0.192176843843
LATIN_SCHOLASTIC_GRAPHEMATIC	STANDARD	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F03	1233	993	0.142876599765	0.044762960271	0.017954071341	0.029308986511	0.187639560035	0.047263057852	0.234902617887
LATIN_SCHOLASTIC_GRAPHEMATIC	STANDARD	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F04	1193	963	0.147061274184	0.044334529893	0.013762471519	0.014752736365	0.191395804078	0.028515207885	0.219911011962
LATIN_SCHOLASTIC_GRAPHEMATIC	STANDARD	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F05	1569	1263	0.112307095693	0.028874927354	0.015641966318	0.000897633787	0.141182023047	0.016539600105	0.157721623151
LATIN_SCHOLASTIC_GRAPHEMATIC	STANDARD	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F06	1899	1406	0.182348061066	0.031320206009	0.015882458828	0.047407999491	0.213668267075	0.063290458319	0.276958725394
LATIN_SCHOLASTIC_GRAPHEMATIC	EXACT_HOST_EXCLUDED	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F01	1788	1325	0.057336939010	0.036401278266	0.035494735425	0.165332210944	0.093738217276	0.200826946369	0.294565163645
LATIN_SCHOLASTIC_GRAPHEMATIC	EXACT_HOST_EXCLUDED	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F02	766	574	0.014186063188	0.046308564511	0.036878490968	0.199718912247	0.060494627699	0.236597403216	0.297092030915
LATIN_SCHOLASTIC_GRAPHEMATIC	EXACT_HOST_EXCLUDED	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F03	1233	993	0.082777758125	0.046549554075	0.031271641281	0.202439445275	0.129327312201	0.233711086556	0.363038398757
LATIN_SCHOLASTIC_GRAPHEMATIC	EXACT_HOST_EXCLUDED	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F04	1193	963	0.125111727635	0.046102221211	0.026830507309	0.175523969063	0.171213948846	0.202354476372	0.373568425218
LATIN_SCHOLASTIC_GRAPHEMATIC	EXACT_HOST_EXCLUDED	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F05	1569	1263	0.093638250264	0.029555027185	0.039142122809	0.200310696187	0.123193277450	0.239452818996	0.362646096446
LATIN_SCHOLASTIC_GRAPHEMATIC	EXACT_HOST_EXCLUDED	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F06	1899	1406	0.100186821078	0.037875359913	0.027221315451	0.196481467350	0.138062180992	0.223702782801	0.361764963793
LATIN_SCHOLASTIC_GRAPHEMATIC	MATCHED_NONHOST_EXCLUDED	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F01	1788	1325	0.105208153495	0.035415047411	0.020956311306	0.015880260054	0.140623200906	0.036836571360	0.177459772266
LATIN_SCHOLASTIC_GRAPHEMATIC	MATCHED_NONHOST_EXCLUDED	F:LATIN_SCHOLASTIC_GRAPHEMATIC:F02	766	574	0.105347896172	0.044418307839	0.026677791732	0.014812795542	0.149766204011	0.041490587274	0.191256791285
