k	language	seed	mapped_events	mapped_runs	payload_bits	mapping_key_bits	language_selector_bits	common_k_selector_bits	paid_total_bits	matched_null_total_bits	gap_vs_matched_kt_bits	descent_passes	all_pair_swaps_locally_optimal	mapping	mapping_hash	best_seed	mapping_hashes_all_starts	identical_mapping_all_starts
8	latin	19001	5108	3490	18490.200767517403	15.299208018387	2.584962500721	2.000000000000	18510.084938036511	14835.603778926237	3674.481159110273	6	1	l=et|y=in|ok=me|aiin=ego|or=subscripsi|ot=qui|e=per|o=ad	c00c46902482bb58bf6d8c6d81699d26efc3811d2d99fa1f58c8a6d3b66a8338	19001	c00c46902482bb58bf6d8c6d81699d26efc3811d2d99fa1f58c8a6d3b66a8338,c00c46902482bb58bf6d8c6d81699d26efc3811d2d99fa1f58c8a6d3b66a8338,eaad9945f6d9994d889080db1fa94122572f31c6edbcc968605285897e57e2a6	0
8	middle_high_german	19001	5108	3490	15657.316402182258	15.299208018387	2.584962500721	2.000000000000	15677.200572701366	14835.603778926237	841.596793775128	4	1	l=der|y=in|ok=die|aiin=daz|or=si|ot=er|e=den|o=vn	af8e5246df0a56b27f773822521fb5dd4a19375a6fbdf7d3802b284034b4692f	19001	af8e5246df0a56b27f773822521fb5dd4a19375a6fbdf7d3802b284034b4692f,a85ef99e75ed6c8533e03f5a53b89a208b96203e7ff78167b0fff3f26d649b35,e4eb7602ee01b7647b2f0f51e8c53338d159e9b49a501198e641a7e02e05a472	0
8	middle_french	19001	5108	3490	17276.580858862369	15.299208018387	2.584962500721	2.000000000000	17296.465029381478	14835.603778926237	2460.861250455240	5	1	l=le|y=a|ok=la|aiin=et|or=les|ot=que|e=en|o=de	e75a77f08dbb543e144c40c173efa49dc22e6bbb6387169867dba989ba86a351	19001	e75a77f08dbb543e144c40c173efa49dc22e6bbb6387169867dba989ba86a351,16cee683694f2c81493a656e7952492b3ceb3f156ed55d94c2f0a8bc1eda79ec,e75a77f08dbb543e144c40c173efa49dc22e6bbb6387169867dba989ba86a351	0
8	old_italian_tuscan	19002	5108	3490	16786.481814969000	15.299208018387	2.584962500721	2.000000000000	16806.365985488108	14835.603778926237	1970.762206561871	4	1	l=di|y=la|ok=che|aiin=e|or=l|ot=non|e=si|o=a	71fe95465eeb5ea94fadb98a09e2319758286a55e6f3b0685ec2acee53e7df4a	19002	749153b971e1b3e22a2ed9f4b6ce9edb7e172a2ee669f28654d45e7639d74795,71fe95465eeb5ea94fadb98a09e2319758286a55e6f3b0685ec2acee53e7df4a,5a50423c918361a9c68675dd5538561c4af5cc8a30c4df6ab5f77357894ead73	0
8	medieval_czech	19001	5108	3490	17505.980817311392	15.299208018387	2.584962500721	2.000000000000	17525.864987830500	14835.603778926237	2690.261208904263	4	1	l=a|y=v|ok=se|aiin=jest|or=k|ot=to|e=na|o=i	4a0c0f3d91d6b7d8c7b1af49c449553c81035cf8796227f83a5ede994eab8172	19001	4a0c0f3d91d6b7d8c7b1af49c449553c81035cf8796227f83a5ede994eab8172,3c1d3f0a384343c3af759964d44b1346ac38b757754fa6ee49debcec72ab99d0,6a3cad90c341b8e9143d93e11beb07e61f1ba1802f0c09ef82e13da40c8bc3dd	0
8	old_hungarian	19003	5108	3490	16675.970632597608	15.299208018387	2.584962500721	2.000000000000	16695.854803116716	14835.603778926237	1860.251024190478	5	1	l=o|y=ke|ok=a|aiin=es|or=meg|ot=e|e=t|o=az	f048414237abfe7452867c0e366f252d977e0c14a742710e519dbc291196ce9d	19003	496a2eba7c0d78358594aac4551ca1c4546d7f8d0c8df860133b0b275609c0dd,496a2eba7c0d78358594aac4551ca1c4546d7f8d0c8df860133b0b275609c0dd,f048414237abfe7452867c0e366f252d977e0c14a742710e519dbc291196ce9d	0
16	latin	19002	7112	4027	35515.230183012114	44.250140469883	2.584962500721	2.000000000000	35564.065285982717	26797.422268825703	8766.643017157014	17	1	l=ad|y=nos|ok=in|aiin=et|or=sancti|ot=de|e=me|o=ego|ar=est|d=per|al=a|okee=qui|okeey=subscripsi|oke=vel|ey=teste|ain=rogatus	8b807fe446e7c0be15982650b12e659f6058595bb4c0378de68ae584d809b7b6	19002	3c22dbcf031905889990cc54ae1828792fba23db122cb62b961a05a314d64559,8b807fe446e7c0be15982650b12e659f6058595bb4c0378de68ae584d809b7b6,8b807fe446e7c0be15982650b12e659f6058595bb4c0378de68ae584d809b7b6	0
16	middle_high_german	19002	7112	4027	28660.104115155518	44.250140469883	2.584962500721	2.000000000000	28708.939218126121	26797.422268825703	1911.516949300418	12	1	l=die|y=in|ok=der|aiin=daz|or=vn|ot=si|e=da|o=er|ar=ist|d=den|al=ir|okee=d|okeey=ich|oke=mit|ey=an|ain=so	5d4eb291a0d7776f2373475a2d12c411a9ed57bfa0b9e86e714d141abd09f320	19002	80c1621924b1f647480f2b932654d16a5dccac6dfcaacd73c6b63b425278ae43,5d4eb291a0d7776f2373475a2d12c411a9ed57bfa0b9e86e714d141abd09f320,38f820953f35fcf6d9d91de27b070a225ad3d189bfa67ff2af58e3c02e2a593f	0
16	middle_french	19002	7112	4027	32640.311254301087	44.250140469883	2.584962500721	2.000000000000	32689.146357271689	26797.422268825703	5891.724088445986	11	1	l=les|y=la|ok=a|aiin=et|or=de|ot=en|e=qui|o=le|ar=d|d=que|al=roy|okee=est|okeey=qu|oke=il|ey=l|ain=pour	65b1d2742b4f36f9f8ab2f9a2e0fe5f11fafe6e6b6d203af9e1dfc3d82cd9671	19002	bf9132aa5684b74e97f8e14efb39e331b95e1b2155fe19c3602a84ff882cf0bd,65b1d2742b4f36f9f8ab2f9a2e0fe5f11fafe6e6b6d203af9e1dfc3d82cd9671,2383b8f9668f4e68ffbf1b2e714c2bc9e4b5ac3c2e9d4fc0bcaceda7809ddfeb	0
16	old_italian_tuscan	19002	7112	4027	30090.196210367565	44.250140469883	2.584962500721	2.000000000000	30139.031313338168	26797.422268825703	3341.609044512465	15	1	l=la|y=l|ok=e|aiin=che|or=di|ot=si|e=non|o=a|ar=se|d=le|al=per|okee=mi|okeey=io|oke=li|ey=ch|ain=in	733a7253a021990ae31da90e396b3315b4df8136e88e760a6ec95ed1e9a3fbfd	19002	3d60146813d56537bdb1e3caa9924e5983eecb9685015b68978431a6f3272690,733a7253a021990ae31da90e396b3315b4df8136e88e760a6ec95ed1e9a3fbfd,276e0e0b7cd62286fdaa56865d78aa5b61304928a51c0bdf3f47faf34e0cc095	0
16	medieval_czech	19001	7112	4027	31806.176801970651	44.250140469883	2.584962500721	2.000000000000	31855.011904941253	26797.422268825703	5057.589636115550	13	1	l=se|y=to|ok=jest|aiin=a|or=na|ot=v|e=tak|o=k|ar=jeho|d=i|al=s|okee=z|okeey=by|oke=kdyz|ey=tu|ain=neb	6a14c0cfc8baaa4d2cbd97b8ad1ce52c0b2086813f2a6787b6d9442e83cf4a58	19001	6a14c0cfc8baaa4d2cbd97b8ad1ce52c0b2086813f2a6787b6d9442e83cf4a58,d427f0c66ca9a12cc5e5c3d6295ac34d274c6b76d92e9a1eb765dbfdac32bdb9,8153f835be13d58c73477d649dbaf06e6d455b0f3b3ca9f205c3545d69189088	0
16	old_hungarian	19002	7112	4027	29919.073768479069	44.250140469883	2.584962500721	2.000000000000	29967.908871449672	26797.422268825703	3170.486602623969	12	1	l=o|y=ke|ok=a|aiin=es|or=en|ot=e|e=t|o=az|ar=te|d=nem|al=meg|okee=ne|okeey=hog|oke=ki|ey=uala|ain=ees	add12745bfdae30cbd16ceee4b3762b91f3b5618fc4f49de9ccd2f726d90cecd	19002	1ff2362c41c06d911a56d9c09abea340067099944580739e418b98c93efbde02,add12745bfdae30cbd16ceee4b3762b91f3b5618fc4f49de9ccd2f726d90cecd,aa400fae27f108bf6807411088a99109967ebb6e770cc33707efccc054793631	0
32	latin	19002	8922	4117	53418.810106777753	117.663263652360	2.584962500721	2.000000000000	53541.058332930828	40751.676728125698	12789.381604805130	35	1	l=et|y=sancti|ok=quondam|aiin=in|or=est|ot=ipsa|e=per|o=ego|ar=cum|d=res|al=casa|okee=manus|okeey=eius|oke=nos|ey=filio|ain=subscripsi|ee=de|eey=ad|oky=dei|k=loco|cthy=terra|ckhy=a|s=qui|chy=vel|a=me|okol=ecclesie|eol=si|eo=rogatus|che=signum|air=supra|lche=teste|ol=tibi	21b60b6ed169263dc340beb5e1098a328e21baa5682e4568ce5f0acef28b21dc	19002	1e1f8487c2c249d16b138b5fe5357d611323086532fd633f58504f74b9ffc3e8,21b60b6ed169263dc340beb5e1098a328e21baa5682e4568ce5f0acef28b21dc,b0c5d4418b7fcac72111a771649ec5ff16bc1fe377c78a4462a5e83597b22481	0
32	middle_high_german	19002	8922	4117	43627.765312274947	117.663263652360	2.584962500721	2.000000000000	43750.013538428022	40751.676728125698	2998.336810302324	30	1	l=der|y=in|ok=daz|aiin=si|or=die|ot=ir|e=ist|o=den|ar=er|d=di|al=da|okee=d|okeey=vn|oke=ein|ey=an|ain=sie|ee=sin|eey=mit|oky=so|k=des|cthy=ich|ckhy=was|s=man|chy=du|a=ze|okol=dem|eol=wir|eo=von|che=vnd|air=do|lche=zu|ol=dar	0b872c6ba64e205f3d342a132d43591393e716e14a45ef245a3ff327e12ba459	19002	eff81e1c4951c7c75abd4197bbeb54b516986941194767f06237e75b5dad9eb4,0b872c6ba64e205f3d342a132d43591393e716e14a45ef245a3ff327e12ba459,2f6146505c17e8c61c9a7a8b3834268353a483898e526df6e3d30cc34c6a49fb	0
32	middle_french	19003	8922	4117	47982.415957326491	117.663263652360	2.584962500721	2.000000000000	48104.664183479566	40751.676728125698	7352.987455353868	31	1	l=les|y=la|ok=a|aiin=et|or=de|ot=en|e=nous|o=que|ar=d|d=est|al=se|okee=vous|okeey=qui|oke=ne|ey=ce|ain=si|ee=il|eey=y|oky=par|k=ou|cthy=dit|ckhy=l|s=bien|chy=au|a=le|okol=ilz|eol=des|eo=du|che=pour|air=estoit|lche=qu|ol=roy	755f9edfb14ad1befbc269fa46100c60d6fa83975e8dd59ab876e36475d3f2fa	19003	731ab22799acd85fbec561e1189f631b5acb9adfb7b4352ffd222a293b3352b0,b8a80389b579c3c088c98a9518c18ea6210815d487f200673ddcadbb23ff9b6e,755f9edfb14ad1befbc269fa46100c60d6fa83975e8dd59ab876e36475d3f2fa	0
32	old_italian_tuscan	19002	8922	4117	46084.428713691799	117.663263652360	2.584962500721	2.000000000000	46206.676939844874	40751.676728125698	5455.000211719176	27	1	l=la|y=di|ok=che|aiin=e|or=non|ot=li|e=si|o=l|ar=le|d=piu|al=mi|okee=al|okeey=lo|oke=del|ey=per|ain=il|ee=da|eey=a|oky=come|k=se|cthy=s|ckhy=tu|s=io|chy=un|a=de|okol=in|eol=i|eo=ne|che=con|air=ma|lche=ch|ol=d	635c42c165da59242bde720d2a04cda5569a34a6ca230cb1e32e447c2dfeb0c3	19002	ffd55a163f48446c965d33f5748c014d778277ff1b6c704cbf1e8f6d3218bc3f,635c42c165da59242bde720d2a04cda5569a34a6ca230cb1e32e447c2dfeb0c3,3a191e98a1f6b2b26515313b2c212ecd8dc20e0f9e97ed97eedcff2fa4712b98	0
32	medieval_czech	19002	8922	4117	46699.612610564931	117.663263652360	2.584962500721	2.000000000000	46821.860836718006	40751.676728125698	6070.184108592308	24	1	l=se|y=jest|ok=to|aiin=a|or=jeho|ot=tak|e=v|o=i|ar=s|d=ze|al=svaty|okee=take|okeey=ten|oke=tu|ey=na|ain=neb|ee=by|eey=k|oky=jemu|k=jako|cthy=po|ckhy=kdyz|s=u|chy=do|a=z|okol=toho|eol=jesto|eo=o|che=aby|air=ale|lche=od|ol=bude	e736b58dbff8b27d831e21f62bcc528b167a685aa20977025888254b78a9bd99	19002	17a68fd91c9960334da030b597f0a6f12ffd072000c8b2fe4208b2c41f67c794,e736b58dbff8b27d831e21f62bcc528b167a685aa20977025888254b78a9bd99,6be4adccc50681a268db9d9e8350f64b0ac3881628fd3e5962f17cd60e84c39d	0
32	old_hungarian	19002	8922	4117	45839.219610533604	117.663263652360	2.584962500721	2.000000000000	45961.467836686679	40751.676728125698	5209.791108560981	27	1	l=a|y=ke|ok=o|aiin=es|or=e|ot=en|e=meg|o=te|ar=ne|d=ki|al=ha|okee=ew|okeey=el|oke=nem|ey=vala|ain=hog|ee=uala|eey=az|oky=otet|k=ic|cthy=v|ckhy=monda|s=zent|chy=megh|a=me|okol=de|eol=hogy|eo=at|che=ees|air=t|lche=ez|ol=l	b273eff94bcd414794b7243e753f10f409b0e21568e91e56826517b526382691	19002	bd69686684bdea639da6b24dd45f7e9777480031b71ec8322a693f6ffa22ab8a,b273eff94bcd414794b7243e753f10f409b0e21568e91e56826517b526382691,cd75b7d3a72d253fcfd64bfd4d99e502d81babae35cb994e162b9d1ec82817d4	0
64	latin	19001	10429	4002	70639.524933143053	295.995143941724	2.584962500721	2.000000000000	70940.105039585498	55350.928665500804	15589.176374084695	72	1	l=sancti|y=in|ok=non|aiin=et|or=est|ot=ab|e=quondam|o=anno|ar=mihi|d=vobis|al=per|okee=loco|okeey=eius|oke=quia|ey=subscripsi|ain=luca|ee=pro|eey=ad|oky=terra|k=ipsa|cthy=omnia|ckhy=res|s=casa|chy=de|a=a|okol=ecclesie|eol=rebus|eo=tibi|che=ego|air=debeamus|lche=dei|ol=nostro|olk=aut|r=mea|ch=qui|okey=nomine|okchy=me|ed=ut|lk=quas|chey=tuis|chor=notarius|yk=dedi|yt=cartula|chol=presbitero|ky=cum|os=vel|opche=rogatus|okeol=ipsius|oly=signum|okch=supra|she=filio|otey=suprascripta|cthol=ecclesia|oiin=presbiter|okche=integrum|okeo=manus|olkee=hanc|eor=episcopus|cth=una|okor=domno|ckhey=si|ockhy=inter|octhy=nos|aiiin=teste	4cb8293ca33588046788ac64fb7b43dda7c7c4bc54cbc54fb1254ae977f1d3f3	19001	4cb8293ca33588046788ac64fb7b43dda7c7c4bc54cbc54fb1254ae977f1d3f3,d9d291d249892c37c77219d91a07e57b88e43baecead798d65206fff146560ad,48d48f1ad6e0752dbbf755b7d698c98ea1e5039638251946f9f0e9b7253f3894	0
