operation_A	operation_B	A_inferred_class	B_inferred_class	applicable_hosts	algebra_equal_hosts	algebra_unequal_hosts	A_base_edge_rate	B_base_edge_rate	A_after_B_rate	B_after_A_rate	A_after_B_over_base_ratio	B_after_A_over_base_ratio	complete_rectangles	ZL3b_complete_rectangles	IT2a_complete_rectangles	RF1b_complete_rectangles	three_cell_rectangles	two_cell_rectangles	completion_rate_given_three	random_graph_mean	random_graph_max	random_graph_inclusive_p	interaction_class	claim_state
PREPEND_Q	INITIAL_D_TO_S	LEFT_EDGE	LEFT_EDGE	0	0	72	0.07458847736625514	0.2155688622754491	0.013888888888888888	0	0.18620689655172415	0.0	0	0	0	0	0	72	0	0.0	0	1.0	ORDER_DEPENDENT	FORMAL_INTERACTION_NO_SLOT_MEANING
PREPEND_Q	INITIAL_O_TO_OT	LEFT_EDGE	EDGE_MIXED	0	0	214	0.07458847736625514	0.05627705627705628	0.6923076923076923	0	9.281697612732096	0.0	0	0	0	0	24	190	0	0.0	0	1.0	ORDER_DEPENDENT	FORMAL_INTERACTION_NO_SLOT_MEANING
PREPEND_Q	APPEND_DY	LEFT_EDGE	RIGHT_EDGE	3888	435	0	0.07458847736625514	0.04483386436049158	0.13372093023255813	0.06206896551724138	1.7927826784282277	1.384421494836338	17	26	24	23	20	398	0.4594594594594595	0.00390625	1	0.0038910505836575876	INDEPENDENT	FORMAL_INTERACTION_NO_SLOT_MEANING
PREPEND_Q	APPEND_DAL	LEFT_EDGE	RIGHT_EDGE	3888	317	0	0.07458847736625514	0.008192990441511151	0.08571428571428572	0.0034482758620689655	1.1491625615763548	0.42088122605363987	1	4	2	4	9	307	0.1	0.0	0	0.0038910505836575876	CONDITIONALLY_COMPATIBLE	FORMAL_INTERACTION_NO_SLOT_MEANING
PREPEND_Q	APPEND_DAR	LEFT_EDGE	RIGHT_EDGE	3888	314	0	0.07458847736625514	0.007510241238051889	0.1	0.010344827586206896	1.340689655172414	1.3774294670846394	2	6	3	3	7	305	0.2222222222222222	0.0	0	0.0038910505836575876	CONDITIONALLY_COMPATIBLE	FORMAL_INTERACTION_NO_SLOT_MEANING
PREPEND_Q	FINAL_DAL_TO_DAR	LEFT_EDGE	RIGHT_EDGE	68	32	0	0.07458847736625514	0.4657534246575342	0.2	0.8	2.681379310344828	1.7176470588235295	4	5	4	5	3	25	0.5714285714285714	0.0	0	0.0038910505836575876	CONDITIONALLY_COMPATIBLE	FORMAL_INTERACTION_NO_SLOT_MEANING
PREPEND_Q	FINAL_DAL_TO_DY	LEFT_EDGE	RIGHT_EDGE	68	57	0	0.07458847736625514	0.8356164383561644	0.2807017543859649	0.8	3.763339382940109	0.957377049180328	4	8	7	9	13	40	0.23529411764705882	0.0	0	0.0038910505836575876	CONDITIONALLY_COMPATIBLE	FORMAL_INTERACTION_NO_SLOT_MEANING
PREPEND_Q	FINAL_DAR_TO_DY	LEFT_EDGE	RIGHT_EDGE	79	64	0	0.07458847736625514	0.8351648351648352	0.234375	1.0	3.142241379310345	1.1973684210526316	7	11	9	12	8	49	0.4666666666666667	0.0	0	0.0038910505836575876	CONDITIONALLY_COMPATIBLE	FORMAL_INTERACTION_NO_SLOT_MEANING
INITIAL_D_TO_S	INITIAL_O_TO_OT	LEFT_EDGE	EDGE_MIXED	0	0	0	0.2155688622754491	0.05627705627705628	0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	1.0	INSUFFICIENT_DATA	FORMAL_INTERACTION_NO_SLOT_MEANING
INITIAL_D_TO_S	APPEND_DY	LEFT_EDGE	RIGHT_EDGE	334	81	0	0.2155688622754491	0.04483386436049158	0.21052631578947367	0.05555555555555555	0.9766081871345028	1.2391426959954877	3	7	6	8	8	70	0.2727272727272727	0.0	0	0.0038910505836575876	INDEPENDENT	FORMAL_INTERACTION_NO_SLOT_MEANING
INITIAL_D_TO_S	APPEND_DAL	LEFT_EDGE	RIGHT_EDGE	334	74	0	0.2155688622754491	0.008192990441511151	0.3333333333333333	0.027777777777777776	1.546296296296296	3.390432098765432	1	1	1	1	1	72	0.5	0.0	0	0.0038910505836575876	INSUFFICIENT_DATA	FORMAL_INTERACTION_NO_SLOT_MEANING
INITIAL_D_TO_S	APPEND_DAR	LEFT_EDGE	RIGHT_EDGE	334	73	0	0.2155688622754491	0.007510241238051889	0.5	0.013888888888888888	2.319444444444444	1.8493265993265993	1	1	2	1	0	72	1.0	0.0	0	0.0038910505836575876	INSUFFICIENT_DATA	FORMAL_INTERACTION_NO_SLOT_MEANING
INITIAL_D_TO_S	FINAL_DAL_TO_DAR	LEFT_EDGE	RIGHT_EDGE	5	3	1	0.2155688622754491	0.4657534246575342	0.3333333333333333	0.0	1.546296296296296	0.0	0	0	0	0	1	3	0	0.0	0	1.0	INSUFFICIENT_DATA	FORMAL_INTERACTION_NO_SLOT_MEANING
INITIAL_D_TO_S	FINAL_DAL_TO_DY	LEFT_EDGE	RIGHT_EDGE	5	4	1	0.2155688622754491	0.8356164383561644	0.8	1.0	3.7111111111111112	1.1967213114754098	1	1	1	1	3	1	0.3333333333333333	0.0	0	0.0038910505836575876	CONDITIONALLY_COMPATIBLE	FORMAL_INTERACTION_NO_SLOT_MEANING
INITIAL_D_TO_S	FINAL_DAR_TO_DY	LEFT_EDGE	RIGHT_EDGE	6	5	1	0.2155688622754491	0.8351648351648352	0.6666666666666666	1.0	3.092592592592592	1.1973684210526316	1	1	2	1	3	2	0.3333333333333333	0.0	0	0.0038910505836575876	CONDITIONALLY_COMPATIBLE	FORMAL_INTERACTION_NO_SLOT_MEANING
INITIAL_O_TO_OT	APPEND_DY	EDGE_MIXED	RIGHT_EDGE	693	66	0	0.05627705627705628	0.04483386436049158	0.06896551724137931	0.10256410256410256	1.2254641909814323	2.287648054145516	1	3	4	2	5	60	0.16666666666666666	0.0	0	0.0038910505836575876	CONDITIONALLY_COMPATIBLE	FORMAL_INTERACTION_NO_SLOT_MEANING
INITIAL_O_TO_OT	APPEND_DAL	EDGE_MIXED	RIGHT_EDGE	693	43	0	0.05627705627705628	0.008192990441511151	0.16666666666666666	0.0	2.9615384615384612	0.0	0	0	0	0	1	42	0.0	0.0	0	1.0	INSUFFICIENT_DATA	FORMAL_INTERACTION_NO_SLOT_MEANING
INITIAL_O_TO_OT	APPEND_DAR	EDGE_MIXED	RIGHT_EDGE	693	41	0	0.05627705627705628	0.007510241238051889	0.0	0.0	0.0	0.0	0	1	0	0	1	40	0.0	0.0	0	1.0	INSUFFICIENT_DATA	FORMAL_INTERACTION_NO_SLOT_MEANING
INITIAL_O_TO_OT	FINAL_DAL_TO_DAR	EDGE_MIXED	RIGHT_EDGE	13	4	0	0.05627705627705628	0.4657534246575342	0.0	0.0	0.0	0.0	0	1	0	1	1	3	0.0	0.0	0	1.0	INSUFFICIENT_DATA	FORMAL_INTERACTION_NO_SLOT_MEANING
INITIAL_O_TO_OT	FINAL_DAL_TO_DY	EDGE_MIXED	RIGHT_EDGE	13	11	0	0.05627705627705628	0.8356164383561644	0.18181818181818182	1.0	3.230769230769231	1.1967213114754098	1	1	2	1	1	9	0.5	0.0	0	0.0038910505836575876	INSUFFICIENT_DATA	FORMAL_INTERACTION_NO_SLOT_MEANING
INITIAL_O_TO_OT	FINAL_DAR_TO_DY	EDGE_MIXED	RIGHT_EDGE	10	8	0	0.05627705627705628	0.8351648351648352	0.125	0	2.2211538461538463	0.0	0	1	1	3	1	7	0.0	0.0	0	1.0	INSUFFICIENT_DATA	FORMAL_INTERACTION_NO_SLOT_MEANING
APPEND_DY	APPEND_DAL	RIGHT_EDGE	RIGHT_EDGE	4394	0	199	0.04483386436049158	0.008192990441511151	0.05555555555555555	0.0	1.2391426959954877	0.0	0	0	0	0	34	165	0	0.0	0	1.0	ORDER_DEPENDENT	FORMAL_INTERACTION_NO_SLOT_MEANING
APPEND_DY	APPEND_DAR	RIGHT_EDGE	RIGHT_EDGE	4394	0	201	0.04483386436049158	0.007510241238051889	0.0	0.0	0.0	0.0	0	0	0	0	29	172	0	0.0	0	1.0	ORDER_DEPENDENT	FORMAL_INTERACTION_NO_SLOT_MEANING
APPEND_DY	FINAL_DAL_TO_DAR	RIGHT_EDGE	RIGHT_EDGE	0	0	35	0.04483386436049158	0.4657534246575342	0.0	0	0.0	0.0	0	0	0	0	3	32	0	0.0	0	1.0	ORDER_DEPENDENT	FORMAL_INTERACTION_NO_SLOT_MEANING
APPEND_DY	FINAL_DAL_TO_DY	RIGHT_EDGE	RIGHT_EDGE	0	0	61	0.04483386436049158	0.8356164383561644	0.04918032786885246	0	1.0969459931763335	0.0	0	0	0	0	4	57	0	0.0	0	1.0	ORDER_DEPENDENT	FORMAL_INTERACTION_NO_SLOT_MEANING
