wrapper_outcome	register	selected_lambda	gain_bits	direction
Q	HERBAL_A	1	14.6198392546	POSITIVE
Q	HERBAL_B	1	4.20479630787	POSITIVE
Q	OTHER_A	1	6.42108789079	POSITIVE
Q	OTHER_B	1	60.9745923375	POSITIVE
Q	STARS_RECIPE_B	1	36.110167619	POSITIVE
D	HERBAL_A	1	25.2588763323	POSITIVE
D	HERBAL_B	1	9.42209853788	POSITIVE
D	OTHER_A	1	14.5855937673	POSITIVE
D	OTHER_B	1	1.38678517683	POSITIVE
D	STARS_RECIPE_B	1	14.4287034573	POSITIVE
S	HERBAL_A	1	0.969627239871	POSITIVE
S	HERBAL_B	1	13.492318425	POSITIVE
S	OTHER_A	1	7.30565048957	POSITIVE
S	OTHER_B	1	4.2278677282	POSITIVE
S	STARS_RECIPE_B	1	-9.7192332535	NEGATIVE_OR_ZERO
CH_FAMILY	HERBAL_A	16	12.4185960492	POSITIVE
CH_FAMILY	HERBAL_B	16	2.07613521751	POSITIVE
CH_FAMILY	OTHER_A	16	-3.81564639241	NEGATIVE_OR_ZERO
CH_FAMILY	OTHER_B	16	4.65454212793	POSITIVE
CH_FAMILY	STARS_RECIPE_B	16	14.7776354158	POSITIVE
NONE	HERBAL_A	4	19.0991027651	POSITIVE
NONE	HERBAL_B	4	9.81782062346	POSITIVE
NONE	OTHER_A	4	-8.45224566367	NEGATIVE_OR_ZERO
NONE	OTHER_B	4	37.4841154324	POSITIVE
NONE	STARS_RECIPE_B	4	24.179023592	POSITIVE
