scope	representation	relations	true_mean_source_z	null_mean_of_mean_z	null_sd_of_mean_z	true_standardized_mean_z	local_mean_p	max_12_mean_p	true_top_six_count	null_top_six_mean	null_top_six_sd	true_standardized_top_six	local_top_six_p	max_12_top_six_p	worlds	seed
ALL_SIX	PAGE_HOST_IDENTITY	6	0.430619925595	0.00100838775434	0.404301353845	1.06260227366	0.14503	0.5535	3	0.38853	0.60394903684	4.32399066925	0.00469	0.02461	100000	148140
ALL_SIX	PAGE_HOST_CHAR3	6	0.174144628983	0.000746050191647	0.402575488759	0.430723140462	0.3387	0.8404	0	0.38679	0.60196635778	-0.642544213644	1	1	100000	148140
ALL_SIX	RAW_CHAR3	6	-0.13846774595	0.000922934191256	0.402587804794	-0.346236717758	0.64368	0.97918	0	0.38714	0.599752132468	-0.645499997485	1	1	100000	148140
ALL_SIX	COMPILER_SIGNATURE	6	-0.700308466198	0.000566819528353	0.403716385878	-1.73605855556	0.95776	0.99998	1	0.39642	0.607347662875	0.993796530215	0.33674	0.68362	100000	148140
COMPONENT_FOUR	PAGE_HOST_IDENTITY	4	1.0356937758	0.00237273406266	0.497231242123	2.07814987113	0.01883	0.11613	3	0.25967	0.492931527801	5.55925081973	0.00116	0.00345	100000	148140
COMPONENT_FOUR	PAGE_HOST_CHAR3	4	0.494480655607	0.00174764195554	0.496891122406	0.991631750766	0.1562	0.59209	0	0.25882	0.492069311784	-0.525982811367	1	1	100000	148140
COMPONENT_FOUR	RAW_CHAR3	4	0.119284556286	0.00202288789926	0.496847350926	0.236011459391	0.42131	0.89538	0	0.25873	0.492187755942	-0.525673377438	1	1	100000	148140
COMPONENT_FOUR	COMPILER_SIGNATURE	4	-0.420862558766	0.00116930332957	0.49695670684	-0.849232652033	0.80212	0.99699	1	0.26738	0.500067930985	1.46504095665	0.24144	0.68362	100000	148140
WHOLE_PLANT_TWO	PAGE_HOST_IDENTITY	2	-0.779527774813	-0.00172030486229	0.709354706513	-1.0965000483	0.85604	0.99878	0	0.12886	0.348188311693	-0.370087092738	1	1	100000	148140
WHOLE_PLANT_TWO	PAGE_HOST_CHAR3	2	-0.466527424266	-0.00125713333614	0.70361623003	-0.661255768517	0.75678	0.99348	0	0.12797	0.347006742154	-0.368782459977	1	1	100000	148140
WHOLE_PLANT_TWO	RAW_CHAR3	2	-0.653972350422	-0.00127697322475	0.705766782395	-0.924803197712	0.82726	0.99764	0	0.12841	0.345833589896	-0.371305748637	1	1	100000	148140
WHOLE_PLANT_TWO	COMPILER_SIGNATURE	2	-1.25920028106	-0.000638148074083	0.706061551733	-1.78251050478	0.95855	0.99998	0	0.12904	0.346884243517	-0.371997294232	1	1	100000	148140
