event_id_sha256	cell_id	coordinate_id	physical_folio	page	locus	section	register	cell_event_count	line_first	prev_dy	wrapper_outcome
9f3145fa327b56a27836	0115b7968b6b998acb6b	fc65210860ff69184fdd	f106	f106v	f106v.18	S	STARS_RECIPE_B	5	0	0	WITHHELD_UNTIL_SCORING
cba4e9400e413a1887b3	0115b7968b6b998acb6b	fc65210860ff69184fdd	f114	f114r	f114r.15	S	STARS_RECIPE_B	5	0	0	WITHHELD_UNTIL_SCORING
29940b24bfc0e8699289	0115b7968b6b998acb6b	fc65210860ff69184fdd	f114	f114v	f114v.8	S	STARS_RECIPE_B	5	0	0	WITHHELD_UNTIL_SCORING
25e9801cb81a6a816e49	0115b7968b6b998acb6b	fc65210860ff69184fdd	f77	f77r	f77r.38	B	OTHER_B	5	0	1	WITHHELD_UNTIL_SCORING
de41a5f8ea434d264bf5	0115b7968b6b998acb6b	fc65210860ff69184fdd	f86	f86v3	f86v3.31	C	OTHER_B	5	0	0	WITHHELD_UNTIL_SCORING
6f4bb4a0c1897e4a101a	071e6bdfc668979311a0	fb61c4e2699f5c505886	f103	f103r	f103r.32	S	STARS_RECIPE_B	5	0	0	WITHHELD_UNTIL_SCORING
140b32ed2f3139e284e2	071e6bdfc668979311a0	fb61c4e2699f5c505886	f112	f112r	f112r.25	S	STARS_RECIPE_B	5	0	0	WITHHELD_UNTIL_SCORING
a104cf152657e712389b	071e6bdfc668979311a0	fb61c4e2699f5c505886	f20	f20v	f20v.10	H	HERBAL_A	5	0	0	WITHHELD_UNTIL_SCORING
d1c213bbe50b73302541	071e6bdfc668979311a0	fb61c4e2699f5c505886	f75	f75v	f75v.67	B	OTHER_B	5	0	0	WITHHELD_UNTIL_SCORING
5b2b0b80dd324ebdb14c	071e6bdfc668979311a0	fb61c4e2699f5c505886	f76	f76v	f76v.31	B	OTHER_B	5	0	0	WITHHELD_UNTIL_SCORING
77cca4965b99e5fbab78	0826f0c89fd83c658c74	fb61c4e2699f5c505886	f45	f45r	f45r.11	H	HERBAL_A	5	0	0	WITHHELD_UNTIL_SCORING
16271143d34d0697d824	0826f0c89fd83c658c74	fb61c4e2699f5c505886	f56	f56v	f56v.8	H	HERBAL_A	5	0	0	WITHHELD_UNTIL_SCORING
8f506b5ec1fe455a7cb1	0826f0c89fd83c658c74	fb61c4e2699f5c505886	f7	f7r	f7r.4	H	HERBAL_A	5	1	0	WITHHELD_UNTIL_SCORING
cc89b5f53a4b401ff83d	0826f0c89fd83c658c74	fb61c4e2699f5c505886	f9	f9v	f9v.8	H	HERBAL_A	5	0	0	WITHHELD_UNTIL_SCORING
86dc2a86f6b5a14836bc	0826f0c89fd83c658c74	fb61c4e2699f5c505886	f93	f93r	f93r.30	H	HERBAL_A	5	0	0	WITHHELD_UNTIL_SCORING
dd100217049318cd27cd	0a2e90c48be5de1e4164	b13789bf2874739e46f6	f105	f105r	f105r.36	S	STARS_RECIPE_B	7	0	0	WITHHELD_UNTIL_SCORING
053be0868c346598e967	0a2e90c48be5de1e4164	b13789bf2874739e46f6	f26	f26r	f26r.4	H	HERBAL_B	7	0	0	WITHHELD_UNTIL_SCORING
a9fff5f59751cad72314	0a2e90c48be5de1e4164	b13789bf2874739e46f6	f26	f26r	f26r.4	H	HERBAL_B	7	0	1	WITHHELD_UNTIL_SCORING
1a09cca098a89e4e4309	0a2e90c48be5de1e4164	b13789bf2874739e46f6	f26	f26v	f26v.3	H	HERBAL_B	7	0	0	WITHHELD_UNTIL_SCORING
62bb9f799b3f85f231e4	0a2e90c48be5de1e4164	b13789bf2874739e46f6	f34	f34r	f34r.4	H	HERBAL_B	7	1	0	WITHHELD_UNTIL_SCORING
d2f6999eee52f2a7843b	0a2e90c48be5de1e4164	b13789bf2874739e46f6	f48	f48v	f48v.10	H	HERBAL_B	7	0	0	WITHHELD_UNTIL_SCORING
776278d3a9a38221bad5	0a2e90c48be5de1e4164	b13789bf2874739e46f6	f86	f86v5	f86v5.31	T	OTHER_B	7	0	0	WITHHELD_UNTIL_SCORING
6bc6dcff72a95086d400	0e53a5935024f419c538	3733a056ae04c4305665	f104	f104v	f104v.27	S	STARS_RECIPE_B	5	0	1	WITHHELD_UNTIL_SCORING
