target_id	page	physical_folio	locus	array_id	ordinal_in_complete_unit	canvas_id	width	height	official_image_url	panel_role	prior_call_state
CGX2EE03C514322	f99v	f99	f99v.16	F99V_L2	2	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	DISCOVERY_COMPLETION	NEW_CALL
CGXF078BB31BFF7	f99v	f99	f99v.19	F99V_L2	5	1006247	2802	3697	https://collections.library.yale.edu/iiif/2/1006247/full/full/0/default.jpg	DISCOVERY_COMPLETION	NEW_CALL
CGX554A6B69ADE3	f100r	f100	f100r.6	F100R_L2	1	1006248	2676	3756	https://collections.library.yale.edu/iiif/2/1006248/full/full/0/default.jpg	DISCOVERY_COMPLETION	NEW_CALL
CGX2D5193B7861B	f88r	f88	f88r.2	F88R_L1	1	1037112	2714	3735	https://collections.library.yale.edu/iiif/2/1037112/full/full/0/default.jpg	HELD_TRANSFER_FRESH	NEW_CALL
CGX63C6E4361A61	f88r	f88	f88r.3	F88R_L1	2	1037112	2714	3735	https://collections.library.yale.edu/iiif/2/1037112/full/full/0/default.jpg	HELD_TRANSFER_FRESH	NEW_CALL
CGX37365939AC00	f88r	f88	f88r.4	F88R_L1	3	1037112	2714	3735	https://collections.library.yale.edu/iiif/2/1037112/full/full/0/default.jpg	HELD_TRANSFER_FRESH	NEW_CALL
CGX9D10FA785B69	f88r	f88	f88r.5	F88R_L1	4	1037112	2714	3735	https://collections.library.yale.edu/iiif/2/1037112/full/full/0/default.jpg	HELD_TRANSFER_FRESH	NEW_CALL
CGXFD09CBFA03E0	f88r	f88	f88r.6	F88R_L1	5	1037112	2714	3735	https://collections.library.yale.edu/iiif/2/1037112/full/full/0/default.jpg	HELD_TRANSFER_FRESH	NEW_CALL
CGX9F57BDCE7AB3	f102v1	f102	f102v1.2	F102V1_L1	1	1006252	2981	3795	https://collections.library.yale.edu/iiif/2/1006252/full/full/0/default.jpg	HELD_TRANSFER_FRESH	NEW_CALL
CGXFDE261F28510	f102v1	f102	f102v1.3	F102V1_L1	2	1006252	2981	3795	https://collections.library.yale.edu/iiif/2/1006252/full/full/0/default.jpg	HELD_TRANSFER_FRESH	NEW_CALL
CGX03F63C2778A8	f102v1	f102	f102v1.4	F102V1_L1	3	1006252	2981	3795	https://collections.library.yale.edu/iiif/2/1006252/full/full/0/default.jpg	HELD_TRANSFER_FRESH	NEW_CALL
CGX7A436C900A28	f102v1	f102	f102v1.5	F102V1_L1	4	1006252	2981	3795	https://collections.library.yale.edu/iiif/2/1006252/full/full/0/default.jpg	HELD_TRANSFER_FRESH	NEW_CALL
CGXCFB6D0A8134B	f102v1	f102	f102v1.6	F102V1_L1	5	1006252	2981	3795	https://collections.library.yale.edu/iiif/2/1006252/full/full/0/default.jpg	HELD_TRANSFER_FRESH	NEW_CALL
