event_id_sha256	physical_folio	page	locus	section	register	currier	hand	host_id	target_coordinate
4447dc3d787645329484	f10	f10v	f10v.1	H	HERBAL_A	A	1	df97f0d18162f7989c66	WITHHELD_UNTIL_SCORING
0fe252027d35bab9f1ba	f102	f102r1	f102r1.17	P	OTHER_A	A	1	439cc4eabd50ee8ec566	WITHHELD_UNTIL_SCORING
f37ba41c776916a38121	f102	f102r1	f102r1.8	P	OTHER_A	A	1	6552f9cf5d36c3df0462	WITHHELD_UNTIL_SCORING
f10068a88c87a1aa98bd	f103	f103v	f103v.14	S	STARS_RECIPE_B	B	3	1cb1207d2df6a9b9f77f	WITHHELD_UNTIL_SCORING
95537dfe91ca6bef4f02	f103	f103v	f103v.26	S	STARS_RECIPE_B	B	3	2c71c7ca4a5b8aeb1b94	WITHHELD_UNTIL_SCORING
e252ddc68c7d65c06422	f103	f103v	f103v.30	S	STARS_RECIPE_B	B	3	ac796b5ead8d743ca87f	WITHHELD_UNTIL_SCORING
48436421192d7ef0e9b7	f103	f103v	f103v.33	S	STARS_RECIPE_B	B	3	4f9fe31b423861e76f00	WITHHELD_UNTIL_SCORING
4a7235e828e86dc2fd1c	f103	f103v	f103v.36	S	STARS_RECIPE_B	B	3	11525449646dc0bf291d	WITHHELD_UNTIL_SCORING
35dd9e9f558fb8395ee2	f103	f103v	f103v.7	S	STARS_RECIPE_B	B	3	df97f0d18162f7989c66	WITHHELD_UNTIL_SCORING
d9a058fd06410b56f1b4	f104	f104r	f104r.21	S	STARS_RECIPE_B	B	3	1e6c387a7204441c35b9	WITHHELD_UNTIL_SCORING
a50eb7a274ad3c7dca08	f104	f104r	f104r.22	S	STARS_RECIPE_B	B	3	f55c9fa88a5bf0967040	WITHHELD_UNTIL_SCORING
bb0834f05153c78d9127	f104	f104r	f104r.7	S	STARS_RECIPE_B	B	3	cb319d663ee31563662f	WITHHELD_UNTIL_SCORING
a887afd12de03bfe7a36	f105	f105r	f105r.10	S	STARS_RECIPE_B	B	3	8849f3eedfe7408be890	WITHHELD_UNTIL_SCORING
dd84d0bdd3a71fb5ce52	f105	f105r	f105r.15	S	STARS_RECIPE_B	B	3	7b0ec14e2863dab5c99e	WITHHELD_UNTIL_SCORING
44fe2f52a80e7a460c7f	f105	f105r	f105r.36	S	STARS_RECIPE_B	B	3	8770cb0222449b60f40a	WITHHELD_UNTIL_SCORING
139b774d992439d7e714	f105	f105r	f105r.8	S	STARS_RECIPE_B	B	3	361fd6538a8de138acb7	WITHHELD_UNTIL_SCORING
4f113404b494dbe7d24e	f105	f105v	f105v.1	S	STARS_RECIPE_B	B	3	1e3271f13515b4bd5d3d	WITHHELD_UNTIL_SCORING
264fc7e35e1febd932ab	f105	f105v	f105v.28	S	STARS_RECIPE_B	B	3	3f60cf76ef1446d6b82a	WITHHELD_UNTIL_SCORING
9d5f89dd8bec63aeee68	f105	f105v	f105v.28	S	STARS_RECIPE_B	B	3	f7876bb7cfb598c24e03	WITHHELD_UNTIL_SCORING
00822af3627e6b8388aa	f105	f105v	f105v.37	S	STARS_RECIPE_B	B	3	bc576a570976525c1dcd	WITHHELD_UNTIL_SCORING
9afd36e646c339e877de	f105	f105v	f105v.4	S	STARS_RECIPE_B	B	3	5ba041cbd06d218cffcc	WITHHELD_UNTIL_SCORING
80d02dd2d5ef8f026e9e	f106	f106r	f106r.18	S	STARS_RECIPE_B	B	3	ba4e1c28747c223205ee	WITHHELD_UNTIL_SCORING
bdd8286c5cb767b03328	f106	f106r	f106r.36	S	STARS_RECIPE_B	B	3	b3463c7789b1eb752a6e	WITHHELD_UNTIL_SCORING
a3de771c8ed8d60a865e	f106	f106r	f106r.40	S	STARS_RECIPE_B	B	3	bc7e4958f2242f36b088	WITHHELD_UNTIL_SCORING
415bb2ca045203a75dac	f106	f106r	f106r.44	S	STARS_RECIPE_B	B	3	fe91c9b99321b4e79760	WITHHELD_UNTIL_SCORING
1e4ce7766743d0c56027	f106	f106r	f106r.9	S	STARS_RECIPE_B	B	3	f88120a0512f734728c9	WITHHELD_UNTIL_SCORING
13c8748d989345c186d3	f106	f106v	f106v.10	S	STARS_RECIPE_B	B	3	823d24e867252ca4a592	WITHHELD_UNTIL_SCORING
6a8648479beecab6c75d	f106	f106v	f106v.34	S	STARS_RECIPE_B	B	3	4c2b6dfea3f70c49e520	WITHHELD_UNTIL_SCORING
78109c0c379209d9c967	f106	f106v	f106v.4	S	STARS_RECIPE_B	B	3	ee2450b2920056da6f8b	WITHHELD_UNTIL_SCORING
3ef413f51252ed3fdec6	f106	f106v	f106v.5	S	STARS_RECIPE_B	B	3	fde04686790f8d6fc0f4	WITHHELD_UNTIL_SCORING
4e51cf4fa470feb54689	f106	f106v	f106v.5	S	STARS_RECIPE_B	B	3	6f8be992064bd85f8cad	WITHHELD_UNTIL_SCORING
d557d35680e636a69c88	f106	f106v	f106v.5	S	STARS_RECIPE_B	B	3	3b013369fe9bd1b6b7e3	WITHHELD_UNTIL_SCORING
3db13305876f59ff7bd0	f107	f107r	f107r.13	S	STARS_RECIPE_B	B	3	f55c9fa88a5bf0967040	WITHHELD_UNTIL_SCORING
40625fc30230b0c934f4	f107	f107r	f107r.13	S	STARS_RECIPE_B	B	3	3b0176e38bbdfc7c0f42	WITHHELD_UNTIL_SCORING
924fb15c327c040d85ba	f107	f107r	f107r.17	S	STARS_RECIPE_B	B	3	39d4acd316b853dca913	WITHHELD_UNTIL_SCORING
2be086af1bf56f671664	f107	f107r	f107r.19	S	STARS_RECIPE_B	B	3	cd4651a51f736057a99f	WITHHELD_UNTIL_SCORING
53ecb7f370258f6e7aa3	f107	f107r	f107r.19	S	STARS_RECIPE_B	B	3	4e6f20ef2d6daa05d887	WITHHELD_UNTIL_SCORING
5fbb391871c617b479da	f107	f107r	f107r.25	S	STARS_RECIPE_B	B	3	11f604f36eb1c864a969	WITHHELD_UNTIL_SCORING
91eb0c89a393d2de31b1	f107	f107r	f107r.38	S	STARS_RECIPE_B	B	3	fe91c9b99321b4e79760	WITHHELD_UNTIL_SCORING
