control_id	events	folios	host_bits_per_event	shared_renderer_bits_per_event	exact_pair_bits_per_event	shared_gain_bits_per_event	exact_pair_gain_bits_per_event	shared_fraction_of_exact_pair_gain	host_top1	shared_top1	exact_pair_top1	positive_shared_folios	positive_exact_pair_folios
ABBREVIATION_HEAVY_MEDIEVAL	6401	4	0.878047098232	0.935492809075	0.899911532091	-0.057445710843	-0.021864433859	NA	0.809561006093	0.808936103734	0.812216841119	0	0
ARBITRARY_LOCAL_CODEBOOK	3443	176	0.601933781866	0.302922737746	0.377194603040	0.299011044120	0.224739178826	1.330480273540	0.838512924775	0.918094684868	0.879175137961	168	176
AUGSBURG_ACCOUNTS_1402_1424	7413	12	0.345703812092	0.415688951013	0.323044735199	-0.069985138921	0.022659076893	-3.088613858910	0.912720895724	0.898151895319	0.918656414407	0	12
COMPOSITIONAL_TECHNICAL_NOTATION	3449	175	0.700524319561	0.385691872285	0.450209941783	0.314832447276	0.250314377777	1.257748156824	0.833285010148	0.896201797622	0.853580748043	169	175
HYBRID_SHORTHAND	3337	176	0.697647358038	0.432076482780	0.461132946286	0.265570875258	0.236514411752	1.122852824445	0.833682948756	0.883128558586	0.854959544501	164	174
IFORAL_1395_1411_GRAPHEMATIC	4303	6	0.088784470217	0.093778727223	0.095135905366	-0.004994257005	-0.006351435149	NA	0.990936555891	0.990704159888	0.990936555891	0	0
LATIN_15C_GRAPHEMATIC	4090	12	0.087165438002	0.090796882745	0.091681287873	-0.003631444743	-0.004515849870	NA	0.991198044010	0.991198044010	0.991198044010	2	2
LATIN_GERMAN_APOTHECARY_LATE15	695	6	0.065565179791	0.066422162108	0.071133142936	-0.000856982317	-0.005567963145	NA	0.994244604317	0.994244604317	0.994244604317	2	2
LATIN_MEDICAL_GRAPHEMATIC	4348	10	0.034382122125	0.042049202692	0.036490262790	-0.007667080567	-0.002108140664	NA	0.997240110396	0.996550137994	0.997240110396	1	2
LATIN_SCHOLASTIC_GRAPHEMATIC	5700	6	0.021986827512	0.027999599450	0.023255016735	-0.006012771938	-0.001268189223	NA	0.998421052632	0.998421052632	0.998421052632	0	1
LEARNED_ABBREVIATION_MAP	6656	4	0.867669927002	0.913979944780	0.896045374117	-0.046310017778	-0.028375447115	NA	0.812650240385	0.810697115385	0.812500000000	0	0
LEARNED_ABBREVIATION_SAMPLED	6603	4	0.868918049692	0.924466945507	0.900884537185	-0.055548895816	-0.031966487493	NA	0.812055126458	0.809480539149	0.813115250644	0	0
ORDINARY_NATURAL_LANGUAGE	6634	4	0.853289054790	0.902872109050	0.872798213756	-0.049583054260	-0.019509158966	NA	0.816098884534	0.814591498342	0.818812179680	0	0
VOYNICH_REFERENCE	6844	91	0.917899135899	0.949635231277	0.879562944070	-0.031736095378	0.038336191829	-0.827836408999	0.767095265926	0.770748100526	0.774839275278	26	72
