operation	domain_type	held_domain	page_host	pairs	train_delta_first	train_delta_middle	train_delta_last	held_delta_first	held_delta_middle	held_delta_last	train_held_dot	direction_correct	cell_key_sha256
wrapper:NONE>q	currier	A	chey	1	-0.250000000000	0.250000000000	0.000000000000	-0.166666666667	0.166666666667	0.000000000000	0.083333333333	1	953d6858bfdff7dd23529e538ced0c866065305fe637417cf341eb0454ee1386
wrapper:NONE>q	currier	A	chy	1	0.000000000000	0.000000000000	0.000000000000	0.288888888889	-0.288888888889	0.000000000000	0.000000000000	0	8a0ff8a5db1c5eab3f69738cd79453c9a7ce77d3ffa684695f3a06a41b8e7ab9
wrapper:NONE>q	currier	A	d	1	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.250000000000	-0.250000000000	0.000000000000	0	484ed032ca9de3c5b3ced810e83570f4f6b59b107a0c7ab47413b88ec1486e75
wrapper:NONE>q	currier	A	eey	1	-0.071428571429	0.142857142857	-0.071428571429	0.500000000000	-0.500000000000	0.000000000000	-0.107142857143	0	225a023aa079885f36e844ef56dc55f49ae2899772597f1f6ff14d8f22f31da7
wrapper:NONE>q	currier	A	o	1	0.125000000000	-0.125000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0	281249cc743715a1d6abec7ef62084766c5e2aeab110a0ee9022698c15a59d59
wrapper:NONE>q	currier	A	ok	2	0.042120551924	-0.074136068158	0.032015516234	-0.058333333333	0.016666666667	0.041666666667	-0.002358653488	0	5e33a8403827a9974bb04b1f26df7bb7d1411eb875f76c959a69440584ffc9ec
wrapper:NONE>q	currier	A	okchy	1	0.000000000000	0.500000000000	-0.500000000000	-0.066666666667	0.066666666667	0.000000000000	0.033333333333	1	61c880c51053ed732ed510b3f9ad445b18dd57ecad15e95512fcb0ae409f7d1b
wrapper:NONE>q	currier	A	okeey	1	0.021442495127	-0.058479532164	0.037037037037	0.333333333333	-0.444444444444	0.111111111111	0.037253627897	1	267695e997e3b71122e45bc093e934cd007ff265522064257064f3fd95986cde
wrapper:NONE>q	currier	A	okeol	1	0.000000000000	0.250000000000	-0.250000000000	0.333333333333	-0.166666666667	-0.166666666667	0.000000000000	0	fa5f2635de9019eb8e35881bcf2c9dc1e44d5f8498f6bf0c27c275c99167646b
wrapper:NONE>q	currier	A	okey	1	0.095238095238	0.190476190476	-0.285714285714	0.250000000000	0.250000000000	-0.500000000000	0.214285714286	1	b8f3b99cf1e163dd0fab9d6f68619c826ee092711aa1839b55ca29fa69f7b275
