artifact	frozen_sha256
GDT279_NATIVE_ORDER_COMPILER_DECOMPOSITION_METHOD.md	20a9302ec100dc48f5a71e9a23e8e798b54ae98ac58b8703c5f44eed54692af6
GDT279_NATIVE_ORDER_COMPILER_DECOMPOSITION_REPORT.md	ee1619d328e5d2fd1f246c8101c51c631f22551b86066bfae7a123ab0780e1c1
gdt279_design.json	38718c2d3e657536948256e810e6be7a3d18c4b4289b7e150f759d365bbc951b
gdt279_design_validation.json	5fd364b5cea336d67d935277a4ec3570f28a88733149ced6a9ab41929a76208a
gdt279_gdt278_freeze_manifest.tsv	9ae8fb4f41f480df575b58f633ecb24cb2a6d867f2a782a6a50a296557f5e257
gdt279_intermediate_event_inventory.tsv	8be2b03eeb30b5a3dce429b363b58c27ba4b9059cc2fde5cf174f71be00ada0a
gdt279_view_scores.tsv	ff5f9f188ec2fc51ea8bb73010f22013881e2c85fa816f8f00dc4d0505bddf67
gdt279_block_shapley.tsv	63519ec0ce4a7431e4c214d01164752c080be69784a8445acad79847e52ed74c
gdt279_view_contrasts.tsv	4a26c4167e3358a662d9cf012c83e234caf90f275739130c8d8a06ff4ab3313f
gdt279_folio_scores.tsv	90152896604c7228d0e28267de543790c60d207c578f2e90a5a83f6fda5959b6
gdt279_null_results.tsv	20e3dd4b8a2afe3547a9392b7b127896f0d5bb3e8b4bffa47619a3f936381966
gdt279_counterexamples.tsv	ad9c2950735303e313377d07419e6342c577015bf2ab8aa60939e2728474123c
gdt279_result.json	d8c3306757492709b0c1f124f6d240de4c6a12b72b194dcf6baa16dc7856de7c
gdt279_validation.json	db37900b5b83da6b157fda26e79a74cee80c164677e4bd2c412a0186eded8ebf
run_gdt279_native_order_compiler_decomposition.py	6f328423b8c935ceb98d301989104618e603e018b3b4a9b73c662c1942301079
validate_gdt279_native_order_compiler_decomposition.py	59ccdfe418e89897d1dae475d04974ee0e0e4851467b6f7db42d9892ebcf936a
