target	held_folio	gain_bits	positive
PAGE_HOST	f75	3.949340681210	1
PAGE_HOST	f76	1.375555785612	1
PAGE_HOST	f77	8.602815782266	1
PAGE_HOST	f78	10.869734498254	1
PAGE_HOST	f79	15.818064873056	1
PAGE_HOST	f80	22.927612729860	1
PAGE_HOST	f81	1.704044573589	1
PAGE_HOST	f82	2.426635524301	1
PAGE_HOST	f83	13.082084277827	1
RAW	f75	3.016867406039	1
RAW	f76	-2.181529653749	0
RAW	f77	5.371168727068	1
RAW	f78	9.865220304070	1
RAW	f79	-3.140531167290	0
RAW	f80	8.560481720231	1
RAW	f81	-1.060844004120	0
RAW	f82	-0.180861082478	0
RAW	f83	12.759187683602	1
