host	wrapper	register	cross_folio_o_ot_pairs	mean_context_similarity	mean_matched_control_similarity	gain_vs_control
a	NONE	STARS_RECIPE_B	7	0.290114910886	0.248619571401	0.0414953394856
aiir	NONE	STARS_RECIPE_B	1	0.232686980609	0.231767360633	0.000919619976567
ch	NONE	HERBAL_A	5	0.154392872135	0.162164111593	-0.00777123945853
ch	q	HERBAL_A	3	0.114045721575	0.123749325634	-0.00970360405845
ch	q	STARS_RECIPE_B	3	0.293568336425	0.285487295457	0.00808104096802
che	NONE	HERBAL_B	2	0.201072017592	0.192878986457	0.00819303113512
che	NONE	OTHER_B	6	0.222693473618	0.22784821867	-0.00515474505204
che	NONE	STARS_RECIPE_B	8	0.278772709935	0.265841117591	0.0129315923442
che	q	STARS_RECIPE_B	5	0.254446737796	0.253099046858	0.00134769093833
cheey	NONE	STARS_RECIPE_B	1	0.337209302326	0.283305529178	0.0539037731471
cheo	q	STARS_RECIPE_B	1	0.282352941176	0.256808327393	0.0255446137833
chey	NONE	HERBAL_A	6	0.179197057989	0.168457480197	0.0107395777913
chey	NONE	STARS_RECIPE_B	2	0.207937080415	0.201173089542	0.0067639908728
chey	q	STARS_RECIPE_B	6	0.249024461945	0.25285921324	-0.00383475129461
cho	NONE	HERBAL_A	8	0.165417397712	0.166216266454	-0.000798868741841
cho	q	HERBAL_A	2	0.190306918675	0.17514905385	0.0151578648248
chol	NONE	HERBAL_A	32	0.138742367295	0.149194298607	-0.010451931312
chol	q	HERBAL_A	7	0.14067527616	0.153671108645	-0.0129958324854
chor	NONE	HERBAL_A	19	0.150269098624	0.158484381166	-0.00821528254157
chy	ch	HERBAL_A	8	0.174415193513	0.155775725248	0.0186394682644
chy	q	HERBAL_A	25	0.16456872412	0.165451116425	-0.000882392304757
d	NONE	OTHER_B	5	0.281635617356	0.244765603379	0.0368700139767
e	q	OTHER_B	20	0.202859689763	0.180655704222	0.0222039855415
e	q	STARS_RECIPE_B	4	0.228055707605	0.215770837434	0.0122848701711
ed	q	STARS_RECIPE_B	4	0.234441116193	0.233685898551	0.000755217641661
ee	NONE	OTHER_B	19	0.216060393837	0.206559737929	0.00950065590802
ee	NONE	STARS_RECIPE_B	39	0.262742804104	0.255248766866	0.0074940372386
ee	q	OTHER_B	45	0.292590839843	0.280180697802	0.0124101420415
ee	q	STARS_RECIPE_B	40	0.263966489692	0.251398589422	0.0125679002699
eed	q	STARS_RECIPE_B	2	0.272649814099	0.269068170172	0.00358164392681
eee	q	OTHER_B	1	0.459459459459	0.295184646574	0.164274812885
eee	q	STARS_RECIPE_B	2	0.233717948718	0.25563235828	-0.0219144095622
eees	NONE	HERBAL_A	3	0.12979934112	0.0960129164152	0.0337864247049
eeo	q	STARS_RECIPE_B	1	0.266025641026	0.263162278059	0.00286336296711
eeos	NONE	STARS_RECIPE_B	1	0.301538461538	0.276269479597	0.025268981941
ees	NONE	STARS_RECIPE_B	1	0.235880398671	0.269263405017	-0.0333830063463
eey	NONE	OTHER_B	8	0.182737523898	0.186625807749	-0.00388828385119
eey	NONE	STARS_RECIPE_B	26	0.255781248369	0.248064455616	0.00771679275293
eey	q	OTHER_B	2	0.172053262488	0.172877919081	-0.000824656592709
eey	q	STARS_RECIPE_B	16	0.278311304915	0.258938567082	0.0193727378329
eo	NONE	STARS_RECIPE_B	7	0.239996477657	0.233620405198	0.00637607245866
es	NONE	STARS_RECIPE_B	1	0.257062146893	0.244833073433	0.0122290734594
l	NONE	STARS_RECIPE_B	42	0.21884769646	0.240981010203	-0.0221333137423
ol	q	HERBAL_A	9	0.213861340738	0.185038387721	0.0288229530173
ol	q	STARS_RECIPE_B	3	0.258848994143	0.267002179788	-0.00815318564537
or	ch	HERBAL_A	4	0.166195972117	0.212945389115	-0.0467494169982
she	NONE	STARS_RECIPE_B	4	0.262268951773	0.268923836501	-0.00665488472822
she	q	STARS_RECIPE_B	1	0.203761755486	0.225015268826	-0.0212535133404
shey	NONE	OTHER_B	3	0.189983505038	0.322204131406	-0.132220626368
shor	NONE	HERBAL_A	1	0.212121212121	0.147625827318	0.0644953848035
y	NONE	STARS_RECIPE_B	7	0.278118742865	0.257630909783	0.0204878330821
y	q	HERBAL_A	3	0.0859586996635	0.0595238095238	0.0264348901397
y	q	STARS_RECIPE_B	4	0.247545244697	0.227092774108	0.0204524705892
