section	model	events	d_events	gain_bits	gain_bits_per_event	powered
B	CELL_BOTH	9	4	-0.220313633022	-0.024479292558	1
B	CELL_LINE_START	9	4	-0.218022078529	-0.024224675392	1
B	CELL_PREV_DY	9	4	-0.000905756809	-0.000100639645	1
C	CELL_BOTH	2	0	0.037474632260	0.018737316130	0
C	CELL_LINE_START	2	0	0.030896117175	0.015448058587	0
C	CELL_PREV_DY	2	0	0.005637259919	0.002818629959	0
H	CELL_BOTH	17	9	0.148094995813	0.008711470342	1
H	CELL_LINE_START	17	9	0.141334350653	0.008313785333	1
H	CELL_PREV_DY	17	9	0.001346304671	0.000079194392	1
S	CELL_BOTH	13	5	-0.076250906851	-0.005865454373	1
S	CELL_LINE_START	13	5	-0.096899123082	-0.007453778699	1
S	CELL_PREV_DY	13	5	0.016441601991	0.001264738615	1
T	CELL_BOTH	5	3	-0.026982021215	-0.005396404243	1
T	CELL_LINE_START	5	3	0.042632229888	0.008526445978	1
T	CELL_PREV_DY	5	3	-0.071116656999	-0.014223331400	1
